"ParentID","CurveName","Ordinal","vA","vB","vE"
69028,"Moderately Inverse",10,0.09,0.04,0.02
69028,"Very Inverse",20,0.71,28.42,2.00
69053,"Extremely Inverse",30,0.30,69.62,2.00
69053,"Moderately Inverse",10,0.09,0.04,0.02
69053,"Very Inverse",20,0.71,28.42,2.00
69079,"Extremely Inverse",30,0.30,69.62,2.00
69079,"Moderately Inverse",10,0.09,0.04,0.02
69079,"Very Inverse",20,0.71,28.42,2.00
69104,"Extremely Inverse",30,0.30,69.62,2.00
69104,"Moderately Inverse",10,0.09,0.04,0.02
69104,"Very Inverse",20,0.71,28.42,2.00
69129,"Extremely Inverse",30,0.30,69.62,2.00
69129,"Moderately Inverse",10,0.09,0.04,0.02
69129,"Very Inverse",20,0.71,28.42,2.00
69211,"Ext Inv",60,0.12,28.20,2.00
69211,"LT Ext Inv",30,0.25,64.07,2.00
69211,"LT Inv",10,0.18,0.08,0.02
69211,"LT Very Inv",20,0.71,28.55,2.00
69211,"Mod Inv",40,0.11,0.05,0.02
69211,"ST Ext Inv",80,5.0e-03,1.28,2.00
69211,"ST Inv",70,0.11,0.16,0.02
69211,"V Inv",50,0.49,19.61,2.00
69270,"Ext Inv",60,0.12,28.20,2.00
69270,"LT Ext Inv",30,0.25,64.07,2.00
69270,"LT Inv",10,0.18,0.08,0.02
69270,"LT Very Inv",20,0.71,28.55,2.00
69270,"Mod Inv",40,0.11,0.05,0.02
69270,"ST Ext Inv",80,5.0e-03,1.28,2.00
69270,"ST Inv",70,0.11,0.16,0.02
69270,"V Inv",50,0.49,19.61,2.00
69382,"EI",30,0.12,28.20,2.00
69382,"MI",10,0.11,0.05,0.02
69382,"RECT",40,0.00,45900.00,5.60
69382,"VI",20,0.49,19.61,2.00
69404,"EI",30,0.12,28.20,2.00
69404,"MI",10,0.11,0.05,0.02
69404,"RECT",40,0.00,45900.00,5.60
69404,"VI",20,0.49,19.61,2.00
69411,"EI",30,0.12,28.20,2.00
69411,"MI",10,0.11,0.05,0.02
69411,"RECT",40,0.00,45900.00,5.60
69411,"VI",20,0.49,19.61,2.00
69418,"EI",30,0.12,28.20,2.00
69418,"MI",10,0.11,0.05,0.02
69418,"RECT",40,0.00,45900.00,5.60
69418,"VI",20,0.49,19.61,2.00
69439,"EI",30,0.12,28.20,2.00
69439,"MI",10,0.11,0.05,0.02
69439,"RECT",40,0.00,45900.00,5.60
69439,"VI",20,0.49,19.61,2.00
69453,"EI",30,0.12,28.20,2.00
69453,"MI",10,0.11,0.05,0.02
69453,"RECT",40,0.00,45900.00,5.60
69453,"VI",20,0.49,19.61,2.00
69467,"EI",30,0.12,28.20,2.00
69467,"MI",10,0.11,0.05,0.02
69467,"RECT",40,0.00,45900.00,5.60
69467,"VI",20,0.49,19.61,2.00
69481,"EI",30,0.12,28.20,2.00
69481,"MI",10,0.11,0.05,0.02
69481,"RECT",40,0.00,45900.00,5.60
69481,"VI",20,0.49,19.61,2.00
69504,"EI",30,0.12,28.20,2.00
69504,"MI",10,0.11,0.05,0.02
69504,"RECT",40,0.00,45900.00,5.60
69504,"VI",20,0.49,19.61,2.00
69526,"EI",30,0.12,28.20,2.00
69526,"MI",10,0.11,0.05,0.02
69526,"RECT",40,0.00,45900.00,5.60
69526,"VI",20,0.49,19.61,2.00
69533,"EI",30,0.12,28.20,2.00
69533,"MI",10,0.11,0.05,0.02
69533,"RECT",40,0.00,45900.00,5.60
69533,"VI",20,0.49,19.61,2.00
69540,"EI",30,0.12,28.20,2.00
69540,"MI",10,0.11,0.05,0.02
69540,"RECT",40,0.00,45900.00,5.60
69540,"VI",20,0.49,19.61,2.00
69561,"EI",30,0.12,28.20,2.00
69561,"MI",10,0.11,0.05,0.02
69561,"RECT",40,0.00,45900.00,5.60
69561,"VI",20,0.49,19.61,2.00
69575,"EI",30,0.12,28.20,2.00
69575,"MI",10,0.11,0.05,0.02
69575,"RECT",40,0.00,45900.00,5.60
69575,"VI",20,0.49,19.61,2.00
69589,"EI",30,0.12,28.20,2.00
69589,"MI",10,0.11,0.05,0.02
69589,"RECT",40,0.00,45900.00,5.60
69589,"VI",20,0.49,19.61,2.00
69603,"EI",30,0.12,28.20,2.00
69603,"MI",10,0.11,0.05,0.02
69603,"RECT",40,0.00,45900.00,5.60
69603,"VI",20,0.49,19.61,2.00
69626,"EI",30,0.12,28.20,2.00
69626,"MI",10,0.11,0.05,0.02
69626,"RECT",40,0.00,45900.00,5.60
69626,"VI",20,0.49,19.61,2.00
69648,"EI",30,0.12,28.20,2.00
69648,"MI",10,0.11,0.05,0.02
69648,"RECT",40,0.00,45900.00,5.60
69648,"VI",20,0.49,19.61,2.00
69655,"EI",30,0.12,28.20,2.00
69655,"MI",10,0.11,0.05,0.02
69655,"RECT",40,0.00,45900.00,5.60
69655,"VI",20,0.49,19.61,2.00
69662,"EI",30,0.12,28.20,2.00
69662,"MI",10,0.11,0.05,0.02
69662,"RECT",40,0.00,45900.00,5.60
69662,"VI",20,0.49,19.61,2.00
69683,"EI",30,0.12,28.20,2.00
69683,"MI",10,0.11,0.05,0.02
69683,"RECT",40,0.00,45900.00,5.60
69683,"VI",20,0.49,19.61,2.00
69697,"EI",30,0.12,28.20,2.00
69697,"MI",10,0.11,0.05,0.02
69697,"RECT",40,0.00,45900.00,5.60
69697,"VI",20,0.49,19.61,2.00
69711,"EI",30,0.12,28.20,2.00
69711,"MI",10,0.11,0.05,0.02
69711,"RECT",40,0.00,45900.00,5.60
69711,"VI",20,0.49,19.61,2.00
69725,"EI",30,0.12,28.20,2.00
69725,"MI",10,0.11,0.05,0.02
69725,"RECT",40,0.00,45900.00,5.60
69725,"VI",20,0.49,19.61,2.00
69988,"U1, US Moderately Inv",10,0.02,0.01,0.02
69988,"U2, US Inverse",20,0.18,5.95,2.00
69988,"U3, US Very Inverse",30,0.09,3.88,2.00
69988,"U4, US Extremely Inv.",40,0.03,5.67,2.00
69988,"U5",50,2.62e-03,3.42e-03,0.02
69993,"C1, IEC Standard Inv",10,0.00,0.14,0.02
69993,"C2, Very Inverse",20,0.00,13.50,1.00
69993,"C3, Extremely Inverse",30,0.00,80.00,2.00
69993,"C4, Long Time Inv.",40,0.00,120.00,1.00
69993,"C5",50,0.00,0.05,0.04
70040,"U1, US Moderately Inv",10,0.02,0.01,0.02
70040,"U2, US Inverse",20,0.18,5.95,2.00
70040,"U3, US Very Inverse",30,0.09,3.88,2.00
70040,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70040,"U5",50,2.62e-03,3.42e-03,0.02
70045,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70045,"C2, Very Inverse",20,0.00,13.50,1.00
70045,"C3, Extremely Inverse",30,0.00,80.00,2.00
70045,"C4, Long Time Inv.",40,0.00,120.00,1.00
70045,"C5",50,0.00,0.05,0.04
70092,"U1, US Moderately Inv",10,0.02,0.01,0.02
70092,"U2, US Inverse",20,0.18,5.95,2.00
70092,"U3, US Very Inverse",30,0.09,3.88,2.00
70092,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70092,"U5",50,2.62e-03,3.42e-03,0.02
70097,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70097,"C2, Very Inverse",20,0.00,13.50,1.00
70097,"C3, Extremely Inverse",30,0.00,80.00,2.00
70097,"C4, Long Time Inv.",40,0.00,120.00,1.00
70097,"C5",50,0.00,0.05,0.04
70144,"U1, US Moderately Inv",10,0.02,0.01,0.02
70144,"U2, US Inverse",20,0.18,5.95,2.00
70144,"U3, US Very Inverse",30,0.09,3.88,2.00
70144,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70144,"U5",50,2.62e-03,3.42e-03,0.02
70149,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70149,"C2, Very Inverse",20,0.00,13.50,1.00
70149,"C3, Extremely Inverse",30,0.00,80.00,2.00
70149,"C4, Long Time Inv.",40,0.00,120.00,1.00
70149,"C5",50,0.00,0.05,0.04
70292,"U1, US Moderately Inv",10,0.02,0.01,0.02
70292,"U2, US Inverse",20,0.18,5.95,2.00
70292,"U3, US Very Inverse",30,0.09,3.88,2.00
70292,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70292,"U5",50,2.62e-03,3.42e-03,0.02
70297,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70297,"C2, Very Inverse",20,0.00,13.50,1.00
70297,"C3, Extremely Inverse",30,0.00,80.00,2.00
70297,"C4, Long Time Inv.",40,0.00,120.00,1.00
70297,"C5",50,0.00,0.05,0.04
70344,"U1, US Moderately Inv",10,0.02,0.01,0.02
70344,"U2, US Inverse",20,0.18,5.95,2.00
70344,"U3, US Very Inverse",30,0.09,3.88,2.00
70344,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70344,"U5",50,2.62e-03,3.42e-03,0.02
70349,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70349,"C2, Very Inverse",20,0.00,13.50,1.00
70349,"C3, Extremely Inverse",30,0.00,80.00,2.00
70349,"C4, Long Time Inv.",40,0.00,120.00,1.00
70349,"C5",50,0.00,0.05,0.04
70396,"U1, US Moderately Inv",10,0.02,0.01,0.02
70396,"U2, US Inverse",20,0.18,5.95,2.00
70396,"U3, US Very Inverse",30,0.09,3.88,2.00
70396,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70396,"U5",50,2.62e-03,3.42e-03,0.02
70401,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70401,"C2, Very Inverse",20,0.00,13.50,1.00
70401,"C3, Extremely Inverse",30,0.00,80.00,2.00
70401,"C4, Long Time Inv.",40,0.00,120.00,1.00
70401,"C5",50,0.00,0.05,0.04
70520,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70520,"C2, Very Inverse",20,0.00,13.50,1.00
70520,"C3, Extremely Inverse",30,0.00,80.00,2.00
70520,"C4, Long Time Inv.",40,0.00,120.00,1.00
70520,"C5, Short Time Inv",50,0.00,0.05,0.04
70525,"U1, US Moderately Inv",10,0.02,0.01,0.02
70525,"U2, US Inverse",20,0.18,5.95,2.00
70525,"U3, US Very Inverse",30,0.09,3.88,2.00
70525,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70525,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
70530,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70530,"C2, Very Inverse",20,0.00,13.50,1.00
70530,"C3, Extremely Inverse",30,0.00,80.00,2.00
70530,"C4, Long Time Inv.",40,0.00,120.00,1.00
70530,"C5, Short Time Inv",50,0.00,0.05,0.04
70535,"U1, US Moderately Inv",10,0.02,0.01,0.02
70535,"U2, US Inverse",20,0.18,5.95,2.00
70535,"U3, US Very Inverse",30,0.09,3.88,2.00
70535,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70535,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
70540,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70540,"C2, Very Inverse",20,0.00,13.50,1.00
70540,"C3, Extremely Inverse",30,0.00,80.00,2.00
70540,"C4, Long Time Inv.",40,0.00,120.00,1.00
70540,"C5, Short Time Inv",50,0.00,0.05,0.04
70545,"U1, US Moderately Inv",10,0.02,0.01,0.02
70545,"U2, US Inverse",20,0.18,5.95,2.00
70545,"U3, US Very Inverse",30,0.09,3.88,2.00
70545,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70545,"U5, US ST Inv",50,2.62e-03,3.42e-03,0.02
70567,"EI",30,0.12,28.20,2.00
70567,"LTI",60,2.18,5.61,1.00
70567,"MI",10,0.11,0.05,0.02
70567,"NI",40,0.17,8.93,2.09
70567,"STI",50,0.03,0.26,1.29
70567,"VI",20,0.49,19.61,2.00
70588,"EI",30,0.12,28.20,2.00
70588,"LTI",60,2.18,5.61,1.00
70588,"MI",10,0.11,0.05,0.02
70588,"NI",40,0.17,8.93,2.09
70588,"STI",50,0.03,0.26,1.29
70588,"VI",20,0.49,19.61,2.00
70616,"EI",30,0.12,28.20,2.00
70616,"LTI",60,2.18,5.61,1.00
70616,"MI",10,0.11,0.05,0.02
70616,"NI",40,0.17,8.93,2.09
70616,"STI",50,0.03,0.26,1.29
70616,"VI",20,0.49,19.61,2.00
70639,"CO2",40,0.11,0.16,0.02
70639,"CO8",50,0.18,5.95,2.00
70639,"EI",30,0.12,28.20,2.00
70639,"MI",10,0.11,0.05,0.02
70639,"VI",20,0.49,19.61,2.00
70661,"CO2",40,0.11,0.16,0.02
70661,"CO8",50,0.18,5.95,2.00
70661,"EI",30,0.12,28.20,2.00
70661,"MI",10,0.11,0.05,0.02
70661,"VI",20,0.49,19.61,2.00
70671,"CO2",40,0.11,0.16,0.02
70671,"CO8",50,0.18,5.95,2.00
70671,"EI",30,0.12,28.20,2.00
70671,"MI",10,0.11,0.05,0.02
70671,"VI",20,0.49,19.61,2.00
70690,"CO2",40,0.11,0.16,0.02
70690,"CO8",50,0.18,5.95,2.00
70690,"EI",30,0.12,28.20,2.00
70690,"MI",10,0.11,0.05,0.02
70690,"VI",20,0.49,19.61,2.00
70712,"CO2",40,0.11,0.16,0.02
70712,"CO8",50,0.18,5.95,2.00
70712,"EI",30,0.12,28.20,2.00
70712,"MI",10,0.11,0.05,0.02
70712,"VI",20,0.49,19.61,2.00
70722,"CO2",40,0.11,0.16,0.02
70722,"CO8",50,0.18,5.95,2.00
70722,"EI",30,0.12,28.20,2.00
70722,"MI",10,0.11,0.05,0.02
70722,"VI",20,0.49,19.61,2.00
70741,"CO2",40,0.11,0.16,0.02
70741,"CO8",50,0.18,5.95,2.00
70741,"EI",30,0.12,28.20,2.00
70741,"MI",10,0.11,0.05,0.02
70741,"VI",20,0.49,19.61,2.00
70763,"CO2",40,0.11,0.16,0.02
70763,"CO8",50,0.18,5.95,2.00
70763,"EI",30,0.12,28.20,2.00
70763,"MI",10,0.11,0.05,0.02
70763,"VI",20,0.49,19.61,2.00
70773,"CO2",40,0.11,0.16,0.02
70773,"CO8",50,0.18,5.95,2.00
70773,"EI",30,0.12,28.20,2.00
70773,"MI",10,0.11,0.05,0.02
70773,"VI",20,0.49,19.61,2.00
70792,"CO2",40,0.11,0.16,0.02
70792,"CO8",50,0.18,5.95,2.00
70792,"EI",30,0.12,28.20,2.00
70792,"MI",10,0.11,0.05,0.02
70792,"VI",20,0.49,19.61,2.00
70814,"CO2",40,0.11,0.16,0.02
70814,"CO8",50,0.18,5.95,2.00
70814,"EI",30,0.12,28.20,2.00
70814,"MI",10,0.11,0.05,0.02
70814,"VI",20,0.49,19.61,2.00
70824,"CO2",40,0.11,0.16,0.02
70824,"CO8",50,0.18,5.95,2.00
70824,"EI",30,0.12,28.20,2.00
70824,"MI",10,0.11,0.05,0.02
70824,"VI",20,0.49,19.61,2.00
70845,"IEC-A",40,0.00,0.14,0.02
70845,"IEC-B",50,0.00,13.50,1.00
70845,"IEC-C",60,0.00,80.00,2.00
70845,"IEC-D (LI)",70,0.00,120.00,1.00
70845,"IEC-E (SI)",80,0.00,0.05,0.04
70845,"IEEE EI",30,0.12,28.20,2.00
70845,"IEEE MI",10,0.11,0.05,0.02
70845,"IEEE VI",20,0.49,19.61,2.00
70845,"SEL-U1",90,0.02,0.01,0.02
70845,"SEL-U2",100,0.18,5.95,2.00
70845,"SEL-U3",110,0.96,3.88,2.00
70845,"SEL-U4",120,0.03,5.67,2.00
70845,"SEL-U5",130,2.62e-03,3.42e-03,0.02
70859,"IEC-A",40,0.00,0.14,0.02
70859,"IEC-B",50,0.00,13.50,1.00
70859,"IEC-C",60,0.00,80.00,2.00
70859,"IEC-D (LI)",70,0.00,120.00,1.00
70859,"IEC-E (SI)",80,0.00,0.05,0.04
70859,"IEEE EI",30,0.12,28.20,2.00
70859,"IEEE MI",10,0.11,0.05,0.02
70859,"IEEE VI",20,0.49,19.61,2.00
70859,"SEL-U1",90,0.02,0.01,0.02
70859,"SEL-U2",100,0.18,5.95,2.00
70859,"SEL-U3",110,0.96,3.88,2.00
70859,"SEL-U4",120,0.03,5.67,2.00
70859,"SEL-U5",130,2.62e-03,3.42e-03,0.02
70917,"U1, US Moderately Inv",10,0.02,0.01,0.02
70917,"U2, US Inverse",20,0.18,5.95,2.00
70917,"U3, US Very Inverse",30,0.09,3.88,2.00
70917,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70917,"U5, Short Time Inverse",50,2.62e-03,3.42e-03,0.02
70922,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70922,"C2, Very Inverse",20,0.00,13.50,1.00
70922,"C3, Extremely Inverse",30,0.00,80.00,2.00
70922,"C4, Long Time Inv.",40,0.00,120.00,1.00
70922,"C5, ST Inverse",50,0.00,0.05,0.04
70927,"U1, US Moderately Inv",10,0.02,0.01,0.02
70927,"U2, US Inverse",20,0.18,5.95,2.00
70927,"U3, US Very Inverse",30,0.09,3.88,2.00
70927,"U4, US Extremely Inv.",40,0.03,5.67,2.00
70927,"U5, Short Time Inverse",50,2.62e-03,3.42e-03,0.02
70932,"C1, IEC Standard Inv",10,0.00,0.14,0.02
70932,"C2, Very Inverse",20,0.00,13.50,1.00
70932,"C3, Extremely Inverse",30,0.00,80.00,2.00
70932,"C4, Long Time Inv.",40,0.00,120.00,1.00
70932,"C5, ST Inverse",50,0.00,0.05,0.04
70942,"CO2",40,0.11,0.16,0.02
70942,"CO8",50,0.18,5.95,2.00
70942,"EI",30,0.12,28.20,2.00
70942,"MI",10,0.11,0.05,0.02
70942,"VI",20,0.49,19.61,2.00
70957,"CO2",40,0.11,0.16,0.02
70957,"CO8",50,0.18,5.95,2.00
70957,"EI",30,0.12,28.20,2.00
70957,"MI",10,0.11,0.05,0.02
70957,"VI",20,0.49,19.61,2.00
70972,"CO2",40,0.11,0.16,0.02
70972,"CO8",50,0.18,5.95,2.00
70972,"EI",30,0.12,28.20,2.00
70972,"MI",10,0.11,0.05,0.02
70972,"VI",20,0.49,19.61,2.00
70987,"CO2",40,0.11,0.16,0.02
70987,"CO8",50,0.18,5.95,2.00
70987,"EI",30,0.12,28.20,2.00
70987,"MI",10,0.11,0.05,0.02
70987,"VI",20,0.49,19.61,2.00
71002,"CO2",40,0.11,0.16,0.02
71002,"CO8",50,0.18,5.95,2.00
71002,"EI",30,0.12,28.20,2.00
71002,"MI",10,0.11,0.05,0.02
71002,"VI",20,0.49,19.61,2.00
71016,"CO2",40,0.11,0.16,0.02
71016,"CO8",50,0.18,5.95,2.00
71016,"EI",30,0.12,28.20,2.00
71016,"MI",10,0.11,0.05,0.02
71016,"VI",20,0.49,19.61,2.00
71314,"IEEE Ext Inv",10,0.12,28.20,2.00
71314,"IEEE Mod Inv",30,0.11,0.05,0.02
71314,"IEEE V Inv",20,0.49,19.61,2.00
71337,"IEEE Ext Inv",10,0.12,28.20,2.00
71337,"IEEE Mod Inv",30,0.11,0.05,0.02
71337,"IEEE V Inv",20,0.49,19.61,2.00
71371,"IEEE Ext Inv",10,0.12,28.20,2.00
71371,"IEEE Mod Inv",30,0.11,0.05,0.02
71371,"IEEE V Inv",20,0.49,19.61,2.00
71405,"IEEE Ext Inv",10,0.12,28.20,2.00
71405,"IEEE Mod Inv",30,0.11,0.05,0.02
71405,"IEEE V Inv",20,0.49,19.61,2.00
71615,"IEEE Ext Inv",10,0.12,28.20,2.00
71615,"IEEE Mod Inv",30,0.11,0.05,0.02
71615,"IEEE V Inv",20,0.49,19.61,2.00
71638,"IEEE Ext Inv",10,0.12,28.20,2.00
71638,"IEEE Mod Inv",30,0.11,0.05,0.02
71638,"IEEE V Inv",20,0.49,19.61,2.00
71672,"IEEE Ext Inv",10,0.12,28.20,2.00
71672,"IEEE Mod Inv",30,0.11,0.05,0.02
71672,"IEEE V Inv",20,0.49,19.61,2.00
71706,"IEEE Ext Inv",10,0.12,28.20,2.00
71706,"IEEE Mod Inv",30,0.11,0.05,0.02
71706,"IEEE V Inv",20,0.49,19.61,2.00
71978,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
71978,"(10) IEC Very Inv",90,0.00,13.50,1.00
71978,"(11) IEC Inv",100,0.00,0.14,0.02
71978,"(12) IEC Ext Inv",110,0.00,80.00,2.00
71978,"(13) IEC ST Inv",120,0.00,0.05,0.04
71978,"(14) IEC LT Inv",130,0.00,120.00,1.00
71978,"(2) ANSI Very Inv",20,0.49,19.61,2.00
71978,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
71978,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
71978,"(6) LT Ext Inv",50,0.25,64.07,2.00
71978,"(7) LT Very Inv",60,0.71,28.55,2.00
71978,"(8) LT Inv",70,0.18,0.08,0.02
71978,"(9) IEC Normal Inv",80,0.00,0.14,0.02
71981,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
71981,"(10) IEC Very Inv",90,0.00,13.50,1.00
71981,"(11) IEC Inv",100,0.00,0.14,0.02
71981,"(12) IEC Ext Inv",110,0.00,80.00,2.00
71981,"(13) IEC ST Inv",120,0.00,0.05,0.04
71981,"(14) IEC LT Inv",130,0.00,120.00,1.00
71981,"(2) ANSI Very Inv",20,0.49,19.61,2.00
71981,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
71981,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
71981,"(6) LT Ext Inv",50,0.25,64.07,2.00
71981,"(7) LT Very Inv",60,0.71,28.55,2.00
71981,"(8) LT Inv",70,0.18,0.08,0.02
71981,"(9) IEC Normal Inv",80,0.00,0.14,0.02
71989,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
71989,"(10) IEC Very Inv",90,0.00,13.50,1.00
71989,"(11) IEC Inv",100,0.00,0.14,0.02
71989,"(12) IEC Ext Inv",110,0.00,80.00,2.00
71989,"(13) IEC ST Inv",120,0.00,0.05,0.04
71989,"(14) IEC LT Inv",130,0.00,120.00,1.00
71989,"(2) ANSI Very Inv",20,0.49,19.61,2.00
71989,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
71989,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
71989,"(6) LT Ext Inv",50,0.25,64.07,2.00
71989,"(7) LT Very Inv",60,0.71,28.55,2.00
71989,"(8) LT Inv",70,0.18,0.08,0.02
71989,"(9) IEC Normal Inv",80,0.00,0.14,0.02
72003,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
72003,"(10) IEC Very Inv",90,0.00,13.50,1.00
72003,"(11) IEC Inv",100,0.00,0.14,0.02
72003,"(12) IEC Ext Inv",110,0.00,80.00,2.00
72003,"(13) IEC ST Inv",120,0.00,0.05,0.04
72003,"(14) IEC LT Inv",130,0.00,120.00,1.00
72003,"(2) ANSI Very Inv",20,0.49,19.61,2.00
72003,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
72003,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
72003,"(6) LT Ext Inv",50,0.25,64.07,2.00
72003,"(7) LT Very Inv",60,0.71,28.55,2.00
72003,"(8) LT Inv",70,0.18,0.08,0.02
72003,"(9) IEC Normal Inv",80,0.00,0.14,0.02
72142,"ANSI Ext Inv",30,0.12,28.20,2.00
72142,"ANSI Mod Inv",10,0.11,0.05,0.02
72142,"ANSI Very Inv",20,0.49,19.61,2.00
72144,"U1 Mod Inv",10,0.22,0.01,0.02
72144,"U2 Inv",20,0.18,5.95,2.00
72144,"U3 V Inv",30,0.09,3.88,2.00
72144,"U4 Ext Inv",40,0.03,5.67,2.00
72144,"U5 ST Inv",50,2.62e-03,3.42e-03,0.02
72158,"ANSI Ext Inv",30,0.12,28.20,2.00
72158,"ANSI Mod Inv",10,0.11,0.05,0.02
72158,"ANSI Very Inv",20,0.49,19.61,2.00
72160,"U1 Mod Inv",10,0.22,0.01,0.02
72160,"U2 Inv",20,0.18,5.95,2.00
72160,"U3 V Inv",30,0.09,3.88,2.00
72160,"U4 Ext Inv",40,0.03,5.67,2.00
72160,"U5 ST Inv",50,2.62e-03,3.42e-03,0.02
72178,"ANSI Ext Inv",30,0.12,28.20,2.00
72178,"ANSI Mod Inv",10,0.11,0.05,0.02
72178,"ANSI Very Inv",20,0.49,19.61,2.00
72183,"U1 Mod Inv",10,0.22,0.01,0.02
72183,"U2 Inv",20,0.18,5.95,2.00
72183,"U3 V Inv",30,0.09,3.88,2.00
72183,"U4 Ext Inv",40,0.03,5.67,2.00
72183,"U5 ST Inv",50,2.62e-03,3.42e-03,0.02
72254,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
72254,"(10) IEC Very Inv",90,0.00,13.50,1.00
72254,"(11) IEC Inv",100,0.00,0.14,0.02
72254,"(12) IEC Ext Inv",110,0.00,80.00,2.00
72254,"(13) IEC ST Inv",120,0.00,0.05,0.04
72254,"(14) IEC LT Inv",130,0.00,120.00,1.00
72254,"(2) ANSI Very Inv",20,0.49,19.61,2.00
72254,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
72254,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
72254,"(6) LT Ext Inv",50,0.25,64.07,2.00
72254,"(7) LT Very Inv",60,0.71,28.55,2.00
72254,"(8) LT Inv",70,0.18,0.08,0.02
72254,"(9) IEC Normal Inv",80,0.00,0.14,0.02
72257,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
72257,"(10) IEC Very Inv",90,0.00,13.50,1.00
72257,"(11) IEC Inv",100,0.00,0.14,0.02
72257,"(12) IEC Ext Inv",110,0.00,80.00,2.00
72257,"(13) IEC ST Inv",120,0.00,0.05,0.04
72257,"(14) IEC LT Inv",130,0.00,120.00,1.00
72257,"(2) ANSI Very Inv",20,0.49,19.61,2.00
72257,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
72257,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
72257,"(6) LT Ext Inv",50,0.25,64.07,2.00
72257,"(7) LT Very Inv",60,0.71,28.55,2.00
72257,"(8) LT Inv",70,0.18,0.08,0.02
72257,"(9) IEC Normal Inv",80,0.00,0.14,0.02
72303,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
72303,"(2) ANSI Very Inv",20,0.49,19.61,2.00
72303,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
72303,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
72303,"(6) LT Ext Inv",50,0.25,64.07,2.00
72303,"(7) LT Very Inv",60,0.71,28.55,2.00
72303,"(8) LT Inv",70,0.18,0.08,0.02
72339,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
72339,"(2) ANSI Very Inv",20,0.49,19.61,2.00
72339,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
72339,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
72339,"(6) LT Ext Inv",50,0.25,64.07,2.00
72339,"(7) LT Very Inv",60,0.71,28.55,2.00
72339,"(8) LT Inv",70,0.18,0.08,0.02
72383,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
72383,"(2) ANSI Very Inv",20,0.49,19.61,2.00
72383,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
72383,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
72383,"(6) LT Ext Inv",50,0.25,64.07,2.00
72383,"(7) LT Very Inv",60,0.71,28.55,2.00
72383,"(8) LT Inv",70,0.18,0.08,0.02
72403,"(1) ANSI Ext Inv",10,0.12,28.20,2.00
72403,"(2) ANSI Very Inv",20,0.49,19.61,2.00
72403,"(3) ANSI Normal Inv",30,0.01,8.6e-03,0.02
72403,"(4) ANSI Mod Inv",40,0.11,0.05,0.02
72403,"(6) LT Ext Inv",50,0.25,64.07,2.00
72403,"(7) LT Very Inv",60,0.71,28.55,2.00
72403,"(8) LT Inv",70,0.18,0.08,0.02
72460,"Ext Invv",30,0.00,96.00,2.00
72460,"Inv",10,0.00,0.13,0.02
72460,"V Inv",20,0.00,16.00,1.00
