"ID","Relay_ID","DeviceFunction","Ordinal","Standard","DFType","Use_SST","SST_Mfr","SST_Type","SST_Style"
9500,1,"51/50",10,0,0,0,,,
9501,1,"51G/50G",20,0,1,0,,,
9502,1,"51N/50N",30,0,1,0,,,
9503,2,"51/50",10,0,0,0,,,
9504,2,"51G/50G",20,0,1,0,,,
9505,2,"51N/50N",30,0,1,0,,,
9508,3,"51/50",10,0,0,0,,,
9509,3,"51/50 Continuou",40,0,0,0,,,
9510,3,"51G/50G",20,0,1,0,,,
9511,3,"51G/50G Continu",50,0,1,0,,,
9512,3,"51N/50N",30,0,1,0,,,
9513,3,"51N/50N Continu",60,0,1,0,,,
9514,4,"51/50",10,0,0,0,,,
9515,4,"51G/50G",20,0,1,0,,,
9516,4,"51N/50N",30,0,1,0,,,
9517,5,"51/50",10,0,0,0,,,
9518,5,"51G/50G",20,0,1,0,,,
9519,5,"51N/50N",30,0,1,0,,,
9520,6,"51/50",10,0,0,0,,,
9521,6,"51/50 Continuou",40,0,0,0,,,
9522,6,"51G/50G",20,0,1,0,,,
9523,6,"51G/50G Continu",50,0,1,0,,,
9524,6,"51N/50N",30,0,1,0,,,
9525,6,"51N/50N Continu",60,0,1,0,,,
9526,7,"51/50",10,0,0,0,,,
9527,7,"51/50 Continuou",40,0,0,0,,,
9528,7,"51G/50G",20,0,1,0,,,
9529,7,"51G/50G Continu",50,0,1,0,,,
9530,7,"51N/50N",30,0,1,0,,,
9531,7,"51N/50N Continu",60,0,1,0,,,
9541,8,"51/50",10,0,0,0,,,
9542,8,"51G/50G",20,0,1,0,,,
9543,8,"51N/50N",30,0,1,0,,,
9544,9,"51/50",10,0,0,0,,,
9545,9,"51G/50G",20,0,1,0,,,
9546,9,"51N/50N",30,0,1,0,,,
9547,10,"51/50",10,0,0,0,,,
9548,10,"51G/50G",20,0,1,0,,,
9549,10,"51N/50N",30,0,1,0,,,
9550,11,"51/50",10,0,0,0,,,
9551,11,"51G/50G",20,0,1,0,,,
9552,11,"51N/50N",30,0,1,0,,,
9553,12,"51/50",10,0,0,0,,,
9554,12,"51G/50G",20,0,1,0,,,
9555,12,"51N/50N",30,0,1,0,,,
9556,13,"51/50",10,0,0,0,,,
9557,13,"51G/50G",20,0,1,0,,,
9558,13,"51N/50N",30,0,1,0,,,
9559,14,"51/50",10,0,0,0,,,
9560,14,"51G/50G",20,0,1,0,,,
9561,14,"51N/50N",30,0,1,0,,,
9562,15,"51/50",10,0,0,0,,,
9563,15,"51G/50G",20,0,1,0,,,
9564,15,"51N/50N",30,0,1,0,,,
9565,16,"51/50",10,0,0,0,,,
9566,16,"51G/50G",20,0,1,0,,,
9567,16,"51N/50N",30,0,1,0,,,
9568,17,"51/50",10,0,0,0,,,
9569,17,"51G/50G",20,0,1,0,,,
9570,17,"51N/50N",30,0,1,0,,,
9571,18,"51/50",10,0,0,0,,,
9572,18,"51G/50G",20,0,1,0,,,
9573,18,"51N/50N",30,0,1,0,,,
9574,19,"51/50",10,0,0,0,,,
9575,19,"51G/50G",20,0,1,0,,,
9576,19,"51N/50N",30,0,1,0,,,
9577,20,"51/50",10,0,0,0,,,
9578,20,"51G/50G",20,0,1,0,,,
9579,20,"51N/50N",30,0,1,0,,,
9580,21,"51/50",10,0,0,0,,,
9581,21,"51G/50G",20,0,1,0,,,
9582,21,"51N/50N",30,0,1,0,,,
9583,22,"51/50",10,0,0,0,,,
9584,22,"51G/50G",20,0,1,0,,,
9585,22,"51N/50N",30,0,1,0,,,
9586,23,"51/50",10,0,0,0,,,
9587,23,"51G/50G",20,0,1,0,,,
9588,23,"51N/50N",30,0,1,0,,,
9589,24,"51/50",10,0,0,0,,,
9590,24,"51G/50G",20,0,1,0,,,
9591,24,"51N/50N",30,0,1,0,,,
9592,25,"51/50",10,0,0,0,,,
9593,25,"51G/50G",20,0,1,0,,,
9594,25,"51N/50N",30,0,1,0,,,
9595,26,"51/50",10,0,0,0,,,
9596,26,"51G/50G",20,0,1,0,,,
9597,26,"51N/50N",30,0,1,0,,,
9598,27,"51/50",10,0,0,0,,,
9599,27,"51G/50G",20,0,1,0,,,
9600,27,"51N/50N",30,0,1,0,,,
9601,28,"51/50",10,0,0,0,,,
9602,28,"51G/50G",20,0,1,0,,,
9603,28,"51N/50N",30,0,1,0,,,
9604,29,"51/50",10,0,0,0,,,
9605,29,"51G/50G",20,0,1,0,,,
9606,29,"51N/50N",30,0,1,0,,,
9607,30,"51/50",10,0,0,0,,,
9608,30,"51G/50G",20,0,1,0,,,
9609,30,"51N/50N",30,0,1,0,,,
9610,31,"51/50",10,0,0,0,,,
9611,31,"51G/50G",20,0,1,0,,,
9612,31,"51N/50N",30,0,1,0,,,
9613,32,"51/50",10,0,0,0,,,
9614,32,"51G/50G",20,0,1,0,,,
9615,32,"51N/50N",30,0,1,0,,,
9616,33,"51/50",10,0,0,0,,,
9617,33,"51G/50G",20,0,1,0,,,
9618,33,"51N/50N",30,0,1,0,,,
9619,34,"51/50",10,0,0,0,,,
9620,34,"51G/50G",20,0,1,0,,,
9621,34,"51N/50N",30,0,1,0,,,
9622,35,"51/50",10,0,0,0,,,
9623,35,"51G/50G",20,0,1,0,,,
9624,35,"51N/50N",30,0,1,0,,,
9625,35,"67",40,0,0,0,,,
9626,35,"67G",50,0,1,0,,,
9627,35,"67N",60,0,1,0,,,
9637,36,"37",30,0,3,0,,,
9638,36,"50 Jam",20,0,0,0,,,
9639,36,"50N Run",50,0,1,0,,,
9640,36,"50N Start",40,0,1,0,,,
9641,36,"51/50",10,0,0,0,,,
8411,37,"50G",40,0,1,0,,,
8412,37,"50N",20,0,1,0,,,
8413,37,"51/50 MJ",10,0,0,0,,,
8414,37,"51/50 SC",30,0,0,0,,,
8415,38,"49/50 MJ",10,0,0,0,,,
8416,38,"49/50 SC",20,0,0,0,,,
8417,38,"50G",30,0,1,0,,,
8418,38,"50G(2000:1)",40,0,1,0,,,
8419,39,"50G(2000:1)",40,0,1,0,,,
8420,39,"50N",30,0,1,0,,,
8421,39,"51/50 MJ",20,0,0,0,,,
8422,39,"51/50 SC",10,0,0,0,,,
8423,40,"49/50 MJ",20,0,0,0,,,
8424,40,"49/50 SC",30,0,0,0,,,
8425,40,"50G",50,0,1,0,,,
8426,40,"50G(2000:1)",40,0,1,0,,,
8427,40,"51/50",10,0,0,0,,,
8428,40,"51G/50G",60,0,1,0,,,
8429,40,"51G/50G(2000:1)",70,0,1,0,,,
8430,41,"50G",30,0,1,0,,,
8431,41,"50G(2000:1)",40,0,1,0,,,
8432,41,"51/50 MJ",20,0,0,0,,,
8433,41,"51/50 SC",10,0,0,0,,,
8434,42,"50G(2000:1)",40,0,1,0,,,
8435,42,"50N",30,0,1,0,,,
8436,42,"51/50 MJ",20,0,0,0,,,
8437,42,"51/50 SC",10,0,0,0,,,
8450,43,"51/50 IAC",20,0,0,0,,,
8451,43,"51/50 IEC",30,1,0,0,,,
8452,43,"51/50 IEEE",10,0,0,0,,,
8453,43,"51N/50N IAC",50,0,1,0,,,
8454,43,"51N/50N IEC",60,1,1,0,,,
8455,43,"51N/50N IEEE",40,0,1,0,,,
8456,43,"51Q/50Q IAC",80,0,3,0,,,
8457,43,"51Q/50Q IEC",90,1,3,0,,,
8458,43,"51Q/50Q IEEE",70,0,3,0,,,
8492,44,"51/50 ANSI",10,0,0,0,,,
8493,44,"51/50 IAC",20,0,0,0,,,
8494,44,"51/50 IEC",30,1,0,0,,,
8495,44,"51G/50G-DT",80,0,1,0,,,
8496,44,"51G/50GS",70,0,1,0,,,
8497,44,"51N/50N ANSI",40,0,1,0,,,
8498,44,"51N/50N IAC",50,0,1,0,,,
8499,44,"51N/50N IEC",60,1,1,0,,,
8500,45,"51/50 ANSI",10,0,0,0,,,
8501,45,"51/50 IAC",30,0,0,0,,,
8502,45,"51/50 IEC",50,1,0,0,,,
8503,45,"51G/50G-DT",80,0,1,0,,,
8504,45,"51G/50GS",70,0,1,0,,,
8505,45,"51N/50N  IAC",40,0,1,0,,,
8506,45,"51N/50N ANSI",20,0,1,0,,,
8507,45,"51N/50N IEC",60,1,1,0,,,
8508,46,"46",40,0,3,0,,,
8509,46,"46 IEC",80,1,3,0,,,
8510,46,"51",20,0,0,0,,,
8511,46,"51 IEC",60,1,0,0,,,
8512,46,"51/50",10,0,0,0,,,
8513,46,"51/50 IEC",50,1,0,0,,,
8514,46,"51/50/50",120,0,0,0,,,
8515,46,"51/50/50 DT",130,0,0,0,,,
8516,46,"51DT/50",90,0,0,0,,,
8517,46,"51G/50G",110,0,1,0,,,
8518,46,"51G/50G/50G",150,0,1,0,,,
8519,46,"51N",30,0,1,0,,,
8520,46,"51N IEC",70,1,1,0,,,
8521,46,"51N/50N",100,0,1,0,,,
8522,46,"51N/50N/50N",140,0,1,0,,,
8523,47,"46",30,0,3,0,,,
8524,47,"46 IEC",70,1,3,0,,,
8525,47,"50SG",80,0,1,0,,,
8526,47,"51 IEC",50,1,0,0,,,
8527,47,"51/50",10,0,0,0,,,
8528,47,"51/50 DT",90,0,0,0,,,
8529,47,"51/50 IEC",40,1,0,0,,,
9992,47,"51/50/50",170,0,0,0,,,
9994,47,"51/50/50 DT",190,2,0,0,,,
9995,47,"51/50/50 IEC",200,1,0,0,,,
9993,47,"51/50/50N",180,2,1,0,,,
9996,47,"51/50/50N IEC",210,1,1,0,,,
8530,47,"51G/50G",100,0,1,0,,,
8531,47,"51G/50G IEC",160,0,1,0,,,
8532,47,"51GS/50GS",130,0,1,0,,,
8533,47,"51GS/50GS IEC",140,1,1,0,,,
8534,47,"51N IEC",60,1,1,0,,,
8535,47,"51N/50N",20,0,1,0,,,
8536,47,"51N/50N IEC",150,1,1,0,,,
8537,47,"67",110,0,3,0,,,
8538,47,"67N",120,0,3,0,,,
8539,48,"46",40,0,3,0,,,
8540,48,"46 IEC",80,1,3,0,,,
8541,48,"50SG",90,0,1,0,,,
8542,48,"51 IEC",60,1,0,0,,,
8543,48,"51/50",10,0,0,0,,,
8544,48,"51/50 DT",100,0,0,0,,,
8545,48,"51/50 IEC",50,1,0,0,,,
9987,48,"51/50/50",150,0,0,0,,,
9989,48,"51/50/50 DT",170,2,0,0,,,
9990,48,"51/50/50 IEC",180,1,0,0,,,
9988,48,"51/50/50N",160,2,1,0,,,
9991,48,"51/50/50N IEC",190,1,1,0,,,
8546,48,"51G",110,0,1,0,,,
8547,48,"51GS/50GS",120,0,1,0,,,
8548,48,"51GS/50GS IEC",130,1,1,0,,,
8549,48,"51N",30,0,1,0,,,
8550,48,"51N IEC",70,1,1,0,,,
8551,48,"51N/50N",20,0,1,0,,,
8552,48,"67",140,0,3,0,,,
6835,49,"51/50",10,0,0,0,,,
6836,49,"51G/50G",20,0,1,0,,,
6837,49,"51N/50N",30,0,1,0,,,
6839,50,"51/50",10,0,0,0,,,
6840,50,"51G/50G",20,0,1,0,,,
6841,50,"51N/50N",30,0,1,0,,,
6848,51,"51/50",10,0,0,0,,,
6849,51,"51G/50G",20,0,1,0,,,
6850,51,"51N/50N",30,0,1,0,,,
6857,52,"51",20,0,0,0,,,
6858,52,"51/50",10,0,0,0,,,
6859,52,"51G/50G",40,0,1,0,,,
6860,52,"51N",30,0,1,0,,,
6861,52,"51N/50N",50,0,1,0,,,
11485,53,"67",40,0,0,0,,,
6891,54,"46",40,0,3,0,,,
6892,54,"51",20,0,0,0,,,
6893,54,"51/50",10,0,0,0,,,
6894,54,"51G/50G",50,0,1,0,,,
6895,54,"51N",30,0,1,0,,,
6896,54,"51N/50N",60,0,1,0,,,
6900,55,"46",40,0,3,0,,,
6901,55,"51",20,0,0,0,,,
6902,55,"51/50",10,0,0,0,,,
6903,55,"51G/50G",50,0,1,0,,,
6904,55,"51N",30,0,1,0,,,
6905,55,"51N/50N",60,0,1,0,,,
6906,55,"51V",70,0,0,0,,,
6907,55,"67",80,0,3,0,,,
8725,56,"51",150,0,0,0,,,
8726,56,"51 IEC",160,1,0,0,,,
8727,56,"51/50",10,0,0,0,,,
8728,56,"51/50 IEC",30,1,0,0,,,
12661,56,"51/50/50",20,0,0,0,,,
12662,56,"51/50/50 IEC",40,0,0,0,,,
12663,56,"51/50/50 N",100,0,1,0,,,
12665,56,"51/50/50G",60,0,1,0,,,
12666,56,"51/50/50G IEC",80,0,1,0,,,
12664,56,"51/50/50N IEC",120,0,1,0,,,
8729,56,"51G/50G",50,0,1,0,,,
8730,56,"51G/50G IEC",70,1,1,0,,,
8731,56,"51GS/50GS",130,0,1,0,,,
8732,56,"51GS/50GS IEC",140,1,1,0,,,
8733,56,"51N",170,0,1,0,,,
8734,56,"51N IEC",180,1,1,0,,,
8735,56,"51N/50N",90,0,1,0,,,
8736,56,"51N/50N IEC",110,1,1,0,,,
8737,56,"67",190,0,0,0,,,
8738,56,"67 IEC",210,1,0,0,,,
8739,56,"67N",200,0,1,0,,,
8740,56,"67N IEC",220,1,1,0,,,
8834,57,"51 IEC",70,1,0,0,,,
8835,57,"51/50 DT",110,2,0,0,,,
8836,57,"51/50 IEC",60,1,0,0,,,
8837,57,"51/50 IEEE",10,0,0,0,,,
8838,57,"51G/50G DT",120,2,0,0,,,
8839,57,"51G/50G IEC",90,1,1,0,,,
8840,57,"51G/50G IEEE",40,0,1,0,,,
8841,57,"51IEEE",20,0,0,0,,,
8842,57,"51N IEC",80,1,1,0,,,
8843,57,"51N IEEE",30,0,1,0,,,
8844,57,"51N/50N DT",130,2,0,0,,,
8845,57,"51N/50N IEC",100,1,1,0,,,
8846,57,"51N/50N IEEE",50,0,1,0,,,
8674,58,"46",40,0,3,0,,,
8675,58,"50C",30,0,0,0,,,
8676,58,"50H",20,0,0,0,,,
8677,58,"50NH",60,0,1,0,,,
8678,58,"51/50",10,0,0,0,,,
8679,58,"51G/50G",70,0,1,0,,,
8680,58,"51N/50N",50,0,1,0,,,
8685,59,"46 (I^2T)",10,0,3,0,,,
8686,59,"46 DT",20,0,3,0,,,
8687,59,"50",30,0,0,0,,,
8688,59,"50G",50,0,1,0,,,
8689,59,"50N",40,0,1,0,,,
8690,59,"50Q",60,0,3,0,,,
8691,59,"51C/50 IEEE",120,0,0,0,,,
8692,59,"51G/50G IEC",100,1,1,0,,,
8693,59,"51G/50G IEEE",90,0,1,0,,,
8694,59,"51N/50N IEC",80,1,1,0,,,
8695,59,"51N/50N IEEE",70,0,1,0,,,
8696,59,"51V/50 IEEE",110,0,0,0,,,
11425,60,"51/50 DT",30,0,0,0,,,
8709,60,"51/50 IEC",20,1,0,0,,,
8710,60,"51/50 IEEE",10,0,0,0,,,
8711,60,"51/50G IEC",50,1,1,0,,,
8712,60,"51/50G IEEE",40,0,1,0,,,
8713,60,"51Q/50Q IEC",70,0,1,0,,,
8714,60,"51Q/50Q IEEE",60,0,1,0,,,
11429,60,"67 DT",100,0,0,0,,,
8715,60,"67 IEC",90,0,0,0,,,
8716,60,"67 IEEE",80,0,0,0,,,
8717,61,"50N",70,0,1,0,,,
8718,61,"51N/50N IEC",60,1,1,0,,,
8719,61,"51N/50N IEEE",50,0,1,0,,,
8720,61,"51P IEC",20,1,0,0,,,
8721,61,"51P IEEE",10,0,0,0,,,
8722,61,"51Q/50Q IEC",40,1,3,0,,,
8723,61,"51Q/50Q IEEE",30,0,3,0,,,
8724,61,"67N",80,0,3,0,,,
8779,62,"51N/50N IEC",60,1,1,0,,,
8780,62,"51N/50N IEEE",50,0,1,0,,,
8781,62,"51P/50P IEC",20,1,0,0,,,
8782,62,"51P/50P IEEE",10,0,0,0,,,
8783,62,"51Q/50Q IEC",40,1,3,0,,,
8784,62,"51Q/50Q IEEE",30,0,3,0,,,
8857,63,"50/50",70,0,0,0,,,
8858,63,"51/50 IEC",20,1,0,0,,,
8859,63,"51/50 IEEE",10,0,0,0,,,
8860,63,"51/50N IEC",40,1,1,0,,,
8861,63,"51/50N IEEE",30,0,1,0,,,
8862,63,"51/50Q IEC",60,1,3,0,,,
8863,63,"51/50Q IEEE",50,0,3,0,,,
8873,64,"50",10,2,0,0,,,
8874,64,"50N",70,2,1,0,,,
8875,64,"50Q",40,0,3,0,,,
8876,64,"51/50 IEC",30,1,0,0,,,
8877,64,"51/50 IEEE",20,0,0,0,,,
8878,64,"51/50/50 IEC",110,1,0,0,,,
8879,64,"51/50/50 IEEE",100,0,0,0,,,
8880,64,"51/50N/50N IEC",130,1,1,0,,,
8881,64,"51N/50N IEC",90,1,1,0,,,
8882,64,"51N/50N IEEE",80,0,1,0,,,
8883,64,"51N/50N/50N IEE",120,0,1,0,,,
8884,64,"51Q IEC",60,1,3,0,,,
8885,64,"51Q IEEE",50,0,3,0,,,
8935,65,"49",10,0,0,0,,,
8936,65,"49 Sec Amps",70,0,0,0,,,
8937,65,"49/50",80,0,0,0,,,
8938,65,"50",60,0,0,0,,,
8939,65,"50 Jam",50,0,0,0,,,
8940,65,"50G",20,0,1,0,,,
8941,65,"50N",30,0,1,0,,,
8942,65,"50Q",40,0,3,0,,,
4181,66,"51/50/50 LSI",10,0,0,0,,,
4182,66,"51G/50G/50G",20,0,1,0,,,
4168,67,"51/50/50 ANSI",10,0,0,0,,,
4170,67,"51/50/50 I^xT",30,2,0,0,,,
4169,67,"51/50/50 IEC",20,1,0,0,,,
4171,67,"51N/50N/50N",40,0,1,0,,,
4172,67,"51N/50N/50N IEC",50,1,1,0,,,
4173,67,"51N/50N/50N IxT",60,2,1,0,,,
7183,68,"51/50/50",10,2,0,0,,,
7184,68,"51/50/50 Flat",30,2,0,0,,,
7185,68,"51/50/50 I^xT",20,2,0,0,,,
7186,68,"51N/50N/50N",40,2,1,0,,,
7187,68,"51N/50N/50N IxT",50,2,1,0,,,
7188,68,"51N/50N/50NFlat",60,2,1,0,,,
7191,69,"37",30,0,3,0,,,
7192,69,"50 Jam",20,0,0,0,,,
7193,69,"50N Run",50,0,1,0,,,
7194,69,"50N Start",40,0,1,0,,,
7195,69,"51/50",10,0,0,0,,,
7196,70,"50 Jam",20,0,0,0,,,
7197,70,"50G",50,0,1,0,,,
7198,70,"50N Run",40,0,1,0,,,
7199,70,"50N Start",30,0,1,0,,,
7200,70,"51/50",10,0,0,0,,,
5931,71,"49",10,0,0,0,,,
5934,72,"49",10,0,0,0,,,
11516,73,"46",50,0,0,0,,,
6940,73,"51/50",10,0,0,0,,,
6941,73,"51/50N",20,0,1,0,,,
6942,73,"51G/50G",30,0,1,0,,,
6943,73,"51N/50N",40,0,1,0,,,
6612,74,"51/50",10,0,0,0,,,
6613,74,"51/50(EI10xDT)",30,0,0,0,,,
6614,74,"51/50(EI20xDT)",20,0,0,0,,,
6615,74,"51G/50G",40,0,1,0,,,
6616,74,"51N/50N",50,0,1,0,,,
6634,75,"51/50",10,2,0,0,,,
6635,75,"51/50/50 HI DT",20,2,0,0,,,
6636,75,"51N/50/50 HI DT",40,2,1,0,,,
6637,75,"51N/50N",30,2,1,0,,,
6638,75,"51Q/50/50 HI DT",60,2,3,0,,,
6639,75,"51Q/50Q",50,2,3,0,,,
6646,76,"51/50/50",10,1,0,0,,,
6647,76,"51/50/50 HI DT",20,1,0,0,,,
6648,76,"51N/50N/50N",30,1,1,0,,,
6649,76,"51N/50N/50N DT",40,1,1,0,,,
6650,77,"51/50/50",10,1,0,0,,,
6651,77,"51/50/50 HI DT",20,1,0,0,,,
6652,77,"51N/50N/50N",30,1,1,0,,,
6653,77,"51N/50N/50N DT",40,1,1,0,,,
7315,78,"49",50,0,0,0,,,
7316,78,"50G",30,0,1,0,,,
7317,78,"50G(2000:1)",40,0,1,0,,,
7318,78,"51/50 MJ",20,0,0,0,,,
7319,78,"51/50 SC",10,0,0,0,,,
12645,79,"50G",50,0,1,0,,,
7320,79,"50G(2000:1)",40,0,1,0,,,
7321,79,"50N",30,0,1,0,,,
7322,79,"51/50 MJ",20,0,0,0,,,
7323,79,"51/50 SC",10,0,0,0,,,
7334,80,"51/50",10,0,0,0,,,
7335,80,"51G/50G",20,0,1,0,,,
7336,80,"51N/50N",30,0,1,0,,,
7402,81,"50",10,0,0,0,,,
7403,81,"50G",20,0,1,0,,,
7404,81,"50N",30,0,1,0,,,
7409,82,"51/50 DT",50,2,0,0,,,
7410,82,"51/50 I^2 T",40,2,0,0,,,
7411,82,"51/50 IAC",30,0,0,0,,,
7412,82,"51/50 IEC",20,1,0,0,,,
7413,82,"51/50 IEEE",10,0,0,0,,,
7414,82,"51G/50G DT",150,2,1,0,,,
7415,82,"51G/50G I^2 T",140,2,1,0,,,
7416,82,"51G/50G IAC",130,1,1,0,,,
7417,82,"51G/50G IEC",120,1,1,0,,,
7418,82,"51G/50G IEEE",110,0,1,0,,,
7419,82,"51N/50N DT",100,2,1,0,,,
7420,82,"51N/50N I^2 T",90,2,1,0,,,
7421,82,"51N/50N IAC",80,0,1,0,,,
7422,82,"51N/50N IEC",70,1,1,0,,,
7423,82,"51N/50N IEEE",60,0,1,0,,,
7424,83,"51/50 DT",50,2,0,0,,,
7425,83,"51/50 I^2 T",40,2,0,0,,,
7426,83,"51/50 IAC",30,0,0,0,,,
7427,83,"51/50 IEC",20,1,0,0,,,
7428,83,"51/50 IEEE",10,0,0,0,,,
11129,83,"51/50/50 DT",200,2,0,0,,,
11139,83,"51/50/50 G DT",300,2,1,0,,,
11138,83,"51/50/50 G I^2T",290,2,1,0,,,
11137,83,"51/50/50 G IAC",280,0,1,0,,,
11136,83,"51/50/50 G IEC",270,1,1,0,,,
11135,83,"51/50/50 G IEEE",260,0,1,0,,,
11128,83,"51/50/50 I^2T",190,2,0,0,,,
11127,83,"51/50/50 IAC",180,0,0,0,,,
11126,83,"51/50/50 IEC",170,1,0,0,,,
11125,83,"51/50/50 IEEE",160,0,0,0,,,
11134,83,"51/50/50 N DT",250,2,1,0,,,
11133,83,"51/50/50 N I^2T",240,2,1,0,,,
11132,83,"51/50/50 N IAC",230,0,1,0,,,
11131,83,"51/50/50 N IEC",220,1,1,0,,,
11130,83,"51/50/50 N IEEE",210,0,1,0,,,
7429,83,"51G/50G DT",150,2,1,0,,,
7430,83,"51G/50G I^2 T",140,2,1,0,"","",""
7431,83,"51G/50G IAC",130,0,1,0,"","",""
7432,83,"51G/50G IEC",120,1,1,0,,,
7433,83,"51G/50G IEEE",110,0,1,0,,,
7434,83,"51N/50N DT",100,2,1,0,,,
7435,83,"51N/50N I^2 T",90,2,1,0,,,
7436,83,"51N/50N IAC",80,0,1,0,,,
7437,83,"51N/50N IEC",70,1,1,0,,,
7438,83,"51N/50N IEEE",60,0,1,0,,,
7442,84,"46",70,0,3,0,,,
7443,84,"51/50 HI",10,0,0,0,,,
7444,84,"51/50 LO",20,0,0,0,,,
7445,84,"51DT LO/HI",30,0,0,0,,,
7446,84,"51N/50N HI",40,0,1,0,,,
7447,84,"51N/50N LO",50,0,1,0,,,
7448,84,"51NDT LO/HI",60,0,1,0,,,
7449,85,"51GN",30,0,1,0,,,
7450,85,"51V",10,0,0,0,,,
7451,85,"81U",20,0,3,0,,,
7452,86,"51/50 DT",50,2,0,0,,,
7453,86,"51/50 I^2T",40,2,0,0,,,
7454,86,"51/50 IAC",10,0,0,0,,,
7455,86,"51/50 IEC",20,1,0,0,,,
7456,86,"51/50 IEEE",30,0,0,0,,,
12552,86,"51/50G DT",100,2,1,0,,,
12551,86,"51/50G I^2T",90,2,1,0,,,
12548,86,"51/50G IAC",60,0,1,0,,,
12549,86,"51/50G IEC",70,1,1,0,,,
12550,86,"51/50G IEEE",80,0,1,0,,,
7457,87,"51/50 DT",50,2,0,0,,,
7458,87,"51/50 I^2T",40,2,0,0,,,
7459,87,"51/50 IAC",10,0,0,0,,,
7460,87,"51/50 IEC",20,1,0,0,,,
7461,87,"51/50 IEEE",30,0,0,0,,,
7462,88,"51/50",10,0,0,0,,,
7463,88,"51/50 DT",20,2,0,0,,,
7464,88,"51G/50G",30,0,1,0,,,
7465,88,"51N/50N",40,0,1,0,,,
7466,89,"51/50 DT",50,2,0,0,,,
7467,89,"51/50 I^2T",40,2,0,0,,,
7468,89,"51/50 IAC",10,0,0,0,,,
7469,89,"51/50 IEC",20,1,0,0,,,
7470,89,"51/50 IEEE",30,0,0,0,,,
7471,90,"51/50 DT",10,0,0,0,,,
7472,90,"51/50 I^2 T",50,0,0,0,,,
7473,90,"51/50 IAC",40,0,0,0,,,
7474,90,"51/50 IEC",30,1,0,0,,,
7475,90,"51/50 IEEE",20,0,0,0,,,
7476,90,"51/50 Recloser",60,0,0,0,,,
7477,90,"51G/50G IEC",140,1,1,0,,,
7478,90,"51G/50G IEEE",130,0,1,0,,,
7479,90,"51N/50N DT",70,0,1,0,,,
7480,90,"51N/50N I^2 T",110,0,1,0,,,
7481,90,"51N/50N IAC",100,0,1,0,,,
7482,90,"51N/50N IEC",90,1,1,0,,,
7483,90,"51N/50N IEEE",80,0,1,0,,,
7484,90,"51N/50N Reclose",120,0,1,0,,,
7485,91,"51/50 DT",10,0,0,0,,,
7486,91,"51/50 I^2 T",50,0,0,0,,,
7487,91,"51/50 IAC",40,0,0,0,,,
7488,91,"51/50 IEC",30,1,0,0,,,
7489,91,"51/50 IEEE",20,0,0,0,,,
7490,91,"51/50 Recloser",60,0,0,0,,,
7491,91,"51G/50G DT",130,0,1,0,,,
7492,91,"51G/50G IEEE",140,0,1,0,,,
7493,91,"51N/50N DT",70,0,1,0,,,
7494,91,"51N/50N I^2 T",110,0,1,0,,,
7495,91,"51N/50N IAC",100,0,1,0,,,
7496,91,"51N/50N IEC",90,1,1,0,,,
7497,91,"51N/50N IEEE",80,0,1,0,,,
7498,91,"51N/50N Reclose",120,0,1,0,,,
7499,92,"51/50 ANSI",40,0,0,0,,,
7500,92,"51/50 I^2 T",50,0,0,0,,,
7501,92,"51/50 IAC",30,0,0,0,,,
7502,92,"51/50 IEC",20,1,0,0,,,
7503,92,"51/50 IEEE",10,0,0,0,,,
7504,92,"51G/50G ANSI",130,0,1,0,,,
7505,92,"51G/50G IEC",120,1,1,0,,,
7506,92,"51G/50G IEEE",110,0,1,0,,,
7507,92,"51N/50N ANSI",90,0,1,0,,,
7508,92,"51N/50N I^2 T",100,0,1,0,,,
7509,92,"51N/50N IAC",80,0,1,0,,,
7510,92,"51N/50N IEC",70,1,1,0,,,
7511,92,"51N/50N IEEE",60,0,1,0,,,
7512,92,"51SG/50SG I^2 T",170,0,1,0,,,
7513,92,"51SG/50SG IAC",160,0,1,0,,,
7514,92,"51SG/50SG IEC",150,1,1,0,,,
7515,92,"51SG/50SG IEEE",140,0,1,0,,,
7531,93,"51/50 DT",60,0,0,0,,,
7532,93,"51/50 I^2 T",40,0,0,0,,,
7533,93,"51/50 IAC",30,0,0,0,,,
7534,93,"51/50 IEC",20,1,0,0,,,
7535,93,"51/50 IEEE",10,0,0,0,,,
7536,93,"51/50 Recloser",50,0,0,0,,,
7537,93,"51G/50G DT",160,2,0,0,,,
7538,93,"51G/50G I^2 T",150,2,0,0,,,
7539,93,"51G/50G IAC",140,0,0,0,,,
7540,93,"51G/50G IEC",130,1,0,0,,,
7541,93,"51G/50G IEEE",120,0,0,0,,,
7542,93,"51N/50N DT",110,0,1,0,,,
7543,93,"51N/50N I^2 T",100,0,1,0,,,
7544,93,"51N/50N IAC",90,0,1,0,,,
7545,93,"51N/50N IEC",80,1,1,0,,,
7546,93,"51N/50N IEEE",70,0,1,0,,,
7547,94,"51/50",10,0,0,0,,,
7548,94,"51G/50G",20,0,1,0,,,
7549,94,"51N/50N",30,0,1,0,,,
7550,95,"51/50",10,0,0,0,,,
7551,95,"51G/50G",20,0,1,0,,,
7552,95,"51N/50N",30,0,1,0,,,
7553,96,"50",10,0,0,0,,,
7554,96,"50G",30,0,1,0,,,
7555,96,"50GS",40,0,1,0,,,
7556,96,"50N",20,0,1,0,,,
