"ID","Section_ID","CurveName","TCCNumber","Ordinal","Discrete","StepSize","HorzAmps"
2398,1061,"15A","",4,1,0.10,0
2399,1061,"15B","",3,1,0.10,0
2400,1061,"15C","",2,1,0.10,0
2401,1061,"15D","",1,1,0.10,0
2402,1061,"16","",5,1,0.10,0
2403,1061,"17","",6,1,0.10,0
2404,1061,"18","",7,1,0.10,0
2405,1061,"19","",8,1,0.10,0
2406,1062,"Inverse Series 1-2","",1,1,0.10,0
2407,1062,"Inverse Series 1-3","",2,1,0.10,0
2408,1062,"Inverse Series 2","",3,1,0.10,0
2409,1062,"Inverse Series 3","",4,1,0.10,0
2410,1063,"Inverse Series 1-2","",1,1,0.10,0
2411,1063,"Inverse Series 1-3","",2,1,0.10,0
2412,1063,"Inverse Series 2","",3,1,0.10,0
2413,1063,"Inverse Series 3","",4,1,0.10,0
2414,1064,"Inverse Series 1-2","",1,1,0.10,0
2415,1064,"Inverse Series 1-3","",2,1,0.10,0
2416,1064,"Inverse Series 2","",3,1,0.10,0
2417,1064,"Inverse Series 3","",4,1,0.10,0
2418,1065,"Inverse Series 1-2","",1,1,0.10,0
2419,1065,"Inverse Series 1-3","",2,1,0.10,0
2420,1065,"Inverse Series 2","",3,1,0.10,0
2421,1065,"Inverse Series 3","",4,1,0.10,0
2422,1066,"Inverse Series 1-2","",1,1,0.10,0
2423,1066,"Inverse Series 1-3","",2,1,0.10,0
2424,1066,"Inverse Series 2","",3,1,0.10,0
2425,1066,"Inverse Series 3","",4,1,0.10,0
2426,1067,"Inverse Parallel 1-2","",1,1,0.10,0
2427,1067,"Inverse Parallel 1-3","",2,1,0.10,0
2428,1067,"Inverse Parallel 2","",3,1,0.10,0
2429,1067,"Inverse Parallel 3","",4,1,0.10,0
2430,1068,"Inverse Parallel 1-2","",1,1,0.10,0
2431,1068,"Inverse Parallel 1-3","",2,1,0.10,0
2432,1068,"Inverse Parallel 2","",3,1,0.10,0
2433,1068,"Inverse Parallel 3","",4,1,0.10,0
2434,1069,"Inverse Parallel 1-2","",1,1,0.10,0
2435,1069,"Inverse Parallel 1-3","",2,1,0.10,0
2436,1069,"Inverse Parallel 2","",3,1,0.10,0
2437,1069,"Inverse Parallel 3","",4,1,0.10,0
2438,1070,"Inverse Series 1-2","",1,1,0.10,0
2439,1070,"Inverse Series 1-3","",2,1,0.10,0
2440,1070,"Inverse Series 2","",3,1,0.10,0
2441,1070,"Inverse Series 3","",4,1,0.10,0
2442,1071,"DT 5-7","",1,1,0.10,0
2443,1071,"DT 5-8","",2,1,0.10,0
2444,1071,"DT 5-9","",3,1,0.10,0
2445,1071,"DT 7","",4,1,0.10,0
2446,1071,"DT 8","",5,1,0.10,0
2447,1071,"DT 9","",6,1,0.10,0
2448,1072,"Inv. Mod. Fast 1-2","",1,1,0.10,0
2449,1072,"Inv. Mod. Fast 1-3","",2,1,0.10,0
2450,1073,"1 Charged","",2,1,0.10,0
2451,1073,"1 Discharged","",1,1,0.10,0
2452,1073,"2 Charged","",4,1,0.10,0
2453,1073,"2 Discharged","",3,1,0.10,0
2454,1073,"3 Charged","",6,1,0.10,0
2455,1073,"3 Discharged","",5,1,0.10,0
2456,1073,"4 Charged","",8,1,0.10,0
2457,1073,"4 Discharged","",7,1,0.10,0
2458,1073,"5 Charged","",10,1,0.10,0
2459,1073,"5 Discharged","",9,1,0.10,0
2460,1073,"6 Charged","",12,1,0.10,0
2461,1073,"6 Discharged","",11,1,0.10,0
2462,1073,"7 Charged","",14,1,0.10,0
2463,1073,"7 Discharged","",13,1,0.10,0
2464,1073,"8 Charged","",16,1,0.10,0
2465,1073,"8 Discharged","",15,1,0.10,0
2466,1073,"9 Charged","",18,1,0.10,0
2467,1073,"9 Discharged","",17,1,0.10,0
2468,1074,"A100","",5,1,0.10,0
2469,1074,"A140","",6,1,0.10,0
2470,1074,"A160","",7,1,0.10,0
2471,1074,"A185","",8,1,0.10,0
2472,1074,"A225","",9,1,0.10,0
2473,1074,"A25","",1,1,0.10,0
2474,1074,"A280","",10,1,0.10,0
2475,1074,"A35","",2,1,0.10,0
2476,1074,"A400","",11,1,0.10,0
2477,1074,"A400X","",12,1,0.10,0
2478,1074,"A50","",3,1,0.10,0
2479,1074,"A70","",4,1,0.10,0
2480,1074,"B100","",17,1,0.10,0
2481,1074,"B140","",18,1,0.10,0
2482,1074,"B160","",19,1,0.10,0
2483,1074,"B185","",20,1,0.10,0
2484,1074,"B225","",21,1,0.10,0
2485,1074,"B25","",13,1,0.10,0
2486,1074,"B280","",22,1,0.10,0
2487,1074,"B35","",14,1,0.10,0
2488,1074,"B400","",23,1,0.10,0
2489,1074,"B400X","",24,1,0.10,0
2490,1074,"B50","",15,1,0.10,0
2491,1074,"B70","",16,1,0.10,0
2492,1074,"C100","",29,1,0.10,0
2493,1074,"C140","",30,1,0.10,0
2494,1074,"C160","",31,1,0.10,0
2495,1074,"C185","",32,1,0.10,0
2496,1074,"C225","",33,1,0.10,0
2497,1074,"C25","",25,1,0.10,0
2498,1074,"C280","",34,1,0.10,0
2499,1074,"C35","",26,1,0.10,0
2500,1074,"C400","",35,1,0.10,0
2501,1074,"C400X","",36,1,0.10,0
2502,1074,"C50","",27,1,0.10,0
2503,1074,"C70","",28,1,0.10,0
2504,1074,"D100","",41,1,0.10,0
2505,1074,"D140","",42,1,0.10,0
2506,1074,"D160","",43,1,0.10,0
2507,1074,"D185","",44,1,0.10,0
2508,1074,"D225","",45,1,0.10,0
2509,1074,"D25","",37,1,0.10,0
2510,1074,"D280","",46,1,0.10,0
2511,1074,"D35","",38,1,0.10,0
2512,1074,"D400","",47,1,0.10,0
2513,1074,"D400X","",48,1,0.10,0
2514,1074,"D50","",39,1,0.10,0
2515,1074,"D70","",40,1,0.10,0
2516,1074,"E100","",53,1,0.10,0
2517,1074,"E140","",54,1,0.10,0
2518,1074,"E160","",55,1,0.10,0
2519,1074,"E185","",56,1,0.10,0
2520,1074,"E225","",57,1,0.10,0
2521,1074,"E25","",49,1,0.10,0
2522,1074,"E280","",58,1,0.10,0
2523,1074,"E35","",50,1,0.10,0
2524,1074,"E400","",59,1,0.10,0
2525,1074,"E400X","",60,1,0.10,0
2526,1074,"E50","",51,1,0.10,0
2527,1074,"E70","",52,1,0.10,0
2528,1075,"15A","",4,1,0.10,0
2529,1075,"15B","",3,1,0.10,0
2530,1075,"15C","",2,1,0.10,0
2531,1075,"15D","",1,1,0.10,0
2532,1075,"16","",5,1,0.10,0
2533,1075,"17","",6,1,0.10,0
2534,1075,"18","",7,1,0.10,0
2535,1075,"19","",8,1,0.10,0
2536,1076,"Inverse Series 1-2","",1,1,0.10,0
2537,1076,"Inverse Series 1-3","",2,1,0.10,0
2538,1076,"Inverse Series 2","",3,1,0.10,0
2539,1076,"Inverse Series 3","",4,1,0.10,0
2540,1077,"Inverse Series 1-2","",1,1,0.10,0
2541,1077,"Inverse Series 1-3","",2,1,0.10,0
2542,1077,"Inverse Series 2","",3,1,0.10,0
2543,1077,"Inverse Series 3","",4,1,0.10,0
2544,1078,"Inverse Series 1-2","",1,1,0.10,0
2545,1078,"Inverse Series 1-3","",2,1,0.10,0
2546,1078,"Inverse Series 2","",3,1,0.10,0
2547,1078,"Inverse Series 3","",4,1,0.10,0
2548,1079,"Inverse Series 1-2","",1,1,0.10,0
2549,1079,"Inverse Series 1-3","",2,1,0.10,0
2550,1079,"Inverse Series 2","",3,1,0.10,0
2551,1079,"Inverse Series 3","",4,1,0.10,0
2552,1080,"Inverse Series 1-2","",1,1,0.10,0
2553,1080,"Inverse Series 1-3","",2,1,0.10,0
2554,1080,"Inverse Series 2","",3,1,0.10,0
2555,1080,"Inverse Series 3","",4,1,0.10,0
2556,1081,"Inverse Parallel 1-2","",1,1,0.10,0
2557,1081,"Inverse Parallel 1-3","",2,1,0.10,0
2558,1081,"Inverse Parallel 2","",3,1,0.10,0
2559,1081,"Inverse Parallel 3","",4,1,0.10,0
2560,1082,"Inverse Parallel 1-2","",1,1,0.10,0
2561,1082,"Inverse Parallel 1-3","",2,1,0.10,0
2562,1082,"Inverse Parallel 2","",3,1,0.10,0
2563,1082,"Inverse Parallel 3","",4,1,0.10,0
2564,1083,"Inverse Parallel 1-2","",1,1,0.10,0
2565,1083,"Inverse Parallel 1-3","",2,1,0.10,0
2566,1083,"Inverse Parallel 2","",3,1,0.10,0
2567,1083,"Inverse Parallel 3","",4,1,0.10,0
2568,1084,"Inverse Series 1-2","",1,1,0.10,0
2569,1084,"Inverse Series 1-3","",2,1,0.10,0
2570,1084,"Inverse Series 2","",3,1,0.10,0
2571,1084,"Inverse Series 3","",4,1,0.10,0
2572,1085,"DT 5-7","",1,1,0.10,0
2573,1085,"DT 5-8","",2,1,0.10,0
2574,1085,"DT 5-9","",3,1,0.10,0
2575,1085,"DT 7","",4,1,0.10,0
2576,1085,"DT 8","",5,1,0.10,0
2577,1085,"DT 9","",6,1,0.10,0
2578,1086,"Inv. Mod. Fast 1-2","",1,1,0.10,0
2579,1086,"Inv. Mod. Fast 1-3","",2,1,0.10,0
2580,1087,"1 Charged","",2,1,0.10,0
2581,1087,"1 Discharged","",1,1,0.10,0
2582,1087,"2 Charged","",4,1,0.10,0
2583,1087,"2 Discharged","",3,1,0.10,0
2584,1087,"3 Charged","",6,1,0.10,0
2585,1087,"3 Discharged","",5,1,0.10,0
2586,1087,"4 Charged","",8,1,0.10,0
2587,1087,"4 Discharged","",7,1,0.10,0
2588,1087,"5 Charged","",10,1,0.10,0
2589,1087,"5 Discharged","",9,1,0.10,0
2590,1087,"6 Charged","",12,1,0.10,0
2591,1087,"6 Discharged","",11,1,0.10,0
2592,1087,"7 Charged","",14,1,0.10,0
2593,1087,"7 Discharged","",13,1,0.10,0
2594,1087,"8 Charged","",16,1,0.10,0
2595,1087,"8 Discharged","",15,1,0.10,0
2596,1087,"9 Charged","",18,1,0.10,0
2597,1087,"9 Discharged","",17,1,0.10,0
2598,1088,"A100","",5,1,0.10,0
2599,1088,"A140","",6,1,0.10,0
2600,1088,"A160","",7,1,0.10,0
2601,1088,"A185","",8,1,0.10,0
2602,1088,"A225","",9,1,0.10,0
2603,1088,"A25","",1,1,0.10,0
2604,1088,"A280","",10,1,0.10,0
2605,1088,"A35","",2,1,0.10,0
2606,1088,"A400","",11,1,0.10,0
2607,1088,"A400X","",12,1,0.10,0
2608,1088,"A50","",3,1,0.10,0
2609,1088,"A70","",4,1,0.10,0
2610,1088,"B100","",17,1,0.10,0
2611,1088,"B140","",18,1,0.10,0
2612,1088,"B160","",19,1,0.10,0
2613,1088,"B185","",20,1,0.10,0
2614,1088,"B225","",21,1,0.10,0
2615,1088,"B25","",13,1,0.10,0
2616,1088,"B280","",22,1,0.10,0
2617,1088,"B35","",14,1,0.10,0
2618,1088,"B400","",23,1,0.10,0
2619,1088,"B400X","",24,1,0.10,0
2620,1088,"B50","",15,1,0.10,0
2621,1088,"B70","",16,1,0.10,0
2622,1088,"C100","",29,1,0.10,0
2623,1088,"C140","",30,1,0.10,0
2624,1088,"C160","",31,1,0.10,0
2625,1088,"C185","",32,1,0.10,0
2626,1088,"C225","",33,1,0.10,0
2627,1088,"C25","",25,1,0.10,0
2628,1088,"C280","",34,1,0.10,0
2629,1088,"C35","",26,1,0.10,0
2630,1088,"C400","",35,1,0.10,0
2631,1088,"C400X","",36,1,0.10,0
2632,1088,"C50","",27,1,0.10,0
2633,1088,"C70","",28,1,0.10,0
2634,1088,"D100","",41,1,0.10,0
2635,1088,"D140","",42,1,0.10,0
2636,1088,"D160","",43,1,0.10,0
2637,1088,"D185","",44,1,0.10,0
2638,1088,"D225","",45,1,0.10,0
2639,1088,"D25","",37,1,0.10,0
2640,1088,"D280","",46,1,0.10,0
2641,1088,"D35","",38,1,0.10,0
2642,1088,"D400","",47,1,0.10,0
2643,1088,"D400X","",48,1,0.10,0
2644,1088,"D50","",39,1,0.10,0
2645,1088,"D70","",40,1,0.10,0
2646,1088,"E100","",53,1,0.10,0
2647,1088,"E140","",54,1,0.10,0
2648,1088,"E160","",55,1,0.10,0
2649,1088,"E185","",56,1,0.10,0
2650,1088,"E225","",57,1,0.10,0
2651,1088,"E25","",49,1,0.10,0
2652,1088,"E280","",58,1,0.10,0
2653,1088,"E35","",50,1,0.10,0
2654,1088,"E400","",59,1,0.10,0
2655,1088,"E400X","",60,1,0.10,0
2656,1088,"E50","",51,1,0.10,0
2657,1088,"E70","",52,1,0.10,0
2658,1089,"15A","",4,1,0.10,0
2659,1089,"15B","",3,1,0.10,0
2660,1089,"15C","",2,1,0.10,0
2661,1089,"15D","",1,1,0.10,0
2662,1089,"16","",5,1,0.10,0
2663,1089,"17","",6,1,0.10,0
2664,1089,"18","",7,1,0.10,0
2665,1089,"19","",8,1,0.10,0
2666,1090,"Inverse Series 1-2","",1,1,0.10,0
2667,1090,"Inverse Series 1-3","",2,1,0.10,0
2668,1090,"Inverse Series 2","",3,1,0.10,0
2669,1090,"Inverse Series 3","",4,1,0.10,0
2670,1091,"Inverse Series 1-2","",1,1,0.10,0
2671,1091,"Inverse Series 1-3","",2,1,0.10,0
2672,1091,"Inverse Series 2","",3,1,0.10,0
2673,1091,"Inverse Series 3","",4,1,0.10,0
2674,1092,"Inverse Series 1-2","",1,1,0.10,0
2675,1092,"Inverse Series 1-3","",2,1,0.10,0
2676,1092,"Inverse Series 2","",3,1,0.10,0
2677,1092,"Inverse Series 3","",4,1,0.10,0
2678,1093,"Inverse Series 1-2","",1,1,0.10,0
2679,1093,"Inverse Series 1-3","",2,1,0.10,0
2680,1093,"Inverse Series 2","",3,1,0.10,0
2681,1093,"Inverse Series 3","",4,1,0.10,0
2682,1094,"Inverse Series 1-2","",1,1,0.10,0
2683,1094,"Inverse Series 1-3","",2,1,0.10,0
2684,1094,"Inverse Series 2","",3,1,0.10,0
2685,1094,"Inverse Series 3","",4,1,0.10,0
2686,1095,"Inverse Parallel 1-2","",1,1,0.10,0
2687,1095,"Inverse Parallel 1-3","",2,1,0.10,0
2688,1095,"Inverse Parallel 2","",3,1,0.10,0
2689,1095,"Inverse Parallel 3","",4,1,0.10,0
2690,1096,"Inverse Parallel 1-2","",1,1,0.10,0
2691,1096,"Inverse Parallel 1-3","",2,1,0.10,0
2692,1096,"Inverse Parallel 2","",3,1,0.10,0
2693,1096,"Inverse Parallel 3","",4,1,0.10,0
2694,1097,"Inverse Parallel 1-2","",1,1,0.10,0
2695,1097,"Inverse Parallel 1-3","",2,1,0.10,0
2696,1097,"Inverse Parallel 2","",3,1,0.10,0
2697,1097,"Inverse Parallel 3","",4,1,0.10,0
2698,1098,"Inverse Series 1-2","",1,1,0.10,0
2699,1098,"Inverse Series 1-3","",2,1,0.10,0
2700,1098,"Inverse Series 2","",3,1,0.10,0
2701,1098,"Inverse Series 3","",4,1,0.10,0
2702,1099,"DT 5-7","",1,1,0.10,0
2703,1099,"DT 5-8","",2,1,0.10,0
2704,1099,"DT 5-9","",3,1,0.10,0
2705,1099,"DT 7","",4,1,0.10,0
2706,1099,"DT 8","",5,1,0.10,0
2707,1099,"DT 9","",6,1,0.10,0
2708,1100,"Inv. Mod. Fast 1-2","",1,1,0.10,0
2709,1100,"Inv. Mod. Fast 1-3","",2,1,0.10,0
2710,1101,"1 Charged","",2,1,0.10,0
2711,1101,"1 Discharged","",1,1,0.10,0
2712,1101,"2 Charged","",4,1,0.10,0
2713,1101,"2 Discharged","",3,1,0.10,0
2714,1101,"3 Charged","",6,1,0.10,0
2715,1101,"3 Discharged","",5,1,0.10,0
2716,1101,"4 Charged","",8,1,0.10,0
2717,1101,"4 Discharged","",7,1,0.10,0
2718,1101,"5 Charged","",10,1,0.10,0
2719,1101,"5 Discharged","",9,1,0.10,0
2720,1101,"6 Charged","",12,1,0.10,0
2721,1101,"6 Discharged","",11,1,0.10,0
2722,1101,"7 Charged","",14,1,0.10,0
2723,1101,"7 Discharged","",13,1,0.10,0
2724,1101,"8 Charged","",16,1,0.10,0
2725,1101,"8 Discharged","",15,1,0.10,0
2726,1101,"9 Charged","",18,1,0.10,0
2727,1101,"9 Discharged","",17,1,0.10,0
2728,1102,"A100","",5,1,0.10,0
2729,1102,"A140","",6,1,0.10,0
2730,1102,"A160","",7,1,0.10,0
2731,1102,"A185","",8,1,0.10,0
2732,1102,"A225","",9,1,0.10,0
2733,1102,"A25","",1,1,0.10,0
2734,1102,"A280","",10,1,0.10,0
2735,1102,"A35","",2,1,0.10,0
2736,1102,"A400","",11,1,0.10,0
2737,1102,"A400X","",12,1,0.10,0
2738,1102,"A50","",3,1,0.10,0
2739,1102,"A70","",4,1,0.10,0
2740,1102,"B100","",17,1,0.10,0
2741,1102,"B140","",18,1,0.10,0
2742,1102,"B160","",19,1,0.10,0
2743,1102,"B185","",20,1,0.10,0
2744,1102,"B225","",21,1,0.10,0
2745,1102,"B25","",13,1,0.10,0
2746,1102,"B280","",22,1,0.10,0
2747,1102,"B35","",14,1,0.10,0
2748,1102,"B400","",23,1,0.10,0
2749,1102,"B400X","",24,1,0.10,0
2750,1102,"B50","",15,1,0.10,0
2751,1102,"B70","",16,1,0.10,0
2752,1102,"C100","",29,1,0.10,0
2753,1102,"C140","",30,1,0.10,0
2754,1102,"C160","",31,1,0.10,0
2755,1102,"C185","",32,1,0.10,0
2756,1102,"C225","",33,1,0.10,0
2757,1102,"C25","",25,1,0.10,0
2758,1102,"C280","",34,1,0.10,0
2759,1102,"C35","",26,1,0.10,0
2760,1102,"C400","",35,1,0.10,0
2761,1102,"C400X","",36,1,0.10,0
2762,1102,"C50","",27,1,0.10,0
2763,1102,"C70","",28,1,0.10,0
2764,1102,"D100","",41,1,0.10,0
2765,1102,"D140","",42,1,0.10,0
2766,1102,"D160","",43,1,0.10,0
2767,1102,"D185","",44,1,0.10,0
2768,1102,"D225","",45,1,0.10,0
2769,1102,"D25","",37,1,0.10,0
2770,1102,"D280","",46,1,0.10,0
2771,1102,"D35","",38,1,0.10,0
2772,1102,"D400","",47,1,0.10,0
2773,1102,"D400X","",48,1,0.10,0
2774,1102,"D50","",39,1,0.10,0
2775,1102,"D70","",40,1,0.10,0
2776,1102,"E100","",53,1,0.10,0
2777,1102,"E140","",54,1,0.10,0
2778,1102,"E160","",55,1,0.10,0
2779,1102,"E185","",56,1,0.10,0
2780,1102,"E225","",57,1,0.10,0
2781,1102,"E25","",49,1,0.10,0
2782,1102,"E280","",58,1,0.10,0
2783,1102,"E35","",50,1,0.10,0
2784,1102,"E400","",59,1,0.10,0
2785,1102,"E400X","",60,1,0.10,0
2786,1102,"E50","",51,1,0.10,0
2787,1102,"E70","",52,1,0.10,0
2824,1105,"15A","",4,1,0.10,0
2825,1105,"15B","",3,1,0.10,0
2826,1105,"15C","",2,1,0.10,0
2827,1105,"15D","",1,1,0.10,0
2828,1105,"16","",5,1,0.10,0
2829,1105,"17","",6,1,0.10,0
2830,1105,"18","",7,1,0.10,0
2831,1105,"19","",8,1,0.10,0
2832,1106,"Inverse Series 1-2","",1,1,0.10,0
2833,1106,"Inverse Series 1-3","",2,1,0.10,0
2834,1106,"Inverse Series 2","",3,1,0.10,0
2835,1106,"Inverse Series 3","",4,1,0.10,0
2836,1107,"Inverse Series 1-2","",1,1,0.10,0
2837,1107,"Inverse Series 1-3","",2,1,0.10,0
2838,1107,"Inverse Series 2","",3,1,0.10,0
2839,1107,"Inverse Series 3","",4,1,0.10,0
2840,1108,"Inverse Series 1-2","",1,1,0.10,0
2841,1108,"Inverse Series 1-3","",2,1,0.10,0
2842,1108,"Inverse Series 2","",3,1,0.10,0
2843,1108,"Inverse Series 3","",4,1,0.10,0
2844,1109,"Inverse Series 1-2","",1,1,0.10,0
2845,1109,"Inverse Series 1-3","",2,1,0.10,0
2846,1109,"Inverse Series 2","",3,1,0.10,0
2847,1109,"Inverse Series 3","",4,1,0.10,0
2848,1110,"Inverse Series 1-2","",1,1,0.10,0
2849,1110,"Inverse Series 1-3","",2,1,0.10,0
2850,1110,"Inverse Series 2","",3,1,0.10,0
2851,1110,"Inverse Series 3","",4,1,0.10,0
2852,1111,"Inverse Parallel 1-2","",1,1,0.10,0
2853,1111,"Inverse Parallel 1-3","",2,1,0.10,0
2854,1111,"Inverse Parallel 2","",3,1,0.10,0
2855,1111,"Inverse Parallel 3","",4,1,0.10,0
2856,1112,"Inverse Parallel 1-2","",1,1,0.10,0
2857,1112,"Inverse Parallel 1-3","",2,1,0.10,0
2858,1112,"Inverse Parallel 2","",3,1,0.10,0
2859,1112,"Inverse Parallel 3","",4,1,0.10,0
2860,1113,"Inverse Parallel 1-2","",1,1,0.10,0
2861,1113,"Inverse Parallel 1-3","",2,1,0.10,0
2862,1113,"Inverse Parallel 2","",3,1,0.10,0
2863,1113,"Inverse Parallel 3","",4,1,0.10,0
2864,1114,"Inverse Series 1-2","",1,1,0.10,0
2865,1114,"Inverse Series 1-3","",2,1,0.10,0
2866,1114,"Inverse Series 2","",3,1,0.10,0
2867,1114,"Inverse Series 3","",4,1,0.10,0
2868,1115,"DT 5-7","",1,1,0.10,0
2869,1115,"DT 5-8","",2,1,0.10,0
2870,1115,"DT 5-9","",3,1,0.10,0
2871,1115,"DT 7","",4,1,0.10,0
2872,1115,"DT 8","",5,1,0.10,0
2873,1115,"DT 9","",6,1,0.10,0
2874,1116,"Inv. Mod. Fast 1-2","",1,1,0.10,0
2875,1116,"Inv. Mod. Fast 1-3","",2,1,0.10,0
2876,1117,"1 Charged","",2,1,0.10,0
2877,1117,"1 Discharged","",1,1,0.10,0
2878,1117,"2 Charged","",4,1,0.10,0
2879,1117,"2 Discharged","",3,1,0.10,0
2880,1117,"3 Charged","",6,1,0.10,0
2881,1117,"3 Discharged","",5,1,0.10,0
2882,1117,"4 Charged","",8,1,0.10,0
2883,1117,"4 Discharged","",7,1,0.10,0
2884,1117,"5 Charged","",10,1,0.10,0
2885,1117,"5 Discharged","",9,1,0.10,0
2886,1117,"6 Charged","",12,1,0.10,0
2887,1117,"6 Discharged","",11,1,0.10,0
2888,1117,"7 Charged","",14,1,0.10,0
2889,1117,"7 Discharged","",13,1,0.10,0
2890,1117,"8 Charged","",16,1,0.10,0
2891,1117,"8 Discharged","",15,1,0.10,0
2892,1117,"9 Charged","",18,1,0.10,0
2893,1117,"9 Discharged","",17,1,0.10,0
2894,1118,"A100","",5,1,0.10,0
2895,1118,"A140","",6,1,0.10,0
2896,1118,"A160","",7,1,0.10,0
2897,1118,"A185","",8,1,0.10,0
2898,1118,"A225","",9,1,0.10,0
2899,1118,"A25","",1,1,0.10,0
2900,1118,"A280","",10,1,0.10,0
2901,1118,"A35","",2,1,0.10,0
2902,1118,"A400","",11,1,0.10,0
2903,1118,"A400X","",12,1,0.10,0
2904,1118,"A50","",3,1,0.10,0
2905,1118,"A560","",13,1,0.10,0
2906,1118,"A560X","",14,1,0.10,0
2907,1118,"A70","",4,1,0.10,0
2908,1118,"B100","",19,1,0.10,0
2909,1118,"B140","",20,1,0.10,0
2910,1118,"B160","",21,1,0.10,0
2911,1118,"B185","",22,1,0.10,0
2912,1118,"B225","",23,1,0.10,0
2913,1118,"B25","",15,1,0.10,0
2914,1118,"B280","",24,1,0.10,0
2915,1118,"B35","",16,1,0.10,0
2916,1118,"B400","",25,1,0.10,0
2917,1118,"B400X","",26,1,0.10,0
2918,1118,"B50","",17,1,0.10,0
2919,1118,"B560","",27,1,0.10,0
2920,1118,"B560X","",28,1,0.10,0
2921,1118,"B70","",18,1,0.10,0
2922,1118,"C100","",33,1,0.10,0
2923,1118,"C140","",34,1,0.10,0
2924,1118,"C160","",35,1,0.10,0
2925,1118,"C185","",36,1,0.10,0
2926,1118,"C225","",37,1,0.10,0
2927,1118,"C25","",29,1,0.10,0
2928,1118,"C280","",38,1,0.10,0
2929,1118,"C35","",30,1,0.10,0
2930,1118,"C400","",39,1,0.10,0
2931,1118,"C400X","",40,1,0.10,0
2932,1118,"C50","",31,1,0.10,0
2933,1118,"C560","",41,1,0.10,0
2934,1118,"C560X","",42,1,0.10,0
2935,1118,"C70","",32,1,0.10,0
2936,1118,"D100","",47,1,0.10,0
2937,1118,"D140","",48,1,0.10,0
2938,1118,"D160","",49,1,0.10,0
2939,1118,"D185","",50,1,0.10,0
2940,1118,"D225","",51,1,0.10,0
2941,1118,"D25","",43,1,0.10,0
2942,1118,"D280","",52,1,0.10,0
2943,1118,"D35","",44,1,0.10,0
2944,1118,"D400","",53,1,0.10,0
2945,1118,"D400X","",54,1,0.10,0
2946,1118,"D50","",45,1,0.10,0
2947,1118,"D560","",55,1,0.10,0
2948,1118,"D560X","",56,1,0.10,0
2949,1118,"D70","",46,1,0.10,0
2950,1118,"E100","",61,1,0.10,0
2951,1118,"E140","",62,1,0.10,0
2952,1118,"E160","",63,1,0.10,0
2953,1118,"E185","",64,1,0.10,0
2954,1118,"E225","",65,1,0.10,0
2955,1118,"E25","",57,1,0.10,0
2956,1118,"E280","",66,1,0.10,0
2957,1118,"E35","",58,1,0.10,0
2958,1118,"E400","",67,1,0.10,0
2959,1118,"E400X","",68,1,0.10,0
2960,1118,"E50","",59,1,0.10,0
2961,1118,"E560","",69,1,0.10,0
2962,1118,"E560X","",70,1,0.10,0
2963,1118,"E70","",60,1,0.10,0
2964,1119,"15A","",4,1,0.10,0
2965,1119,"15B","",3,1,0.10,0
2966,1119,"15C","",2,1,0.10,0
2967,1119,"15D","",1,1,0.10,0
2968,1119,"16","",5,1,0.10,0
2969,1119,"17","",6,1,0.10,0
2970,1119,"18","",7,1,0.10,0
2971,1119,"19","",8,1,0.10,0
2972,1120,"Inverse Series 1-2","",1,1,0.10,0
2973,1120,"Inverse Series 1-3","",2,1,0.10,0
2974,1120,"Inverse Series 2","",3,1,0.10,0
2975,1120,"Inverse Series 3","",4,1,0.10,0
2976,1121,"Inverse Series 1-2","",1,1,0.10,0
2977,1121,"Inverse Series 1-3","",2,1,0.10,0
2978,1121,"Inverse Series 2","",3,1,0.10,0
2979,1121,"Inverse Series 3","",4,1,0.10,0
2980,1122,"Inverse Series 1-2","",1,1,0.10,0
2981,1122,"Inverse Series 1-3","",2,1,0.10,0
2982,1122,"Inverse Series 2","",3,1,0.10,0
2983,1122,"Inverse Series 3","",4,1,0.10,0
2984,1123,"Inverse Series 1-2","",1,1,0.10,0
2985,1123,"Inverse Series 1-3","",2,1,0.10,0
2986,1123,"Inverse Series 2","",3,1,0.10,0
2987,1123,"Inverse Series 3","",4,1,0.10,0
2988,1124,"Inverse Series 1-2","",1,1,0.10,0
2989,1124,"Inverse Series 1-3","",2,1,0.10,0
2990,1124,"Inverse Series 2","",3,1,0.10,0
2991,1124,"Inverse Series 3","",4,1,0.10,0
2992,1125,"Inverse Parallel 1-2","",1,1,0.10,0
2993,1125,"Inverse Parallel 1-3","",2,1,0.10,0
2994,1125,"Inverse Parallel 2","",3,1,0.10,0
2995,1125,"Inverse Parallel 3","",4,1,0.10,0
2996,1126,"Inverse Parallel 1-2","",1,1,0.10,0
2997,1126,"Inverse Parallel 1-3","",2,1,0.10,0
2998,1126,"Inverse Parallel 2","",3,1,0.10,0
2999,1126,"Inverse Parallel 3","",4,1,0.10,0
3000,1127,"Inverse Parallel 1-2","",1,1,0.10,0
3001,1127,"Inverse Parallel 1-3","",2,1,0.10,0
3002,1127,"Inverse Parallel 2","",3,1,0.10,0
3003,1127,"Inverse Parallel 3","",4,1,0.10,0
3004,1128,"Inverse Series 1-2","",1,1,0.10,0
3005,1128,"Inverse Series 1-3","",2,1,0.10,0
3006,1128,"Inverse Series 2","",3,1,0.10,0
3007,1128,"Inverse Series 3","",4,1,0.10,0
3008,1129,"DT 5-7","",1,1,0.10,0
3009,1129,"DT 5-8","",2,1,0.10,0
3010,1129,"DT 5-9","",3,1,0.10,0
