"ParentID","CurveName","Ordinal","vA","vB","vC","vD","vN","vK","vR"
42106,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42106,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42106,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42106,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42106,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42106,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42106,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42106,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42111,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42111,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42111,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42111,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42111,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42111,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42111,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42111,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42111,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42111,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42111,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42111,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42111,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42111,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42111,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42111,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42111,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42116,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42116,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42116,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42116,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42116,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42116,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42116,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42116,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42116,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42116,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42116,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42116,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42116,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42116,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42116,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42116,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42116,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42121,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42121,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42121,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42121,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42121,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42121,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42121,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42121,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42121,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42121,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42121,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42121,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42121,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42121,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42121,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42121,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42121,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42126,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42126,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42126,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42126,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42126,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42126,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42126,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42126,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42126,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42126,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42126,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42126,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42126,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42126,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42126,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42126,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42126,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42145,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42145,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42145,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42145,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42145,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42145,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42145,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42145,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42145,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42145,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42145,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42145,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42145,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42145,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42145,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42145,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42145,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42150,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42150,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42150,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42150,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42150,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42150,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42150,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42150,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42150,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42150,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42150,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42150,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42150,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42150,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42150,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42150,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42150,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42155,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42155,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42155,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42155,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42155,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42155,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42155,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42155,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42155,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42155,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42155,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42155,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42155,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42155,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42155,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42155,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42155,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42160,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42160,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42160,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42160,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42160,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42160,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42160,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42160,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42160,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42160,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42160,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42160,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42160,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42160,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42160,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42160,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42160,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42165,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42165,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42165,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42165,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42165,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42165,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42165,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42165,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42165,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42165,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42165,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42165,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42165,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42165,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42165,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42165,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42165,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42170,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42170,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42170,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42170,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42170,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42170,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42170,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42170,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42170,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42170,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42170,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42170,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42170,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42170,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42170,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42170,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42170,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42245,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42245,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42245,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42245,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42245,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42245,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42245,"F, Fixed Time",170,0.00,1.00,0.00,,0.00,0.02,
42245,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42245,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42245,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42245,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42245,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42245,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42245,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42245,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42245,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42245,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42250,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42250,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42250,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42250,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42250,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42250,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42250,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
42250,"I1, Inverse Time",70,8.93,0.17,1.00,,2.09,0.02,
42250,"I2, Inverse Time",80,0.27,0.10,1.00,,0.43,0.02,
42250,"L1, Long Inverse",30,5.61,2.18,1.00,,1.00,0.02,
42250,"L2, Long Inverse",40,2.39,0.00,1.00,,0.31,0.02,
42250,"M, Moderately Inverse",60,0.30,0.12,1.00,,0.50,0.02,
42250,"S1, Short Inverse",10,0.26,0.03,1.00,,1.29,0.02,
42250,"S2, Short Inverse",20,0.02,0.02,1.00,,0.98,0.02,
42250,"V1, Very Inverse",90,5.46,0.10,1.00,,2.04,0.02,
42250,"V2, Very Inverse",100,4.43,0.09,1.00,,1.95,0.02,
42255,"A, Standard Inverse",130,0.01,0.00,1.00,,0.02,0.02,
42255,"B, Very Inverse (It)",140,1.46,0.00,1.00,,1.04,0.02,
42255,"C, Extremely Inverse",150,8.25,0.00,1.00,,2.04,0.02,
42255,"D, Definite Time",50,0.47,0.21,1.00,,1.56,0.02,
42255,"E1, Extremely Inverse",110,7.76,0.02,1.00,,2.09,0.02,
42255,"E2, Extremely Inverse",120,4.98,0.01,1.00,,2.04,0.02,
42255,"G, Long Time Inverse",160,12.12,0.00,1.00,,1.00,0.02,
