"ID","ParentID","AuxKey","Ordinal","Min","Max","Step","RelUnit","UseRange","RangeKey","ScaleWithTimeMultiplier"
45299,48743,0,60,2.50,5.00,-1.00,0,0,102,0
45300,48743,0,70,2.50,7.50,-1.00,0,0,102,0
45301,48743,0,80,4.00,8.00,-1.00,0,0,102,0
45302,48743,0,90,4.00,12.00,-1.00,0,0,102,0
45303,48744,0,10,1.00,4.00,0.10,0,0,102,0
45304,48744,0,20,2.00,8.00,0.10,0,0,102,0
45305,48744,0,30,2.00,16.00,0.10,0,0,102,0
45306,48744,0,40,4.00,16.00,0.10,0,0,102,0
45307,48744,0,50,10.00,40.00,0.10,0,0,102,0
45308,48744,0,60,10.00,80.00,0.10,0,0,102,0
45309,48744,0,70,20.00,80.00,0.10,0,0,102,0
45310,48744,0,80,40.00,160.00,0.10,0,0,102,0
45311,48744,0,90,20.00,160.00,0.10,0,0,102,0
45312,48745,0,10,0.01,0.04,1.0e-03,0,0,102,0
45313,48748,0,10,0.60,1.20,-1.00,0,0,102,0
45314,48748,0,20,0.60,1.80,-1.00,0,0,102,0
45315,48748,0,30,1.00,2.00,-1.00,0,0,102,0
45316,48748,0,40,1.50,3.00,-1.00,0,0,102,0
45317,48748,0,50,1.50,4.50,-1.00,0,0,102,0
45318,48748,0,60,2.50,5.00,-1.00,0,0,102,0
45319,48748,0,70,2.50,7.50,-1.00,0,0,102,0
45320,48748,0,80,4.00,8.00,-1.00,0,0,102,0
45321,48748,0,90,4.00,12.00,-1.00,0,0,102,0
45322,48749,0,10,1.00,4.00,0.10,0,0,102,0
45323,48749,0,20,2.00,8.00,0.10,0,0,102,0
45324,48749,0,30,2.00,16.00,0.10,0,0,102,0
45325,48749,0,40,4.00,16.00,0.10,0,0,102,0
45326,48749,0,50,10.00,40.00,0.10,0,0,102,0
45327,48749,0,60,10.00,80.00,0.10,0,0,102,0
45328,48749,0,70,20.00,80.00,0.10,0,0,102,0
45329,48749,0,80,40.00,160.00,0.10,0,0,102,0
45330,48749,0,90,20.00,160.00,0.10,0,0,102,0
45331,48750,0,10,0.01,0.04,1.0e-03,0,0,102,0
45332,48753,0,10,0.60,1.20,-1.00,0,0,102,0
45333,48753,0,20,0.60,1.80,-1.00,0,0,102,0
45334,48753,0,30,1.00,2.00,-1.00,0,0,102,0
45335,48753,0,40,1.50,3.00,-1.00,0,0,102,0
45336,48753,0,50,1.50,4.50,-1.00,0,0,102,0
45337,48753,0,60,2.50,5.00,-1.00,0,0,102,0
45338,48753,0,70,2.50,7.50,-1.00,0,0,102,0
45339,48753,0,80,4.00,8.00,-1.00,0,0,102,0
45340,48753,0,90,4.00,12.00,-1.00,0,0,102,0
45341,48754,0,10,1.00,4.00,0.10,0,0,102,0
45342,48754,0,20,2.00,8.00,0.10,0,0,102,0
45343,48754,0,30,2.00,16.00,0.10,0,0,102,0
45344,48754,0,40,4.00,16.00,0.10,0,0,102,0
45345,48754,0,50,10.00,40.00,0.10,0,0,102,0
45346,48754,0,60,10.00,80.00,0.10,0,0,102,0
45347,48754,0,70,20.00,80.00,0.10,0,0,102,0
45348,48754,0,80,40.00,160.00,0.10,0,0,102,0
45349,48754,0,90,20.00,160.00,0.10,0,0,102,0
45350,48755,0,10,0.01,0.04,1.0e-03,0,0,102,0
45351,48758,0,10,0.60,1.20,-1.00,0,0,102,0
45352,48758,0,20,0.60,1.80,-1.00,0,0,102,0
45353,48758,0,30,1.00,2.00,-1.00,0,0,102,0
45354,48758,0,40,1.50,3.00,-1.00,0,0,102,0
45355,48758,0,50,1.50,4.50,-1.00,0,0,102,0
45356,48758,0,60,2.50,5.00,-1.00,0,0,102,0
45357,48758,0,70,2.50,7.50,-1.00,0,0,102,0
45358,48758,0,80,4.00,8.00,-1.00,0,0,102,0
45359,48758,0,90,4.00,12.00,-1.00,0,0,102,0
45360,48759,0,10,1.00,4.00,0.10,0,0,102,0
45361,48759,0,20,2.00,8.00,0.10,0,0,102,0
45362,48759,0,30,2.00,16.00,0.10,0,0,102,0
45363,48759,0,40,4.00,16.00,0.10,0,0,102,0
45364,48759,0,50,10.00,40.00,0.10,0,0,102,0
45365,48759,0,60,10.00,80.00,0.10,0,0,102,0
45366,48759,0,70,20.00,80.00,0.10,0,0,102,0
45367,48759,0,80,40.00,160.00,0.10,0,0,102,0
45368,48759,0,90,20.00,160.00,0.10,0,0,102,0
45369,48760,0,10,0.01,0.04,1.0e-03,0,0,102,0
45370,48763,0,10,0.60,1.20,-1.00,0,0,102,0
45371,48763,0,20,0.60,1.80,-1.00,0,0,102,0
45372,48763,0,30,1.00,2.00,-1.00,0,0,102,0
45373,48763,0,40,1.50,3.00,-1.00,0,0,102,0
45374,48763,0,50,1.50,4.50,-1.00,0,0,102,0
45375,48763,0,60,2.50,5.00,-1.00,0,0,102,0
45376,48763,0,70,2.50,7.50,-1.00,0,0,102,0
45377,48763,0,80,4.00,8.00,-1.00,0,0,102,0
45378,48763,0,90,4.00,12.00,-1.00,0,0,102,0
45379,48764,0,10,1.00,4.00,0.10,0,0,102,0
45380,48764,0,20,2.00,8.00,0.10,0,0,102,0
45381,48764,0,30,2.00,16.00,0.10,0,0,102,0
45382,48764,0,40,4.00,16.00,0.10,0,0,102,0
45383,48764,0,50,10.00,40.00,0.10,0,0,102,0
45384,48764,0,60,10.00,80.00,0.10,0,0,102,0
45385,48764,0,70,20.00,80.00,0.10,0,0,102,0
45386,48764,0,80,40.00,160.00,0.10,0,0,102,0
45387,48764,0,90,20.00,160.00,0.10,0,0,102,0
45388,48765,0,10,0.01,0.04,1.0e-03,0,0,102,0
45389,48768,0,10,1.50,6.00,-1.00,0,0,102,0
45390,48769,0,10,1.50,5.00,0.10,0,0,102,0
45391,48770,0,10,0.01,0.04,1.0e-03,0,0,102,0
45392,48773,0,10,1.50,6.00,-1.00,0,0,102,0
45393,48774,0,10,1.50,5.00,0.10,0,0,102,0
45394,48775,0,10,0.01,0.04,1.0e-03,0,0,102,0
45395,48778,0,10,1.50,6.00,-1.00,0,0,102,0
45396,48779,0,10,1.50,5.00,0.10,0,0,102,0
45397,48780,0,10,0.01,0.04,1.0e-03,0,0,102,0
45406,48784,0,10,0.50,4.00,0.10,0,0,102,0
45407,48784,0,20,1.00,4.00,0.10,0,0,102,0
45408,48784,0,30,2.00,8.00,0.10,0,0,102,0
45409,48784,0,40,2.00,16.00,0.10,0,0,102,0
45410,48784,0,50,4.00,16.00,0.10,0,0,102,0
45411,48784,0,60,10.00,40.00,0.10,0,0,102,0
45412,48784,0,70,10.00,80.00,0.10,0,0,102,0
45413,48784,0,80,20.00,80.00,0.10,0,0,102,0
45414,48784,0,90,20.00,160.00,0.10,0,0,102,0
45415,48784,0,100,40.00,160.00,0.10,0,0,102,0
45416,48785,0,10,0.01,0.04,1.0e-03,0,0,102,0
45425,48789,0,10,0.50,4.00,0.10,0,1,102,0
45426,48789,0,20,1.00,4.00,0.10,0,1,102,0
45427,48789,0,30,2.00,8.00,0.10,0,1,102,0
45428,48789,0,40,2.00,16.00,0.10,0,1,102,0
45429,48789,0,50,4.00,16.00,0.10,0,1,102,0
45430,48789,0,60,10.00,40.00,0.10,0,1,102,0
45431,48789,0,70,10.00,80.00,0.10,0,1,102,0
45432,48789,0,80,20.00,80.00,0.10,0,1,102,0
45433,48789,0,90,20.00,160.00,0.10,0,1,102,0
45434,48789,0,100,40.00,160.00,0.10,0,1,102,0
45435,48790,0,10,0.01,0.04,1.0e-03,0,1,102,0
45444,48794,0,10,0.50,4.00,0.10,0,1,102,0
45445,48794,0,20,1.00,4.00,0.10,0,1,102,0
45446,48794,0,30,2.00,8.00,0.10,0,1,102,0
45447,48794,0,40,2.00,16.00,0.10,0,1,102,0
45448,48794,0,50,4.00,16.00,0.10,0,1,102,0
45449,48794,0,60,10.00,40.00,0.10,0,1,102,0
45450,48794,0,70,10.00,80.00,0.10,0,1,102,0
45451,48794,0,80,20.00,80.00,0.10,0,1,102,0
45452,48794,0,90,20.00,160.00,0.10,0,1,102,0
45453,48794,0,100,40.00,160.00,0.10,0,1,102,0
45454,48795,0,10,0.01,0.04,1.0e-03,0,0,102,0
45455,48798,0,10,0.10,0.40,-1.00,0,0,102,0
45456,48798,0,20,0.50,2.00,-1.00,0,0,102,0
45457,48798,0,30,1.50,6.00,-1.00,0,0,102,0
45458,48798,0,40,4.00,16.00,-1.00,0,0,102,0
45459,48799,0,10,0.50,4.00,0.10,0,0,102,0
45460,48799,0,20,1.00,4.00,0.10,0,0,102,0
45461,48799,0,30,2.00,8.00,0.10,0,0,102,0
45462,48799,0,40,2.00,16.00,0.10,0,0,102,0
45463,48799,0,50,4.00,16.00,0.10,0,0,102,0
45464,48799,0,60,10.00,40.00,0.10,0,0,102,0
45465,48799,0,70,10.00,80.00,0.10,0,0,102,0
45466,48799,0,80,20.00,80.00,0.10,0,0,102,0
45467,48799,0,90,20.00,160.00,0.10,0,0,102,0
45468,48799,0,100,40.00,160.00,0.10,0,0,102,0
45469,48800,0,10,0.01,0.04,1.0e-03,0,0,102,0
45470,48803,0,10,0.10,0.40,-1.00,0,0,102,0
45471,48803,0,20,0.50,2.00,-1.00,0,0,102,0
45472,48803,0,30,1.50,6.00,-1.00,0,0,102,0
45473,48803,0,40,4.00,16.00,-1.00,0,0,102,0
45474,48804,0,10,0.50,4.00,0.10,0,0,102,0
45475,48804,0,20,1.00,4.00,0.10,0,0,102,0
45476,48804,0,30,2.00,8.00,0.10,0,0,102,0
45477,48804,0,40,2.00,16.00,0.10,0,0,102,0
45478,48804,0,50,4.00,16.00,0.10,0,0,102,0
45479,48804,0,60,10.00,40.00,0.10,0,0,102,0
45480,48804,0,70,10.00,80.00,0.10,0,0,102,0
45481,48804,0,80,20.00,80.00,0.10,0,0,102,0
45482,48804,0,90,20.00,160.00,0.10,0,0,102,0
45483,48804,0,100,40.00,160.00,0.10,0,0,102,0
45484,48805,0,10,0.01,0.04,1.0e-03,0,0,102,0
45485,48808,0,10,0.10,0.40,-1.00,0,0,102,0
45486,48808,0,20,0.50,2.00,-1.00,0,0,102,0
45487,48808,0,30,1.50,6.00,-1.00,0,0,102,0
45488,48808,0,40,4.00,16.00,-1.00,0,0,102,0
45489,48809,0,10,0.50,4.00,0.10,0,0,102,0
45490,48809,0,20,1.00,4.00,0.10,0,0,102,0
45491,48809,0,30,2.00,8.00,0.10,0,0,102,0
45492,48809,0,40,2.00,16.00,0.10,0,0,102,0
45493,48809,0,50,4.00,16.00,0.10,0,0,102,0
45494,48809,0,60,10.00,40.00,0.10,0,0,102,0
45495,48809,0,70,10.00,80.00,0.10,0,0,102,0
45496,48809,0,80,20.00,80.00,0.10,0,0,102,0
45497,48809,0,90,20.00,160.00,0.10,0,0,102,0
45498,48809,0,100,40.00,160.00,0.10,0,0,102,0
45499,48810,0,10,0.01,0.04,1.0e-03,0,0,102,0
45500,48813,0,10,0.02,0.08,0.01,0,0,102,0
45501,48813,0,20,0.10,0.40,0.01,0,0,102,0
45502,48813,0,30,0.50,2.00,-1.00,0,0,102,0
45503,48813,0,40,0.50,4.00,-1.00,0,0,102,0
45504,48813,0,50,1.50,6.00,-1.00,0,0,102,0
45505,48813,0,60,1.50,12.00,-1.00,0,0,102,0
45506,48813,0,70,2.00,15.00,-1.00,0,0,102,0
45507,48813,0,80,4.00,16.00,-1.00,0,0,102,0
45508,48814,0,10,0.50,4.00,0.10,0,0,102,0
45509,48814,0,20,1.00,4.00,0.10,0,0,102,0
45510,48814,0,30,2.00,8.00,0.10,0,0,102,0
45511,48814,0,40,2.00,16.00,0.10,0,0,102,0
45512,48814,0,50,4.00,16.00,0.10,0,0,102,0
45513,48814,0,60,10.00,40.00,0.10,0,0,102,0
45514,48814,0,70,10.00,80.00,0.10,0,0,102,0
45515,48814,0,80,20.00,80.00,0.10,0,0,102,0
45516,48814,0,90,20.00,160.00,0.10,0,0,102,0
45517,48814,0,100,40.00,160.00,0.10,0,0,102,0
45518,48815,0,10,0.01,0.04,1.0e-03,0,0,102,0
45519,48818,0,10,0.02,0.08,0.01,0,0,102,0
45520,48818,0,20,0.10,0.40,0.01,0,0,102,0
45521,48818,0,30,0.50,2.00,-1.00,0,0,102,0
45522,48818,0,40,0.50,4.00,-1.00,0,0,102,0
45523,48818,0,50,1.50,6.00,-1.00,0,0,102,0
45524,48818,0,60,1.50,12.00,-1.00,0,0,102,0
45525,48818,0,70,2.00,15.00,-1.00,0,0,102,0
45526,48818,0,80,4.00,16.00,-1.00,0,0,102,0
45527,48819,0,10,0.50,4.00,0.10,0,0,102,0
45528,48819,0,20,1.00,4.00,0.10,0,0,102,0
45529,48819,0,30,2.00,8.00,0.10,0,0,102,0
45530,48819,0,40,2.00,16.00,0.10,0,0,102,0
45531,48819,0,50,4.00,16.00,0.10,0,0,102,0
45532,48819,0,60,10.00,40.00,0.10,0,0,102,0
45533,48819,0,70,10.00,80.00,0.10,0,0,102,0
45534,48819,0,80,20.00,80.00,0.10,0,0,102,0
45535,48819,0,90,20.00,160.00,0.10,0,0,102,0
45536,48819,0,100,40.00,160.00,0.10,0,0,102,0
45537,48820,0,10,0.01,0.04,1.0e-03,0,0,102,0
45538,48823,0,10,0.02,0.08,0.01,0,0,102,0
45539,48823,0,20,0.10,0.40,0.01,0,0,102,0
45540,48823,0,30,0.50,2.00,-1.00,0,0,102,0
45541,48823,0,40,0.50,4.00,-1.00,0,0,102,0
45542,48823,0,50,1.50,6.00,-1.00,0,0,102,0
45543,48823,0,60,1.50,12.00,-1.00,0,0,102,0
45544,48823,0,70,2.00,15.00,-1.00,0,0,102,0
45545,48823,0,80,4.00,16.00,-1.00,0,0,102,0
45546,48824,0,10,0.50,4.00,0.10,0,0,102,0
45547,48824,0,20,1.00,4.00,0.10,0,0,102,0
45548,48824,0,30,2.00,8.00,0.10,0,0,102,0
45549,48824,0,40,2.00,16.00,0.10,0,0,102,0
45550,48824,0,50,4.00,16.00,0.10,0,0,102,0
45551,48824,0,60,10.00,40.00,0.10,0,0,102,0
45552,48824,0,70,10.00,80.00,0.10,0,0,102,0
45553,48824,0,80,20.00,80.00,0.10,0,0,102,0
45554,48824,0,90,20.00,160.00,0.10,0,0,102,0
45555,48824,0,100,40.00,160.00,0.10,0,0,102,0
45556,48825,0,10,0.01,0.04,1.0e-03,0,0,102,0
45557,48828,0,10,1.50,6.00,-1.00,0,0,102,0
45558,48829,0,10,1.50,5.00,0.10,0,0,102,0
45559,48830,0,10,0.01,0.04,1.0e-03,0,1,102,0
45560,48833,0,10,1.50,6.00,-1.00,0,1,102,0
45561,48834,0,10,1.50,5.00,0.10,0,1,102,0
45562,48835,0,10,0.01,0.04,1.0e-03,0,1,102,0
45563,48838,0,10,1.50,6.00,-1.00,0,0,102,0
45564,48839,0,10,1.50,5.00,0.10,0,0,102,0
45565,48840,0,10,0.01,0.04,1.0e-03,0,0,102,0
45566,48843,0,10,4.00,15.00,-1.00,0,0,102,0
45567,48843,0,20,0.50,2.50,-1.00,0,0,102,0
45568,48843,0,30,1.50,6.00,-1.00,0,0,102,0
45569,48844,0,10,2.00,8.00,1.00,0,0,102,0
45570,48844,0,20,4.00,16.00,1.00,0,0,102,0
45571,48844,0,30,10.00,40.00,1.00,0,0,102,0
45572,48844,0,40,20.00,80.00,1.00,0,0,102,0
45573,48844,0,50,40.00,160.00,1.00,0,0,102,0
45574,48847,0,10,4.00,15.00,-1.00,0,0,102,0
45575,48847,0,20,0.50,2.50,-1.00,0,0,102,0
45576,48847,0,30,1.50,6.00,-1.00,0,0,102,0
45577,48848,0,10,2.00,8.00,1.00,0,0,102,0
45578,48848,0,20,4.00,16.00,1.00,0,0,102,0
45579,48848,0,30,10.00,40.00,1.00,0,0,102,0
45580,48848,0,40,20.00,80.00,1.00,0,0,102,0
45581,48848,0,50,40.00,160.00,1.00,0,0,102,0
45582,48851,0,10,4.00,15.00,-1.00,0,0,102,0
45583,48851,0,20,0.50,2.50,-1.00,0,0,102,0
45584,48851,0,30,1.50,6.00,-1.00,0,0,102,0
45585,48852,0,10,2.00,8.00,1.00,0,0,102,0
45586,48852,0,20,4.00,16.00,1.00,0,0,102,0
45587,48852,0,30,10.00,40.00,1.00,0,0,102,0
45588,48852,0,40,20.00,80.00,1.00,0,0,102,0
45589,48852,0,50,40.00,160.00,1.00,0,0,102,0
45590,48855,0,10,0.50,2.50,-1.00,0,0,102,0
45591,48855,0,20,1.50,6.00,-1.00,0,0,102,0
45592,48855,0,30,4.00,15.00,-1.00,0,0,102,0
45593,48858,0,10,0.50,2.50,-1.00,0,0,102,0
45594,48858,0,20,1.50,6.00,-1.00,0,0,102,0
45595,48858,0,30,4.00,15.00,-1.00,0,0,102,0
45596,48861,0,10,4.00,15.00,-1.00,0,0,102,0
45597,48864,0,10,4.00,15.00,-1.00,0,0,102,0
45598,48865,0,10,20.00,80.00,1.00,0,0,102,0
45599,48868,0,10,0.50,2.50,-1.00,0,0,102,0
45600,48868,0,20,1.50,6.00,-1.00,0,0,102,0
45601,48868,0,30,4.00,15.00,-1.00,0,0,102,0
45602,48874,0,10,0.50,2.50,-1.00,0,0,102,0
45603,48877,0,10,1.00,2.00,-1.00,0,0,102,0
45604,48877,0,20,1.50,4.50,-1.00,0,0,102,0
45605,48877,0,30,2.50,7.50,-1.00,0,1,102,0
45606,48877,0,40,4.00,12.00,-1.00,0,0,102,0
45607,48878,0,10,0.50,2.00,0.10,0,1,102,0
45608,48878,0,20,1.00,4.00,0.10,0,1,102,0
45609,48878,0,30,2.00,8.00,1.00,0,1,102,0
45610,48878,0,40,4.00,16.00,1.00,0,1,102,0
45611,48878,0,50,10.00,40.00,1.00,0,1,102,0
45612,48878,0,60,20.00,80.00,1.00,0,1,102,0
45613,48878,0,70,40.00,160.00,1.00,0,1,102,0
45614,48879,0,10,4.00,6.00,1.00,0,1,102,0
45615,48879,0,20,7.00,28.00,1.00,0,1,102,0
45616,48879,0,30,10.00,40.00,1.00,0,1,102,0
45617,48880,0,10,0.03,1.00,0.10,0,1,102,0
45618,48883,0,10,1.00,3.00,-1.00,0,0,102,0
45619,48883,0,20,1.50,4.50,-1.00,0,0,102,0
45620,48883,0,30,2.50,7.50,-1.00,0,1,102,0
45621,48883,0,40,4.00,12.00,-1.00,0,0,102,0
45622,48884,0,10,0.50,2.00,0.10,0,1,102,0
45623,48884,0,20,1.00,4.00,0.10,0,1,102,0
45624,48884,0,30,2.00,8.00,1.00,0,1,102,0
45625,48884,0,40,4.00,16.00,1.00,0,1,102,0
45626,48884,0,50,10.00,40.00,1.00,0,1,102,0
45627,48884,0,60,20.00,80.00,1.00,0,1,102,0
45628,48884,0,70,40.00,160.00,1.00,0,1,102,0
45629,48885,0,10,4.00,6.00,1.00,0,1,102,0
45630,48885,0,20,7.00,28.00,1.00,0,1,102,0
45631,48885,0,30,10.00,40.00,1.00,0,1,102,0
45632,48886,0,10,0.05,3.00,0.10,0,1,102,0
45633,48887,0,10,4.00,16.00,0.10,0,0,102,0
45634,48887,0,20,10.00,40.00,0.10,0,0,102,0
45635,48887,0,30,7.00,28.00,0.10,0,0,102,0
45636,48888,0,20,0.03,1.00,0.01,0,0,102,0
45637,48890,0,10,4.00,16.00,0.10,0,0,102,0
45638,48890,0,20,10.00,40.00,0.10,0,0,102,0
45639,48890,0,30,7.00,28.00,0.10,0,0,102,0
45640,48891,0,10,0.05,3.00,0.01,0,0,102,0
45641,48894,0,10,1.00,3.00,-1.00,0,0,102,0
45642,48894,0,20,1.50,4.50,-1.00,0,0,102,0
45643,48894,0,30,2.50,7.50,-1.00,0,0,102,0
45644,48894,0,40,4.00,12.00,-1.00,0,0,102,0
45645,48895,0,10,0.50,2.00,0.10,0,0,102,0
45646,48895,0,20,1.00,4.00,0.10,0,0,102,0
45647,48895,0,30,2.00,8.00,0.10,0,0,102,0
45648,48895,0,40,4.00,16.00,0.10,0,0,102,0
45649,48895,0,50,10.00,40.00,0.10,0,0,102,0
45650,48895,0,60,20.00,80.00,0.10,0,0,102,0
45651,48895,0,70,40.00,160.00,0.10,0,0,102,0
45652,48895,0,80,7.00,28.00,0.10,0,0,102,0
45653,48898,0,10,0.50,2.00,-1.00,0,0,102,0
45654,48898,0,20,0.50,4.00,-1.00,0,0,102,0
45655,48898,0,30,1.50,6.00,-1.00,0,0,102,0
45656,48898,0,40,2.00,16.00,-1.00,0,0,102,0
45657,48898,0,50,4.00,16.00,-1.00,0,0,102,0
45658,48899,0,10,0.50,4.00,0.10,0,0,102,0
45659,48899,0,20,2.00,8.00,0.10,0,0,102,0
45660,48899,0,30,2.00,16.00,0.10,0,0,102,0
45661,48899,0,40,4.00,16.00,0.10,0,0,102,0
45662,48899,0,50,10.00,40.00,1.00,0,0,102,0
45663,48899,0,60,10.00,80.00,1.00,0,0,102,0
45664,48899,0,70,20.00,80.00,1.00,0,0,102,0
45665,48899,0,80,20.00,160.00,1.00,0,0,102,0
45666,48899,0,90,40.00,160.00,1.00,0,0,102,0
45667,48900,0,10,0.01,0.04,1.0e-03,0,0,102,0
45668,48903,0,10,0.50,2.00,-1.00,0,0,102,0
45669,48903,0,20,0.50,4.00,-1.00,0,0,102,0
45670,48903,0,30,1.50,6.00,-1.00,0,0,102,0
45671,48903,0,40,2.00,16.00,-1.00,0,0,102,0
45672,48903,0,50,4.00,16.00,-1.00,0,0,102,0
45673,48904,0,10,0.50,4.00,0.10,0,0,102,0
45674,48904,0,20,2.00,8.00,0.10,0,0,102,0
45675,48904,0,30,2.00,16.00,0.10,0,0,102,0
45676,48904,0,40,4.00,16.00,0.10,0,0,102,0
45677,48904,0,50,10.00,40.00,1.00,0,0,102,0
45678,48904,0,60,10.00,80.00,1.00,0,0,102,0
45679,48904,0,70,20.00,80.00,1.00,0,0,102,0
45680,48904,0,80,20.00,160.00,1.00,0,0,102,0
45681,48904,0,90,40.00,160.00,1.00,0,0,102,0
45682,48905,0,10,0.01,0.04,1.0e-03,0,0,102,0
45683,48908,0,10,0.50,2.00,-1.00,0,0,102,0
45684,48908,0,20,0.50,4.00,-1.00,0,0,102,0
45685,48908,0,30,1.50,6.00,-1.00,0,0,102,0
45686,48908,0,40,2.00,16.00,-1.00,0,0,102,0
45687,48908,0,50,4.00,16.00,-1.00,0,0,102,0
45688,48909,0,10,0.50,4.00,0.10,0,0,102,0
45689,48909,0,20,2.00,8.00,0.10,0,0,102,0
45690,48909,0,30,2.00,16.00,0.10,0,0,102,0
45691,48909,0,40,4.00,16.00,0.10,0,0,102,0
45692,48909,0,50,10.00,40.00,1.00,0,0,102,0
45693,48909,0,60,10.00,80.00,1.00,0,0,102,0
45694,48909,0,70,20.00,80.00,1.00,0,0,102,0
45695,48909,0,80,20.00,160.00,1.00,0,0,102,0
45696,48909,0,90,40.00,160.00,1.00,0,0,102,0
45697,48910,0,10,0.01,0.04,1.0e-03,0,0,102,0
45698,48913,0,10,0.10,0.40,0.01,0,0,102,0
45699,48913,0,20,0.15,0.60,0.01,0,0,102,0
45700,48913,0,30,0.50,2.00,-1.00,0,0,102,0
45701,48913,0,40,0.50,4.00,-1.00,0,0,102,0
45702,48913,0,50,1.50,6.00,-1.00,0,0,102,0
45703,48913,0,60,1.50,12.00,-1.00,0,0,102,0
45704,48913,0,70,2.00,16.00,-1.00,0,0,102,0
45705,48913,0,80,4.00,16.00,-1.00,0,0,102,0
45706,48914,0,10,0.50,4.00,0.10,0,1,102,0
45707,48914,0,20,2.00,8.00,0.10,0,1,102,0
45708,48914,0,30,2.00,16.00,0.10,0,1,102,0
45709,48914,0,40,4.00,16.00,0.10,0,1,102,0
45710,48914,0,50,10.00,40.00,0.10,0,1,102,0
45711,48914,0,60,10.00,80.00,0.10,0,1,102,0
45712,48914,0,70,20.00,80.00,0.10,0,1,102,0
45713,48914,0,80,20.00,160.00,0.10,0,1,102,0
45714,48914,0,90,40.00,160.00,0.10,0,1,102,0
45715,48915,0,10,0.01,0.04,1.0e-03,0,0,102,0
45716,48918,0,10,0.10,0.40,0.01,0,0,102,0
45717,48918,0,20,0.15,0.60,0.01,0,0,102,0
45718,48918,0,30,0.50,2.00,-1.00,0,0,102,0
45719,48918,0,40,0.50,4.00,-1.00,0,0,102,0
45720,48918,0,50,1.50,6.00,-1.00,0,0,102,0
45721,48918,0,60,1.50,12.00,-1.00,0,0,102,0
45722,48918,0,70,2.00,16.00,-1.00,0,0,102,0
45723,48918,0,80,4.00,16.00,-1.00,0,0,102,0
45724,48919,0,10,0.50,4.00,0.10,0,1,102,0
45725,48919,0,20,2.00,8.00,0.10,0,1,102,0
45726,48919,0,30,2.00,16.00,0.10,0,1,102,0
45727,48919,0,40,4.00,16.00,0.10,0,1,102,0
45728,48919,0,50,10.00,40.00,0.10,0,1,102,0
45729,48919,0,60,10.00,80.00,0.10,0,1,102,0
45730,48919,0,70,20.00,80.00,0.10,0,1,102,0
45731,48919,0,80,20.00,160.00,0.10,0,1,102,0
45732,48919,0,90,40.00,160.00,0.10,0,1,102,0
45733,48920,0,10,0.01,0.04,1.0e-03,0,0,102,0
45734,48923,0,10,0.10,0.40,0.01,0,0,102,0
45735,48923,0,20,0.15,0.60,0.01,0,0,102,0
45736,48923,0,30,0.50,2.00,-1.00,0,0,102,0
45737,48923,0,40,0.50,4.00,-1.00,0,0,102,0
45738,48923,0,50,1.50,6.00,-1.00,0,0,102,0
45739,48923,0,60,1.50,12.00,-1.00,0,0,102,0
45740,48923,0,70,2.00,16.00,-1.00,0,0,102,0
45741,48923,0,80,4.00,16.00,-1.00,0,0,102,0
45742,48924,0,10,0.50,4.00,0.10,0,1,102,0
45743,48924,0,20,2.00,8.00,0.10,0,1,102,0
45744,48924,0,30,2.00,16.00,0.10,0,1,102,0
45745,48924,0,40,4.00,16.00,0.10,0,1,102,0
45746,48924,0,50,10.00,40.00,0.10,0,1,102,0
45747,48924,0,60,10.00,80.00,0.10,0,1,102,0
45748,48924,0,70,20.00,80.00,0.10,0,1,102,0
45749,48924,0,80,20.00,160.00,0.10,0,1,102,0
45750,48924,0,90,40.00,160.00,0.10,0,1,102,0
45751,48925,0,10,0.01,0.04,1.0e-03,0,0,102,0
45752,48928,0,10,0.02,0.08,0.01,0,0,102,0
45753,48928,0,20,0.10,0.40,0.01,0,0,102,0
45754,48928,0,30,0.50,2.00,-1.00,0,0,102,0
45755,48928,0,40,0.50,4.00,-1.00,0,0,102,0
45756,48928,0,50,1.50,6.00,-1.00,0,0,102,0
45757,48928,0,60,1.50,12.00,-1.00,0,0,102,0
45758,48928,0,70,2.00,15.00,-1.00,0,0,102,0
45759,48928,0,80,4.00,16.00,-1.00,0,0,102,0
45760,48929,0,10,0.50,4.00,0.10,0,1,102,0
45761,48929,0,20,1.00,4.00,0.10,0,1,102,0
45762,48929,0,30,2.00,8.00,0.10,0,1,102,0
45763,48929,0,40,2.00,16.00,0.10,0,1,102,0
45764,48929,0,50,4.00,16.00,0.10,0,1,102,0
45765,48929,0,60,10.00,40.00,0.10,0,1,102,0
45766,48929,0,70,10.00,80.00,0.10,0,1,102,0
45767,48929,0,80,20.00,80.00,0.10,0,1,102,0
45768,48929,0,90,20.00,160.00,0.10,0,1,102,0
45769,48929,0,100,40.00,160.00,0.10,0,1,102,0
45770,48930,0,10,0.01,0.04,1.0e-03,0,0,102,0
45771,48933,0,10,0.02,0.08,0.01,0,0,102,0
45772,48933,0,20,0.10,0.40,0.01,0,0,102,0
45773,48933,0,30,0.50,2.00,-1.00,0,0,102,0
45774,48933,0,40,0.50,4.00,-1.00,0,0,102,0
45775,48933,0,50,1.50,6.00,-1.00,0,0,102,0
45776,48933,0,60,1.50,12.00,-1.00,0,0,102,0
45777,48933,0,70,2.00,15.00,-1.00,0,0,102,0
45778,48933,0,80,4.00,16.00,-1.00,0,0,102,0
