"ID","ParentID","AuxKey","Ordinal","Min","Max","Step","RelUnit","UseRange","RangeKey","ScaleWithTimeMultiplier"
10780,5894,0,10,50.00,200.00,-1.00,0,0,102,0
10781,5895,0,10,50.00,600.00,-1.00,0,0,102,0
10782,5896,0,10,50.00,600.00,-1.00,0,0,102,0
10783,5897,0,10,50.00,600.00,-1.00,0,0,102,0
10784,5898,0,10,25.00,400.00,-1.00,0,0,102,0
10787,5901,0,10,25.00,25.00,-1.00,0,0,102,0
10788,5902,0,10,63.50,63.50,-1.00,0,0,102,0
10789,5903,0,10,87.00,87.00,-1.00,0,0,102,0
10790,5904,0,10,2.40,2.40,-1.00,0,0,102,0
10791,5905,0,10,110.00,133.00,-1.00,0,0,102,0
10792,5906,0,10,156.00,300.00,-1.00,0,0,102,0
10793,5907,0,10,4.90,4.90,-1.00,0,0,102,0
10794,5908,0,10,110.00,600.00,-1.00,0,0,102,0
10795,5909,0,10,100.00,400.00,-1.00,0,0,102,0
10796,5910,0,10,50.00,200.00,-1.00,0,0,102,0
10797,5911,0,10,50.00,600.00,-1.00,0,0,102,0
10798,5912,0,10,50.00,600.00,-1.00,0,0,102,0
10799,5913,0,10,50.00,600.00,-1.00,0,0,102,0
10800,5914,0,10,25.00,400.00,-1.00,0,0,102,0
10809,5923,0,10,25.00,25.00,-1.00,0,0,102,0
10810,5924,0,10,63.50,63.50,-1.00,0,0,102,0
10811,5925,0,10,87.00,87.00,-1.00,0,0,102,0
10812,5926,0,10,2.40,2.40,-1.00,0,0,102,0
10813,5927,0,10,110.00,133.00,-1.00,0,0,102,0
10814,5928,0,10,156.00,300.00,-1.00,0,0,102,0
10815,5929,0,10,4.90,4.90,-1.00,0,0,102,0
10816,5930,0,10,110.00,600.00,-1.00,0,0,102,0
10817,5931,0,10,100.00,400.00,-1.00,0,0,102,0
10818,5932,0,10,50.00,200.00,-1.00,0,0,102,0
10819,5933,0,10,50.00,600.00,-1.00,0,0,102,0
10820,5934,0,10,50.00,600.00,-1.00,0,0,102,0
10821,5935,0,10,50.00,600.00,-1.00,0,0,102,0
10822,5936,0,10,25.00,560.00,-1.00,0,0,102,0
10826,5940,0,10,25.00,25.00,-1.00,0,0,102,0
10827,5941,0,10,63.50,63.50,-1.00,0,0,102,0
10828,5942,0,10,87.00,87.00,-1.00,0,0,102,0
10829,5943,0,10,2.40,2.40,-1.00,0,0,102,0
10830,5944,0,10,110.00,133.00,-1.00,0,0,102,0
10831,5945,0,10,156.00,300.00,-1.00,0,0,102,0
10832,5946,0,10,4.90,4.90,-1.00,0,0,102,0
10833,5947,0,10,110.00,600.00,-1.00,0,0,102,0
10834,5948,0,10,100.00,400.00,-1.00,0,0,102,0
10835,5949,0,10,50.00,200.00,-1.00,0,0,102,0
10836,5950,0,10,50.00,600.00,-1.00,0,0,102,0
10837,5951,0,10,50.00,600.00,-1.00,0,0,102,0
10838,5952,0,10,50.00,600.00,-1.00,0,0,102,0
10839,5953,0,10,25.00,560.00,-1.00,0,0,102,0
10842,5956,0,10,25.00,25.00,-1.00,0,0,102,0
10843,5957,0,10,63.50,63.50,-1.00,0,0,102,0
10844,5958,0,10,87.00,87.00,-1.00,0,0,102,0
10845,5959,0,10,2.40,2.40,-1.00,0,0,102,0
10846,5960,0,10,110.00,133.00,-1.00,0,0,102,0
10847,5961,0,10,156.00,300.00,-1.00,0,0,102,0
10848,5962,0,10,4.90,4.90,-1.00,0,0,102,0
10849,5963,0,10,110.00,600.00,-1.00,0,0,102,0
10850,5964,0,10,100.00,400.00,-1.00,0,0,102,0
10851,5965,0,10,50.00,200.00,-1.00,0,0,102,0
10852,5966,0,10,50.00,600.00,-1.00,0,0,102,0
10853,5967,0,10,50.00,600.00,-1.00,0,0,102,0
10854,5968,0,10,50.00,600.00,-1.00,0,0,102,0
10855,5969,0,10,100.00,560.00,-1.00,0,0,102,0
10856,5969,0,20,1.00,1.00,-1.00,0,0,102,0
