"ID","Mfr_ID","Type","Note","MultFunction","DCOffsetFilter","RelayClass","RelayConstr"
26,36,"CRD-7","Type CRD Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",0,0,0,1
27,36,"CRD-8","",0,0,0,1
28,36,"CRD-9","Type CRD Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",0,0,0,1
29,36,"CRP-11","Type CRP Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",0,0,0,1
30,36,"CRP-2","Type CRP Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",0,0,0,1
31,36,"CRP-5","Type CRP Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",0,0,0,1
32,36,"CRP-6","Type CRP Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",0,0,0,1
33,36,"CRP-7","Type CRP Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",0,0,0,1
34,36,"CRP-8","Type CRP Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",0,0,0,1
35,36,"CRP-9","Type CRP Directional Overcurrent Relay
Westinghouse - ABB
Time Current Curves

Curves Similar to CO Relays
",1,0,0,1
553,36,"FH","Mortor Overload Relay",0,0,1,2
821,36,"GFP 1200","Ground Fault Protection Systems

I.L. 14517-F
File 29-700
",0,0,0,0
822,36,"GFP 1200A","Ground Fault Protection Systems

I.L. 14517-F
File 29-700
",0,0,0,0
819,36,"GFP 60","Ground Fault Protection Systems

I.L. 14517-F
File 29-700
",0,0,0,0
820,36,"GFP 60A","Ground Fault Protection Systems

I.L. 14517-F
File 29-700
",0,0,0,0
665,36,"GFR","Type GFR Fround Fault Protection Syatem

Source : Cutler Hammer GFR relay instruction.pdf

Application Data 29-762
Nov, 1988

Tolerance Time + - 10%
                 Pick-Up + - 10%

Note : For GF Time delay, plotted is the opening time.",0,0,0,0
943,36,"GR","'GROUNDGARD' Ground-Fault Protection System

Type            Style Number
---------          ----------------------
GR              5264C09H02
GR1            5264C09H04
GRT            5264C09H06
GRT1          5264C09H05
                    5264C10H04
                    5264C10H08
                    5264C10H05
Note : Select Curve corresponding to Trip setting.
           If Trip Setting is A, Select Curve A

Source : I.L. 16-220-3E
",0,0,0,0
944,36,"GRT","'GROUNDGARD' Ground-Fault Protection System

Type            Style Number
---------          ----------------------
GR              5264C09H02
GR1            5264C09H04
GRT            5264C09H06
GRT1          5264C09H05
                    5264C10H04
                    5264C10H08
                    5264C10H05
Note : Select Curve corresponding to Trip setting.
           If Trip Setting is A, Select Curve A

Source : I.L. 16-220-3E",0,0,0,0
418,36,"HCRD","Type CO Relay
Very Inverse
Low Energy
60 Cycles
Time Curves
I.L. 41-433.1
",0,0,0,1
36,36,"IQ-1000 II","Westinghous IQ-1000 II Motor Protection Relay

User's Manual.
TD 17297B
July 1992

",1,1,1,0
1245,36,"IQ-2000","IQ-2000
Model B
Motor Command System

Source : TD-11-720-B.pdf",1,1,1,0
490,36,"IRC-2","",0,0,0,1
491,36,"IRD-2","",0,0,0,1
492,36,"IRP-2","",0,0,0,1
1207,36,"IRQ 9","",0,0,0,0
1205,36,"IRV 9","ABB Automation Inc.
Instruction Leaflet
41-133.3J
Type IRV Directional
Overcurrent Relay
for Phase Protection

Effective: September 2000
Supersedes I.L. 41-133.3H, dated May 1997
( | ) Denotes Changes since previous issue
",0,0,0,1
1434,36,"I-Tector","",1,0,0,0
721,36,"SA-1","SA-1 Generator Differential Relay

Source : IB41-348_1H%20SA-1.pdf
               Instruction Leaflet 41-348.1H

Effective: November 1997
Supersedes I.L. I.L. 41-348.1G, Dated January 1985",0,0,2,0
791,36,"SC","SC, SC-1 Relay
Instantaneous Overcurrent
41-776.1N, November 1998

Clear time approximated as 0.5 cycles (~0.01 seconds). ",1,0,0,1
599,36,"SMP","Positive Sequence Motor Current (Multiples of IFL)

Note : Ground Fault (alarm or Trip), A range of 0.5 to 2.0 is supplied 
           if specified at time of order.

Curve # 474137

Source : Descriptive Bulletin 41-560 (E)
Westinghouse Canada Inc.
Switchgear and Control Division

",1,0,1,2
722,36,"TC-5","Westinghouse Canada TC-5 Relay
Thermal and Instantaneous Trip

I.L. H41-1104",0,0,0,2
981,36,"Type IT","Type IT Relay

I.L. 41-771.1A
April 1989

Note : Three Operating Time range modeled as single range.
4ms to 8ms at 1000% of trip value
8ms to 12ms at 500% of trip value
16ms to 24ms at 200% of trip value


",0,0,0,1
378,36,"Type ITH","",0,0,0,2
1447,38,"FPU-16","Feeder Protection Unit

Publication : FPU-16-M, November,",1,1,0,0
1448,38,"FPU-32","Feeder Protection Unit

Publication. FPU-32-M, December22, 2006",1,1,0,0
1449,38,"MPS","MPS MOTOR PROTECTION SYSTEM

Source: 
MPS MANUAL
MOTOR PROTECTION SYSTEM, January 12, 2008
Revision 4",1,0,1,0
1450,38,"MPU-16","Startco Engineering Ltd.
PMU-16 Motor Protection Unit


Source : Pub. MPU-16A-M, November, 1997",1,1,1,0
1451,38,"MPU-16A","Startco Engineering Ltd.
PMU-16A Motor Protection Unit


Source : Pub. MPU-16A-M, November, 1997",1,1,1,0
1452,38,"MPU-32","Startco Engineering Ltd.
PMU-32 Motor Protection Unit

Pub. MPU-32-M, January 19, 2005.
",1,1,1,0
1372,38,"PGR-4300","GENERATOR GROUND-FAULT RELAY",0,1,0,0
1124,38,"PGR-5701","Littlefuse®  PGR-5701 Ground-Fault Relay

Source: PGR-5701 Ground-Fault Relay",0,0,0,0
988,38,"PGR-6200","POWR-GARD®
Motor Protection
PGR-6200 SERIES
Motor Protection Relay

Source : Littelfuse_ProtectionRelays_PGR-6200-M.pdf
               June 1, 2009, Revision 2",1,1,1,0
991,38,"PGR-8800","POWR-GARD® Arc Flash Relay PGR-8800

Source : PGR-8800-Manual.pdf

Note: The PGR-8800 has two definite-time overcurrent set points 
          which can be used for instantaneous, short-, and long-time 
          overcurrent protection.",1,1,0,0
1453,38,"SE-102","SE-102 Manual
Ground Fault
Pilot Ground Monitoring

CT Ratio - 200:5",0,0,0,0
1454,38,"SE-105","SE-105 MANUAL
GROUND-FAULT GROUND-CHECK MONITOR
NOVEMBER 24, 2005
REVISION 9

CT Ratio - 200:5

Source : 
Publication: SE-105-M
Document: S95-C105-00000",0,0,0,0
1455,38,"SE-107","SE-107 MANUAL
GROUND-FAULT GROUND-CHECK MONITOR
NOVEMBER 25, 2005


CT Ratio - 200:5

Source : 
Publication: SE-107-M
Document: S95-C107-00000",0,0,0,0
1456,38,"SE-125","SE-125  GROUND-FAULT GROUND-CHECK MONITOR

CT Ratio - 200:5

Publication: SE-125-M
Document: S95-C125-00000",0,0,0,0
1457,38,"SE-134C","GROUND-FAULT GROUND-CHECK MONITOR

Source : 
SE-134 Manual
August 14, 2001 Rev 2",0,0,0,0
1458,38,"SE-135","SE-135 MANUAL
GROUND-FAULT GROUND-CHECK MONITOR
AUGUST 14, 2001

Source : SE-135 Manual.pdf",0,1,0,0
1459,38,"SE-302","SE-302 Earth-Fault Grounding-Resistor Monitor

Source : SE-302 Manual.pdf
               Pub. SE-302-M, May 1997",0,0,0,0
1460,38,"SE-325","SE-325 Neutral-Grounding-Resistor Monitor
Document: S95-C325-00000
Revision 8,  April 30, 2001


Note : Pickup settings are for 200A CT
           CTRatio . . . . . . . . . . . . 200:5
",0,1,0,0
1461,38,"SE-330","SE-330
Neutral-Grounding-Resistor Monitor

Source : Publication SE330-DS

Note : This is Single function relay with DT characteristic curve and adjustable time delay.",0,0,0,0
1462,38,"SE-330HV","SE-330HV NEUTRAL-GROUNDING-RESISTOR MONITOR

SE-330HV Manual.pdf
MARCH 24, 2006
REVISION 0",0,0,0,0
1144,38,"SE-701","SE-701 GROUND-FAULT MONITOR

Source : SE-701%20Manual.pdf
               December 14, 2006
               Revision 5",1,1,0,0
1108,38,"SE-703","SE-703 Earth-Leakage Monitor

Source :littelfuse_protectionrelays_se_703_manual.pdf",1,0,0,0
319,40,"Sepam 1000+","Schneider Electric 
Sepam 1000+ Protection and control
Instruction Manual
03/2000

Time dial entered in TMS (Time Multiplier Setting)

Note : 
Holding Time is Equivalent to Time adder.
Def Time : 0.05 to 300 Sec
IDMT      : 0.5 to 300 Sec

Thermal Curves of function 49 are plotted for combination 
           of Eso (Initial Heat Rise) and Es2 (Tripping Set Point)",1,1,1,0
320,40,"Sepam 20","Schneider Electric 
Sepam Series 20 Digital Relay Reference Guide
Instruction Bulletin
7/2003

63230-216-224A1

Note : Thermal Curves of function 49 are plotted for combination 
           of Eso (Initial Heat Rise) and Es2 (Tripping Set Point)

Time Adder is Timer Hold.
",1,1,0,0
796,40,"Sepam M20","Schneider Electric 
Sepam Series 20 Digital Relay Reference Guide
Instruction Bulletin
7/2003

63230-216-224A1

Note : Thermal Curves of function 49 are plotted for combination 
           of Eso (Initial Heat Rise) and Es2 (Tripping Set Point)
",1,1,1,0
1016,40,"Vigirack-H110","
Vigirack H110 51N
Models :
H113 - 10A to 50A
H115 - 2A to 12A
H116 - 0.3A to 1.5A
",1,1,0,0
1019,40,"Vigirack-H117","",0,0,0,0
1017,40,"Vigirack-I310","Vigirack I310
50 + 51

Note :

Pickup Ir is function two variables K1  (0.6 to 3) and multiplier (1x to 1.4x)
The range in the model is product of two.",1,0,0,0
1018,40,"Vigirack-IH110","Vigirack I310
50N + 51N

Note :

Pickup Ir is function two variables K1  (0.06 to 0.45) and multiplier (1x to 1.4x)
The range in the model is product of two.",1,1,0,0
1247,40,"VIP 200","Note : CT Primary = INC

INC CSa = 20A or 40A
INC CSb = 125A or 250A

I> Pickup range is Is/INC in DIP Switches",1,1,0,0
731,40,"VIP 300","Merlin Gerin
VIP 300 protection relay

Source :Publication No.PB0402 WH1000W O/S-BP",1,0,0,0
220,46,"DQAJA","Fuji Relays
Induction Disk Type Overcurrent Relay
Time-Current Curves

Product Literature          

                                                ",0,0,0,1
221,46,"DQAJB","Fuji Relays
Induction Disk Type Overcurrent Relay
Time-Current Curves

Product Literature          
                  ",0,0,0,1
222,46,"DQAJC","",0,0,0,1
223,46,"DQAJD","",0,0,0,1
1341,46,"F-MPC30","",1,1,0,0
1342,46,"F-MPC60B","",1,1,0,0
37,49,"139","Multilin 139 Series Motor Protection Relay

Instruction Manual

Note:
For Device Function 50N, ground CT ratio is 2000:1. Section 1 
setting of 0.0005 is ONLY for calculation purpose to convert
Instantaneous settings into AMPS.  Ground CT ratio of 0.0005
MUST be selected.
",1,1,1,0
38,49,"169","Multilin 169 Motor Management Relay

Instruction Manual: 169-M14/10/86

Note: Overload Curve set at 1x FLA.
",1,1,1,0
39,49,"239","GE Power Management
239 Motor Protection Relay
Time Current Curves

Instruction Manual, P/N: 1601-0060-D8

Device Function 51/50 SC is Thermal Overload coupled with Phase Short Circuit
Device Function 51/50 MJ is Thermal Overload coupled with Mechanical Jam 
Mechanical Jam = Locked Rotor
50N is Ground Trip


",1,1,1,0
40,49,"269 Plus","Multilin 269 Plus
Motor Management Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0013-C8
1998

Note:
For ground trip functions:
1. Select section 1 tap as 1.
2. DO NOT select time dial section.
3. Set desired settings for instantaneous trip and delay.

50G(2000:1) stands for ground trip when the CT is the 
Multilin standard Ground CT of 50:0.025A (2000:1 ratio).

For other CT ratios select device function 50G.

",1,1,1,0
41,49,"369","GE Multilin 369 Motor Management Relay

Instruction Manual
P/N: 1601-0077-BC (GEK-106288)
2001

",1,1,1,0
42,49,"469","GE Multilin 469 Motor Management Relay

Instruction Manual
P/N: 1601-0057-D8 (GEK-106289)
2001

Device Function 51/50 SC is Thermal Overload coupled with Phase Short Circuit
Device Function 51/50 LR is Thermal Overload coupled with Mechanical Jam 
Mechanical Jam = Locked Rotor
50N is Ground Trip
",1,1,1,0
526,49,"565","GE Multilin 565 Relay (Feeder Protection)

Source: Manual P/N: 1601-0017-E6 

Note: Coefficients for IEC curves have been adjusted 
to convert Time Dial (1-32) to Multiplier (divide TD by 20).",1,1,0,0
893,49,"D60","D60 Line Distance Protection

Note:
0.001 has been entered in place of 0.
",1,1,0,0
43,49,"F60","GE Multilin F60 Feeder Management Relay

Note:
0.001 has been entered in place of 0.
",1,1,0,0
871,49,"Protect4A","PROTECT4A (P4A) MOTOR PROTECTION RELAY

Source : Instruction Manual p4aman.pdf",1,0,1,0
841,49,"SR350","GE Digital Energy / Multilin

350 Feeder Protection System

Source : 350 Feeder Protection System  Instruction Manual

Note : When Timed Over-Current is programmed with Definite time, the operating time is
obtained after multiplication of the selected Multiplier (TDM) by a 0.1 s base line. For
example, selection of TDM = 5 would lead to a 0.5 s operating time.",1,1,0,0
324,49,"SR489","",1,1,2,0
44,49,"SR735","Multilin SR735
Feeder Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0048-DA
1995",1,1,0,0
45,49,"SR737","Multilin SR737
Feeder Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0048-DA
1995
",1,1,0,0
46,49,"SR745","SR 745
Transformer Management Relay
Time-Current Curves.

Source: GE Power Management
Products CD
4000-0025
GEZ-8190
",1,1,0,0
47,49,"SR750","Multilin SR 750
Feeder Management Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0044-A8
1996

Revision:
Manual P/N: 1601-0120-A5
Manual Order Code: GEK-106471D",1,1,0,0
48,49,"SR760","Multilin SR 760
Feeder Management Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0044-A8
1996

Revision:
Manual P/N: 1601-0120-A5
Manual Order Code: GEK-106471D",1,1,0,0
874,50,"AC LSIG","",1,0,0,0
875,50,"ECS/SST","",1,0,0,0
876,50,"QUICK-TRIP","",1,0,0,0
882,54,"BE1-1051","OVERCURRENT PROTECTION SYSTEM
BE1-1051

Increment for Tap
0.01 for 0.01 to 9.99
0.1 for 10.0 to 16.0

Increment for Instantaneous Overcurrent 
0.01 for 0.01 to 9.99
0.1 for 10.0 to 99.9
1.0 for 100 to 150
",1,1,0,0
829,54,"BE1-11f","BE1-11i Intertie Protection System

Publication: 9424200993
Revision: N Dec-1",1,1,0,0
854,54,"BE1-11g","GENERATOR PROTECTION SYSTEM BE1-11g

Publication: 9424200994
Revision: B 10/09",1,0,0,0
1209,54,"BE1-11i","",1,0,0,0
1365,54,"BE1-11M","BE1-11m
Motor Protection System

Publication: 9424200996
Revision: T Nov-17",1,1,0,0
1114,54,"BE1-11t","Transformer Ptotection Sysyem BE1-11t",1,1,0,0
1039,54,"BE1-46N","Publication: 9170000990
Revision: L 12/12",1,0,0,0
415,54,"BE1-50","Basler Electric
BE1-50 Instantaneous Relay


Publication: 9 1710 00 990
Revision: D 12/01",0,1,0,0
49,54,"BE1-50/51B","Basler Electric BE1-50/51 Overcurrent Protection System
Source: Basler Electric Instruction Manual
Publication: 9 2520 00 991   Revision:  G  10/95
October 1995

Note : For phase applications, the maximum time to trip is 3.5 cycles at a pickup
multiple of 1.0, and 1.5 cycles at a pickup multiple of 3.0. The
corresponding times for ground applications are 4.5 and 1.75 cycles.
Worst case at multiple of 1.0 is considerd.
On 100 series relays, additional delays of 0.1, 0.2, or 0.3 seconds may be
added

",1,0,0,0
1463,54,"BE1-50/51B 105","Instantaneous delay:
For phase applications, the maximum time to trip is 3.5 cycles at a 
pickup multiple of 1.0, and 1.5 cyclesat a pickup multiple of 3.0.
The corresponding times for ground applications are 4.5 and 1.75 
cycles.Figure 1-3 shows the instantaneous characteristic curves for maximum time to trip.

On 100 series relays, additional delays of 0.1, 0.2, or 0.3 seconds 
may be added with internal switchesSW3-2 and SW3-3.",1,1,0,0
723,54,"BE1-50/51B 218","OVERCURRENT RELAY
BE1-50/51B-218


Source : BE1-50/51B-218/-228 General Information 9252000995 Rev G

Note : For phase applications, the maximum time to trip is 3.5 cycles at a pickup
multiple of 1.0, and 1.5 cycles at a pickup multiple of 3.0. The
corresponding times for ground applications are 4.5 and 1.75 cycles.
Worst case at multiple of 1.0 is considerd.",1,0,0,0
1324,54,"BE1-50/51B-107","Basler BE1-50/51B-107 Overcurrent Relay
Time-Current Curves

Source: Basler Electric
Instruction Manual
Publication: 9 2520 00 994   Revision:  C  12/95
December 1993",1,1,0,0
1172,54,"BE1-50/51B-207","Basler BE1-50/51B-207 Overcurrent Relay
Time-Current Curves

Source: Basler Electric
Instruction Manual
Publication: 9 2520 00 994   Revision:  C  12/95
December 1993",1,1,0,0
50,54,"BE1-50/51B-214","Basler BE1-50/51B-214 Overcurrent Relay
Time-Current Curves

Source: Basler Electric
Instruction Manual
Publication: 9 2520 00 994   Revision:  C  12/95
December 1993",1,1,0,0
531,54,"BE1-50/51B-219","Basler Electric
Publication: 9252000981
Revision: E 09/2006",1,1,0,0
532,54,"BE1-50/51B-226","",1,1,0,0
1036,54,"BE1-50/51B-231","OVERCURRENT RELAY
BE1-50/51B-231

Source: Basler Electric
Instruction Manual
Publication: 9252000896
Revision: A 03/08",1,1,0,0
1325,54,"BE1-50/51B-232","OVERCURRENT RELAY
BE1-50/51B-232 
Publication: 9252000896
Revision: A 03/08

Note : Additional fixed delays 0.1, 0.2 or 0.3 seconds not modeled.",1,1,0,0
1139,54,"BE1-50/51B-235","OVERCURRENT RELAYS
BE1-50/51B-235 and BE1-50/51B-236
Source: Basler Electric
Instruction Manual
Publication: 9252000898 Rev B 03/11

A - (50-A) Element
B - (50-B) Element

Note : No Intentional Delay = 0.022 Sec for Phase and 0.023 For Ground
           When Switch 3 is closed, it will add 0.1 sec delay equal to 0.122 Sec for Phase and 0.123 Sec for Ground.",1,1,0,0
1140,54,"BE1-50/51B-236","OVERCURRENT RELAYS
BE1-50/51B-235 and BE1-50/51B-236
Source: Basler Electric
Instruction Manual
Publication: 9252000898 Rev B 03/11

A - (50-A) Element
B - (50-B) Element

Note : No Intentional Delay = 0.022 Sec for Phase and 0.023 For Ground
           When Switch 3 is closed, it will add 0.1 sec delay equal to 0.122 Sec for Phase and 0.123 Sec for Ground.",1,1,0,0
1141,54,"BE1-50/51B-237","OVERCURRENT RELAYS
BE1-50/51B-237 and BE1-50/51B-238
Publication: 9252000899
Revision: B 12/11

Note : No Intentional Delay = 0.022 Sec for Phase and 0.023 For Ground
           When Switch 3 is closed, it will add 0.1 sec delay equal to 0.122 Sec for Phase and 0.123 Sec for Ground.",1,1,0,0
1142,54,"BE1-50/51B-238","OVERCURRENT RELAYS
BE1-50/51B-237 and BE1-50/51B-238
Publication: 9252000899
Revision: B 12/11

Note : No Intentional Delay = 0.022 Sec for Phase and 0.023 For Ground
           When Switch 3 is closed, it will add 0.1 sec delay equal to 0.122 Sec for Phase and 0.123 Sec for Ground.",1,1,0,0
1243,54,"BE1-50/51B-244","OVERCURRENT RELAYS
BE1-50/51B-235 and BE1-50/51B-244
Source: Basler Electric Instruction Manual
Publication: 9252000793
Revision: C 12/11
Basler be1 50_51B-244.pdf

A - (50-A) Element
B - (50-B) Element

Note : No Intentional Delay = 0.022 Sec for Phase and 0.023 For Ground
           When Switch 3 is closed, it will add 0.1 sec delay equal to 0.122 Sec for Phase and 0.123 Sec for Ground.",1,1,0,0
1285,54,"BE1-50/51B-252","BE1-50/51B-252 Overcurrent Relay

Source : BE1-50-51B-252.pdf
              Publication: 9252000795
              Revision: A May-16",1,1,0,0
1286,54,"BE1-50/51B-253","BE1-50/51B-252 Overcurrent Relay

Source : BE1-50-51B-253.pdf
              Publication: 9252000796
              Revision: A May-16",1,1,0,0
1287,54,"BE1-50/51B-254","BE1-50/51B-254 Overcurrent Relay

Source : BE1-50-51B-254.pdf
              Publication: 9252000797
              Revision: A May-16",1,1,0,0
1288,54,"BE1-50/51B-255","BE1-50/51B-255 Overcurrent Relay

Source : BE1-50-51B-255.pdf
              Publication: 9252000798
              Revision: A May-16",1,1,0,0
1289,54,"BE1-50/51B-56","BE1-50/51B-256 Overcurrent Relay

Source : BE1-50-51B-255.pdf
              Publication: 9252000799
              Revision: A May-16",1,1,0,0
1290,54,"BE1-50/51B-57","BE1-50/51B-257 Overcurrent Relay

Source : BE1-50-51B-255.pdf
              Publication: 9252000799
              Revision: A May-16",1,1,0,0
51,54,"BE1-50/51M","Basler Electric BE1-50/51M Overcurrent Protection System
Time-Current Curves

Source: Basler Electric
Instruction Manual
Publication: 9 2520 00 990   Revision:  G  10/95
October 1995",1,1,0,0
857,54,"BE1-50/51M-100","Basler Electric BE1-50/51M Overcurrent Protection System

Series 100

Source: Basler Electric
Instruction Manual
Publication: 9 2520 00 990   Revision:  G  10/95
October 1995
",1,1,0,0
858,54,"BE1-50/51M-200","Basler Electric BE1-50/51M Overcurrent Protection System

Series 200


Source: Basler Electric
Instruction Manual
Publication: 9 2520 00 990   Revision:  G  10/95
October 1995",1,1,0,0
52,54,"BE1-51","BE1-51, BE1-51/27C, BE1-51/27R Time Overcurrent Relays
Time-Current Curves

Source: Basler Electric
Instruction Manual
Publication: 9 1372 00 998   
September 1993

TCC#      Rev  Curve
99-0956  A       I^2T with Limit # 1
99-0957  A       I^2T with Limit # 2
99-0958  A       I^2T with Limit # 3
99-0959  A       I^2T with Limit # 4
99-0960  A       I^2T with Limit # 5
99-0962  A       I^2T with Limit # 7
99-0963  A       I^2T with Limit # 8
99-0948  A       I^2T with Limit # 1 - Extended Timing
99-0949  A       I^2T with Limit # 2 - Extended Timing
99-0950  A       I^2T with Limit # 3 - Extended Timing
99-0951  A       I^2T with Limit # 4 - Extended Timing
99-0952  A       I^2T with Limit # 5 - Extended Timing
99-0953  A       I^2T with Limit # 6 - Extended Timing
99-0954  A       I^2T with Limit # 7 - Extended Timing
99-0955  A       I^2T with Limit # 8 - Extended Timing
99-1093           BS 142 Long Inverse
99-1094           BS 142 Inverse (1.3)
99-1095           BS 142 Inverse (2.9)
99-1096           BS 142 Very Inverse
99-1097           BS 142 Extremely Inverse
99-0932  B       Short Inverse
99-0931  A       LongInverse
99-0933  B       Definite Time
99-0930  A       Moderately Inverse
99-0929  B       Inverse
99-0928  B       Very Inverse
99-0927  B       Extremely Inverse
99-0926  A       I^2T
99-0944  B       Short Inverse - Extended Timing
99-0946  A       Long Inverse - Extended Timing
99-0942  A       Definitt Time - Extended Timing
99-0945  A       Moderately Inverse - Extended Timing
99-0943  B       Inverse - Extended Timing
99-0941  A       Short Inverse - Extended Timing
99-0940  B       Extremely Inverse - Extended Timing
99-0947  A       I^2T - Extended Timing
",1,1,0,0
912,54,"BE1-51/27","Digital Overcurrent Relay

BE1-51/27

Publication # 90 1077 00 99X
April 5, 1976",1,0,0,0
918,54,"BE1-51/27C","BE1-51, BE1-51/27C, BE1-51/27R Time Overcurrent Relays
Time-Current Curves

Source: Basler Electric
              Instruction Manual
              Publication: 9 1372 00 998 Rev B
   
              08/07
             

Z3 Timing Option Curves  :  Source - 9137200999 Revision C

TCC#      Rev  Curve
99-0956  A       I^2T with Limit # 1
99-0957  A       I^2T with Limit # 2
99-0958  A       I^2T with Limit # 3
99-0959  A       I^2T with Limit # 4
99-0960  A       I^2T with Limit # 5
99-0962  A       I^2T with Limit # 7
99-0963  A       I^2T with Limit # 8
99-0948  A       I^2T with Limit # 1 - Extended Timing
99-0949  A       I^2T with Limit # 2 - Extended Timing
99-0950  A       I^2T with Limit # 3 - Extended Timing
99-0951  A       I^2T with Limit # 4 - Extended Timing
99-0952  A       I^2T with Limit # 5 - Extended Timing
99-0953  A       I^2T with Limit # 6 - Extended Timing
99-0954  A       I^2T with Limit # 7 - Extended Timing
99-0955  A       I^2T with Limit # 8 - Extended Timing
99-1093           BS 142 Long Inverse
99-1094           BS 142 Inverse (1.3)
99-1095           BS 142 Inverse (2.9)
99-1096           BS 142 Very Inverse
99-1097           BS 142 Extremely Inverse
99-0932  B       Short Inverse
99-0931  A       LongInverse
99-0933  B       Definite Time
99-0930  A       Moderately Inverse
99-0929  B       Inverse
99-0928  B       Very Inverse
99-0927  B       Extremely Inverse
99-0926  A       I^2T
99-0944  B       Short Inverse - Extended Timing
99-0946  A       Long Inverse - Extended Timing
99-0942  A       Definitt Time - Extended Timing
99-0945  A       Moderately Inverse - Extended Timing
99-0943  B       Inverse - Extended Timing
99-0941  A       Short Inverse - Extended Timing
99-0940  B       Extremely Inverse - Extended Timing
99-0947  A       I^2T - Extended Timing
",1,0,0,0
598,54,"BE1-51/27R","BE1-51, BE1-51/27C, BE1-51/27R Time Overcurrent Relays
Time-Current Curves

Source: Basler Electric
              Instruction Manual
              Publication: 9 1372 00 997   Revision:  B
              September 1993
             

Z3 Timing Option Curves  :  Source - 9137200999 Revision C

TCC#      Rev  Curve
99-0956  A       I^2T with Limit # 1
99-0957  A       I^2T with Limit # 2
99-0958  A       I^2T with Limit # 3
99-0959  A       I^2T with Limit # 4
99-0960  A       I^2T with Limit # 5
99-0962  A       I^2T with Limit # 7
99-0963  A       I^2T with Limit # 8
99-0948  A       I^2T with Limit # 1 - Extended Timing
99-0949  A       I^2T with Limit # 2 - Extended Timing
99-0950  A       I^2T with Limit # 3 - Extended Timing
99-0951  A       I^2T with Limit # 4 - Extended Timing
99-0952  A       I^2T with Limit # 5 - Extended Timing
99-0953  A       I^2T with Limit # 6 - Extended Timing
99-0954  A       I^2T with Limit # 7 - Extended Timing
99-0955  A       I^2T with Limit # 8 - Extended Timing
99-1093           BS 142 Long Inverse
99-1094           BS 142 Inverse (1.3)
99-1095           BS 142 Inverse (2.9)
99-1096           BS 142 Very Inverse
99-1097           BS 142 Extremely Inverse
99-0932  B       Short Inverse
99-0931  A       LongInverse
99-0933  B       Definite Time
99-0930  A       Moderately Inverse
99-0929  B       Inverse
99-0928  B       Very Inverse
99-0927  B       Extremely Inverse
99-0926  A       I^2T
99-0944  B       Short Inverse - Extended Timing
99-0946  A       Long Inverse - Extended Timing
99-0942  A       Definitt Time - Extended Timing
99-0945  A       Moderately Inverse - Extended Timing
99-0943  B       Inverse - Extended Timing
99-0941  A       Short Inverse - Extended Timing
99-0940  B       Extremely Inverse - Extended Timing
99-0947  A       I^2T - Extended Timing
",1,0,0,0
493,54,"BE1-51A","Basler
Single Phase Time Overcurrent Relay
BE 1-51A
Publication: 9 2011 00 990
Rev: F

Note :

In the curves, The thermal limit has been ignored. The following
thermal limit applies for the curves mantioned below:

Long Time Incerse:
Time Dial    Current Limit
---------------    -------------------
99	    6.289902	
80	    7.163643	
60	    8.446719	
50	    9.454665	
40	    10.768031
30	    12.587061
20	    16.326931
10	    23.91161	
7	    28.937496

Difinite:
Time Dial    Current Limit
---------------    -------------------
99	    16.274536
80	    18.07168
60	    21.14625
50	    23.277288
40	    26.074322

Modrately Inverse:
Time Dial    Current Limit
---------------    -------------------
99	    25.293959
80	    28.819893

Inverse:
Time Dial    Current Limit
---------------    -------------------
99	    27.228991",1,1,0,0
53,54,"BE1-67","Basler Electric BE1-67 Time Overcurrent Relay
Time-Current Curves

Source: Basler Electric
Instruction Manual
Publication: 9 1709 00 990   Revision:  F
November 1995",1,1,0,0
1127,54,"BE1-67N","Basler Electric BE1-67N Time Overcurrent Relay

Source: Basler Electric Instruction Manual
Publication: 9190700990   Revision:  F, August 2007

Note : No option for adjustable Instantaneous delay.

Instantaneous operate times depends on multiples of pickup.
Multiple of Pickup         Operate Time
---------------------------          ---------------------
        1.05                               100ms
        2.0                                 35ms
        5.0                                 20ms
     
",1,1,0,0
554,54,"BE1-700C","Basler Electric BE1-700C Digital Protective Relay
Time-Current Curves

Source: Basler Electric
Instruction Manual
Publication: 9376700990
Revision: B 10/04",1,0,0,0
