"ID","Mfr_ID","Type","Note","MultFunction","DCOffsetFilter","RelayClass","RelayConstr"
423,9,"565","565/575
FEEDER MANAGEMENT RELAY®
Instruction Manual
Software Rev: E2.73
Manual P/N: 1601-0017-E6
Copyright 1996 GE Multilin

Note : 
Instantaneous trip delay:No delay after first cycle of detected over current if Inst
is selected. Otherwise, 1 to 40 cycles delay after first cycle of detected overcurrent.",1,1,0,0
424,9,"575","575
FEEDER MANAGEMENT RELAY®
Instruction Manual
Software Rev: E2.73
Manual P/N: 1601-0017-E6
Copyright 1996 GE Multilin",1,1,0,0
1190,9,"845","845 Transformer Protection System

Source :845man-a2.pdf
Product version: 1.5x
GE publication code: 1601-0651-A2 (GEK-119651A)
",1,1,0,0
1073,9,"850","850 Feeder Protection System

Source : 850man-a2.pdf
",1,1,0,0
1343,9,"889","889 Generator Protection System

Source : 889man-a3.pdf",1,1,1,0
80,9,"ALPS","GE type ALPS Advanced Line Protection System

Source: GE website
http://www.geindustrial.com/cwc/products?famid=31
Instruction Manual - Last Revised 12/05/2002
alps.pdf
alps-02.pdf",1,1,0,0
734,9,"B30","B30 Bus Differential System

Integrated breaker monitoring and control for substation 
and industrial automation.

Source : Manual P/N: 1601-0109-T1 (GEK-113476)
              2008 GE Multilin",1,1,0,0
859,9,"B90","B90 Low Impedance Bus Differential System
UR Series Instruction Manual
B90 revision: 5.7x
Manual P/N: 1601-0115-U1 (GEK-113514)
Copyright © 2009 GE Multilin",1,1,0,0
400,9,"BDD","NOTE: Curves modeled for time delay purpose only.

BDD
GE Transformer Differential Relay with percentage Harmonic Restraint

GEH-2057L
",0,0,0,2
1400,9,"BFC","Instantaneous Overcurrent Relays

Note : High-set instantaneous unit is factory set at approximately 26 times Tap value.
           Pickup is 26 times CT Secondary X Tap setting

Source : emcatalog.pdf",0,0,0,1
716,9,"BGFL","BGFL Ground Fault Relay
GE Multilin
ITI

Source: BGFL.pdf",0,0,0,0
556,9,"C60","C60 Breaker Protection System

Integrated breaker monitoring and control for substation 
and industrial automation.

Source : c60.pdf",1,1,0,0
769,9,"C70","C70 Capacitor Bank Protection and Control System


Source : UR Series Instruction Manual
              C70 Revision: 5.6x
              Manual P/N: 1601-9015-T1 (GEK-113480)
              Copyright © 2008 GE Multilin",1,1,0,0
1174,9,"C90Plus","C90Plus
Automation Logic Controller
GE Digital

Source : GEK-113466B.pdf",1,1,0,0
1117,9,"CFC11B","Incomplete.",0,0,0,0
401,9,"CFD","GE CFD High Speed Differential Relay

GEK-34124G",0,0,0,2
81,9,"CHC","Step size assumed",0,0,0,2
950,9,"CJC","CJC Directional Overcurrent Relay

Model of Instantaneous Unit only

Source : GEK-65537B

Note : 
Curve A - Minimum Pickup
Curve B - Two Times Minimum Pickup
Curve C - Three Times Minimum Pickup
Curve D - Maximum Pickup
",0,0,0,0
951,9,"CJCG","CJCG Directional Overcurrent Relay

Model of Instantaneous Unit only

Source : GEK-65537B

Note : 
Curve A - Minimum Pickup
Curve B - Two Times Minimum Pickup
Curve C - Three Times Minimum Pickup
Curve D - Maximum Pickup
",0,0,0,0
703,9,"CLPG12C","Source : GEI-83910

G2 Contact Closing Time - Maximum Pickup
G1 Contact Opening Time - Maximum Pickup

G2 Contact Closing Time - Minimum Pickup
G1 Contact Opening Time - Minimum Pickup

Notes :
1. All curves taken with Maximum recommended Clutch setting.
2. G2 Contact Closing Time - Maximum Pickup and 
    G1 Contact Opening Time - Maximum Pickup taken with 
    Auxiliary Transformer connected in Shunt (No Step up)
3. G2 Contact Closing Time - Minimum Pickup and 
    G1 Contact Opening Time - Minimum Pickup taken with
    Auxiliary Transformer connected for Step up.

",0,0,0,1
1326,9,"CR124-A2","",1,0,1,0
1327,9,"CR124C","",0,0,1,0
1328,9,"CR124D","",0,0,1,0
1072,9,"CR124K","Thermal Overload Relay
Type:CR124
CR124K
TCC# GES-7201A

Adjustments

Current Setting: 85 to 115% of heater current rating.

Note: Opening Current IPU extended to 16.06177
          Closing Current IPU extended to 16.06177",1,0,1,0
1034,9,"CR324 C&D","TThermal Overload Relay
Type: CR324
CR324C & D
Time Current Curve

TCC# GES-7202A

Adjustments

Current Setting: 90-110% of
heater current rating ",1,0,1,0
1035,9,"CR324 D,E&F","Thermal Overload Relay
Type: CR324
CR324E, F & G
Time Current Curve

TCC# GES-7202A

Adjustments

Current Setting: 90-110% of
heater current rating ",1,0,1,0
1330,9,"CR324C","",0,0,1,0
82,9,"D30","GE type D30 Line Distance Relay

Source: GE website
d30-e2_2.pdf
d30-e2_5.pdf",1,1,0,0
83,9,"D60","GE type D60 Line Distance Relay

Source: GE website
d60-e2_2.pdf
d60-e2_5.pdf",1,1,0,0
269,9,"DDP","GE DDP Relay
www.geindustrial.com
Source: GE Product CD

GES-9854
GES-9855
GES9856",0,1,0,0
1175,9,"DDS","DDS Digital Distribution System Instruction manual
GEK-106164E

Source : ddsman-e.pdf
",0,0,0,0
84,9,"DFP100","GE DFP100 Digital Feeder Protection Relay
Time-Current Characteristics

Instruction Book:   GEK-105545

xz",1,1,0,0
85,9,"DGP","DGP Generator Protection Relay
GE
Voltage Restraint Overcurrent Relay

Manual P/N: GEK-100666D
Instruction Manual
",1,1,0,0
86,9,"DIAC","GE Power Management
DIAC DIFC DSFC
Digital Self Powered Overcurrent Protection

GEK 105570B",1,1,0,0
87,9,"DIFC","E Power Management
DIAC DIFC DSFC
Digital Self Powered Overcurrent Protection

GEK 105570B

",0,1,0,0
88,9,"DLPD","GE type DLPD Digital Line Protection System

Source: GE website
Instruction Manual GEK-105548A
Revised 4/14/1999
dlp3-2.pdf
dlpd.pdf

Step size assumed for time delay",1,1,0,0
89,9,"DSFC","E Power Management
DIAC DIFC DSFC
Digital Self Powered Overcurrent Protection

GEK 105570B

",0,1,0,0
90,9,"F35","GE type F35 Multiple Feeder Management Relay

Source: GE website
f35-e2_2.pdf
f35-e2_5.pdf",1,1,0,0
91,9,"F60","GE type F60 Feeder Management Relay

Source: GE website
f60-e2_2.pdf
f60-e2_5.pdf",1,1,0,0
92,9,"F650","GE type F650 Digital Bay Controller

Source: GE website

f650man.pdf",1,1,0,0
772,9,"G30","G30 Generator Protection System
G30 Revision: 5.6x
Manual P/N: 1601-0166-T1 (GEK-113485)
Copyright © 2008 GE Multilin",1,1,0,0
93,9,"G60","GE type Generator Management Relay

Source: 
g60.pdf
g60-e2_2.pdf
g60-e2_5.pdf",1,1,0,0
884,9,"GCX51B","Directional Distance (Reactance Relay)

Source : GEI-98328J",0,0,0,0
1178,9,"GEPM","GEPM

",1,1,0,0
94,9,"GYC 51","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7001 B",0,0,0,1
95,9,"GYC 53","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7002 B
",0,0,0,1
96,9,"HFC","GE HFC Instantaneous Overcurrent Relays
HFC 21B, HFC22B, HFC23C

Instruction Booklet: GEK-49826D

",1,0,0,2
379,9,"IA-201","GE IA-201 
Relay
Relay Handbook 1926
Tap values assumed equal to IAC 51
",0,0,0,1
380,9,"IA-205","GE IA-205 Relay

Relay Handbook 1926
",0,0,0,1
97,9,"IAC 51","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7001 B

Note : Functions with suffix 'Continuous' are Relays with continuous Phase pickup setting.",1,0,0,1
98,9,"IAC 52-60","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7001 B

Note : Functions with suffix 'Continuous' are Relays with continuous Phase pickup setting.",1,0,0,1
99,9,"IAC 53","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7002 B

Note : Functions with suffix 'Continuous' are Relays with continuous Phase pickup setting.",1,0,0,1
100,9,"IAC 54-80-81","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7002 B
",1,0,0,1
101,9,"IAC 55","Inverse Medium Short Time Overcurrent Relay
Time-Current Curves

Source: GES-7003 A
",1,0,0,1
102,9,"IAC 56","Inverse Medium Short Time Overcurrent Relay
Time-Current Curves

Source: GES-7003 A
",1,0,0,1
275,9,"IAC 57","IAC 57 Relay
Inverse Medium Time Relay
Time-Current Curves

Source: LSP 088330272
",1,0,0,1
103,9,"IAC 66","Inverse Long Time Overcurrent Relay
Time-Current Curves

Source: GES-7004 B

Note : Functions with suffix 'Continuous' are Relays with continuous Phase pickup setting.

",1,0,0,1
1012,9,"IAC 66K","Type IAC66K for Motor Protection.

Source "" GEI-44233 F

Note: Worst Case Scenario considerd for Inst Delay Clearing Curve 
          based on published curve which is not flat.
   
          50/IOC-B for Locked Rotor",1,0,1,1
104,9,"IAC 67","Inverse Long Time Overcurrent Relay
Time-Current Curves

Source: GES-7004 B
",1,0,0,1
105,9,"IAC 70","Inverse Long Time Overcurrent Relay
Time-Current Curves

Source: GES-7004 B
",1,0,0,1
106,9,"IAC 75F","Inverse Medium Short Time Overcurrent Relay
Time-Current Curves

Source: GES-7006
",1,0,0,1
107,9,"IAC 77","Extremely Inverse Standard Time Overcurrent Relay
Time-Current Curves


Note : Range 4-16 with continuous setting is entered as 4.01-16 to 
             differentiate from discrete settings.",1,0,0,1
108,9,"IAC 78","
Extremely Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7005 B
GEH-2059
",1,0,0,1
109,9,"IAC 90","Extremely Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7005 B",1,0,0,1
110,9,"IAC 95F","Inversre Moderately Short Time Overcurrent Relay
Time-Current Curves

Source: GES-7008
",1,0,0,1
753,9,"IAC11","Note : Pickup Settings yet to be verified. Current setting is based on IAC11A relay.
           Curve is derived from GE document SMC_IAC_RELAY_TCC.pdf",1,0,0,0
484,9,"IAC11A","Time Over Current Relay

Note : Curve was based on the time-current values printed on the face plate of IAC 11 Relay
           Revised from the manual 'GE IAC Manual.pdf' from manufacturer.",0,0,0,1
836,9,"IAC11B","Source : GE IAC Manual.pdf",0,0,0,1
1422,9,"IAC11E","",0,0,0,0
785,9,"IAC11S","Model : 12IAC11S81R
Part Bulletin : GEF 2149

Note : Curve based on Faceplate of the Relay.",0,0,0,1
634,9,"IAC11V13R","GE IAC11V13R relay
Data based on name plate details",0,0,0,1
835,9,"IAC12A","Source : GE IAC Manual.pdf",0,0,0,1
702,9,"IAC17A","Source : GE IAC Manual.pdf
",0,0,0,1
982,9,"IAC66S","IAC66S Time-Overcurrent Relay

Source GEK-45344 A
Supersedes GEK-45344

Note : Static Timer Unit is available in two ranges, 0.03-1 second 
and 0.03-3 second. 
Style 51/50/50 (1) is with ST Delay Range 0.03 - 1
Style 51/50/50 (3) is with ST Delay Range 0.05 - 3",1,0,0,1
837,9,"IAC99AN","Time Overcurrent Relay
Type IAC
Model 12IAC99AN

Source: GEK-49927
             GEK-45344",1,0,0,1
111,9,"IBC 51-52","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7001 B",1,0,0,1
112,9,"IBC 53-54","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7002 B
",0,0,0,1
113,9,"IBC 77-78","Extremely Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7005 B",1,0,0,1
114,9,"IBCG 51-52","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7001 B",0,0,0,1
115,9,"IBCG 53-54","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7002 B
",0,0,0,1
116,9,"IBCG 77-78","Extremely Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7005 B",0,0,0,1
117,9,"IBCV 51-52","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7001 B",0,0,0,1
118,9,"IBCV 53-54","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7002 B
",1,0,0,1
119,9,"IBCV 77-78","Extremely Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7005 B",1,0,0,1
397,9,"IC2824-34","Thermal Overload Relay
Type: IC2824-34
Fast Time, Medium Time, Slow Time
Time Current Curve

TCC# GES-7200

Adjustments

Current Setting: 90-110% of
coil current rating",0,0,1,2
120,9,"IFC 51","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7014
",0,0,0,1
121,9,"IFC 53","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7015 A
",1,0,0,1
122,9,"IFC 57","Inverse MediumTime Overcurrent Relay
Time-Current Curves

Source: GES-7017
",0,0,0,1
123,9,"IFC 66","Inverse Long Time Overcurrent Relay
Time-Current Curves

Source: GES-7018
",1,0,0,1
124,9,"IFC 77","Extremely Inverse Time Overcurrent Relay
Time-Current Curves

Source: GES-7016 A
",1,0,0,1
125,9,"IFC 95","Inversre Short Time Overcurrent Relay
Time-Current Curves

Source: GES-7019
",1,0,0,1
325,9,"IFC 95 B","",1,0,0,1
126,9,"IFCV","GE IFCV Time Overcurrent Relays with Voltage Restraint

Instruction Booklet: GEK-49946E",1,0,0,1
127,9,"IJC","GE IJC Current Balance Relays
Instruction Booklet: GEK-65583
NOTE: For Plotting response curve only. 
The pickup is not calculated - 
Slope is not modeled (Operating/restraining)",1,0,0,1
128,9,"IJCV","GE IJCV Voltage Restraint Time-Overcurrent Relay

Instruction Booklet: GEH-2029A
",1,0,0,1
363,9,"IJD52","IJD Percentage Differential Relays
General Electric
GEH-1268 J
",0,0,0,1
364,9,"IJD53","IJD Percentage Differential Relay
GE
GEH-1268 J
",0,0,0,1
783,9,"IJX11A","",0,0,0,0
782,9,"IJX51A","Impedance Relay

Type IJX51A

",0,0,0,0
129,9,"JBC 51-52","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7001 B",0,0,0,1
130,9,"JBC 53-54","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7002 B
",0,0,0,1
131,9,"JBC 77-78","Extremely Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7005 B",0,0,0,1
132,9,"JBCG 51-52","Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7001 B",0,0,0,1
133,9,"JBCG 53-54","Very Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7002 B
",0,0,0,1
134,9,"JBCG 77-78","Extremely Inverse Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7005 B",0,0,0,1
135,9,"JBCV 51-52","GE Phase Directional Overcurrent Relays with Votage Restraint
Type JBCV 51, 53, 77

Instruction Booklet: GEK-49850A
TCC: GES-7001 B

Note:
51/50 device function is for 100% of rated voltage.
51V (67) and 50V (67) has voltage restraint curves
at 100%, 75%, 50%, 30%, and 10% 
with the directional unit.
50 does not have voltage restraint or directional unit.
",1,0,0,1
136,9,"JBCV 53-54","GE Phase Directional Overcurrent Relays with Votage Restraint
Type JBCV 51, 53, 77

Instruction Booklet: GEK-49850A
TCC: GES-7002B

Note:
51/50 device function is for 100% of rated voltage.
51V (67) and 50V (67) has voltage restraint curves
at 100%, 75%, 50%, 30%, and 10% 
with the directional unit.
50 does not have voltage restraint or directional unit.
",1,0,0,1
137,9,"JBCV 77-78","GE Phase Directional Overcurrent Relays with Votage Restraint
Type JBCV 51, 53, 77

Instruction Booklet: GEK-49850A
TCC: GES-7005 B

Note:
51/50 device function is for 100% of rated voltage.
51V (67) and 50V (67) has voltage restraint curves
at 100%, 75%, 50%, 30%, and 10% 
with the directional unit.
50 does not have voltage restraint or directional unit.
",1,0,0,1
1126,9,"L30","GE type L60 Line Phase Comparison Relay

Source: 
l30man-ab1.pdf
",1,1,0,0
138,9,"L60","GE type L60 Line Phase Comparison Relay

Source: 
l60-e2_2.pdf
l60-e2_5.pdf
",1,1,0,0
139,9,"L90","GE type L90 Line Differential Relay

Source: 
l90-e2_2.pdf
l90-e2_5.pdf
",1,1,0,0
885,9,"LodTrak","Lodtrac Solid State Motor Protection

Source : GEH-4449D",1,0,1,0
140,9,"LodTrak III","GE Loadtrak III Motor Protection Relay
GEA-10618A
",0,0,1,2
524,9,"LodTrak IV","LodTrak IV

GEH-5600

Note : For Function 50, lower value of Instantaneous is assumed to be 1 due to lack of data in the instruction manual.

",1,0,1,0
141,9,"LPS-D","GE type LPS-D Line Protection System

Source: 
lps.pdf
lpsd-01.pdf
lpsd-02.pdf
lpsd-07.pdf",1,1,0,0
142,9,"LPS-O","GE type LPS-O Generator Backup Protection

Source: 
lpso.pdf
lpso-02.pdf",1,1,0,0
143,9,"M60","GE type M60 Motor Relay

Source: 
m60.pdf
m60-e2_2.pdf
",1,1,1,0
144,9,"MDP","GE MDP Time Overcurrent Relaying System
Time-Current Curves.

Source: GEK-100682B Instruction Manual
Only 5A models are programmed in this part.
GES-9869	Inverse
GES-9870	Long Time Inverse
GES-9871	Very Inverse
GES-9872	Extremely Inverse
 ",1,1,0,0
763,9,"MGC1000","MGC series 1000

Microprocessor Based Generator Protection Relay

Instructions GEK 105191B

Device Function      Description
50                            Positive Sequence
46                            Negative Sequence

46 is for curve and 46DT is for Instantaneous.
Both cannot be actibe at same time.",1,1,2,0
855,9,"MIB","MIB Impedance Bus Differential Relay
Instruction manual
GEK-106426D
GE Consumer
Multilin


Operate Time: < 15 ms at 4 x pickup",0,0,0,0
268,9,"MIC","GE Power Management
Digital Microprocessor based Non-directional Overcurrent Relay
MIC series 1000
MIC5000

Source: Instructions GEK 98840C
Single function Unit with either phase or ground trip.
",1,1,0,0
277,9,"MIF","GE MIF Digital Feeder Protection

GES-E-013B
GEK-106273G

Source: GE website",1,1,0,0
559,9,"MIF II","GE MIF II Digital Feeder Protection


Source :

GE website
Publication # : GEK-106237K
http://www.geindustrial.com/products/manuals/mifii/mifiiman-k.pdf",1,1,0,0
146,9,"MIG","GE type MIG microprocessor-based relay

Source: 
mig.pdf
migman.pdf",1,1,0,0
278,9,"MIN","GE MIF Digital Feeder Protection

GES-E-013B
GEK-106273G

Source: GE website",1,1,0,0
279,9,"MM2","GE MM2 Motor Manager 2

Instruction/Installation Manual
mm2man-dp.pdf
Last Revised: 4/29/2003

Source: GE website",1,1,1,0
1004,9,"MM200","GE Digital Energy Multilin

MM200
Motor Management System
Low voltage motor protection and control
MM200 revision: 1.2x
Manual P/N: 1601-9034-A6
GE publication code: GEK-113400E
Copyright © 2010 GE Multilin

Note : 50G - CBCT
",1,1,1,0
280,9,"MM3","GE MM3 Motor Manager 3

Instruction/Installation Manual
mm3man.pdf
Last Revised: 1/24/2003

Source: GE website",0,1,1,0
856,9,"MM300","GE Digital Energy Multilin

MM300
Motor Management System
Low voltage motor protection and control
MM300 revision: 1.31
Manual P/N: 1601-9023-A6
GE publication code: GEK-113022E

Note : 50N - Residual
           50G - CBCT
",1,0,1,0
147,9,"PJC","GE PJC Instantaneous Overcurrent Relay

Instruction Manual GEI-28803G
Selection Guide",0,0,0,1
1382,9,"RT1P","IEC Power Devices
IEC Contactors Thermal Overload Relays
C-2000

Surce : GEH-6237.pdf
            GE-GEC-RT1P-pdf.pdf",0,0,0,0
572,9,"SBD","GE SBD Static Bus Differential Relay
Single Phase

GEZ-7723A GE Protection and Control Catalog, 1992
GEK-45451 Instructions Manual",0,0,0,1
617,9,"Series RMS-9D","
(S) or CT in Amps             Pickup Setting in Increments of .01S
150 - 2000                                       .2 - .6
3200                                                .2 - .37
4000                                                .2 - .3
5000                                                .2 - .24

Delay Bands (I2t In & Out): 1 = Min, 2 = Int, 3 = Max

Type WaveProTM with Enhanced MicroVersaTrip PlusTM
or MicroVersaTrip PMTM (Series RMS-9D) Digital RMS Trip Units",0,0,0,0
148,9,"SFC 151","Inverse Standard Time Static Time Overcurrent Relay
Time-Current Curves

Source: GES-7011 A
",0,1,0,0
149,9,"SFC 153","Very Inversre Standard Time Overcurrent Relay
Time-Current Curves

Source: GES-7012 A
",0,1,0,0
150,9,"SFC 177","Extremely Inverse Standard Time Static Time Overcurrent Relay
Time-Current Curves

Source: GES-7013 A
",0,1,0,0
151,9,"SGC","GE type Negative-sequence Time Overcurrent Relay

Source: 2
sgc.pdf
sgc_inst.pdf

",0,1,0,0
907,9,"SMOR-B","SMOR-B
Feeder Management System
Instruction manual
GEK-105593G",1,1,0,0
405,9,"SPD","Type SPD Pilot Wire Differential Relay

GE
GET-6462A",0,1,0,0
1005,9,"SR345","GE Digital Energy / Multilin

345 Transformer Protection System

Source :Instruction manual 345man-a6.pdf
              345 revision: 1.5x
               Manual P/N: 1601-9098-A6
               GE publication code: GEK-113568E",1,1,0,0
911,9,"SR350","GE Digital Energy / Multilin

350 Feeder Protection System

Source : 350 Feeder Protection System  Instruction Manual

Note : The selection of Definite Time has a base time
delay of 0.1 s, multiplied by the selected TD multiplier. For example the operating time for
TOC set to Definite Time and a TDM set to 5 will result in 5*0.1 = 0.5 s.

Note : 
ARC FLASH HS PHASE/GROUND INSTANTANEOUS OVERCURRENT HS 50P/50G
Operate Time:.......................4 ms at >6 x Pickup at 60 Hz
5 ms at >6 x Pickup at 50 Hz
4-8 ms at > (3-6) x Pickup at 60 Hz
4-10 ms at > (3-6) x Pickup at 50 Hz",1,1,0,0
271,9,"SR489","GE type 489 Generator Management Relay

Source:  GEK-106290A 
Last Revised 8/23/2003
489-1.pdf
",1,1,2,0
152,9,"SR735","Multilin SR735
Feeder Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0048-DA
1995",1,1,0,0
679,9,"SR735 MOD003","Multilin SR735
Feeder Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0048-DA
1995",1,1,0,0
153,9,"SR737","Multilin SR737
Feeder Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0048-DA
1995
",1,1,0,0
680,9,"SR737 MOD003","Multilin SR737
Feeder Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0048-DA
1995
",1,1,0,0
154,9,"SR745","SR 745
Transformer Management Relay
Time-Current Curves.

Source: GE Power Management
Products CD
4000-0025
GEZ-8190",1,1,0,0
155,9,"SR750","Multilin SR 750
Feeder Management Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0044-A8
1996

Revision:
Manual P/N: 1601-0120-A5
Manual Order Code: GEK-106471D",1,1,0,0
156,9,"SR760","Multilin SR 760
Feeder Management Relay
Time-Current Curves

Source: GE Power Management
Instruction Manual
Manual P/N: 1601-0044-A8
1996

Revision:
Manual P/N: 1601-0120-A5
Manual Order Code: GEK-106471D",1,1,0,0
1171,9,"SR869","Source : 869_GEA12784A.pdf",1,1,1,0
402,9,"STD","STD Transformer Differential Relay

GEK-45307",1,0,0,2
157,9,"T35","GE type T35 Transformer Management Relay

Source: 
t35-e2_2.pdf
t35-e2_5.pdf",1,1,0,0
158,9,"T60","GE type T60 Transformer Management Relay

Source: 
t60-e2_2.pdf
t60-e2_5.pdf",1,1,0,0
159,9,"TCCV","GE type TCCV Directional Overcurrent Relay

Source: GE website
tccv.pdf

Step size assumed for time delay",0,1,0,0
393,9,"TGSR","GE Ground Break TGSR Relay
Low Voltage Circuit Breaker Application

Curve : GES-6135

Delay times are maximum clearing time as seen in the curve.
Delay clearing time of 0.4, 0.6, 0.8 and 0.9 assumed at 12% tolerance.",0,1,0,0
485,9,"THC","Type THC
Thermal Overcurrent Relay

GE Protection and Control Products Catalog 6-90
GEZ-7723
Pages 6-8 and 6-9",0,0,0,2
390,9,"TMC","GE Thermal Overcurrent Relay
Type TMC11B",0,0,0,2
1295,9,"TMC21B","Thermal Overcurrent Relay

Types TMC21B, TMC23B


Source : GEK-49940",1,0,1,0
1296,9,"TMC23B","Thermal Overcurrent Relay

Types TMC21B, TMC23B


Source : GEK-49940",1,0,1,0
575,9,"TOC1000A","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",1,0,0,0
577,9,"TOC1000B","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",1,0,0,0
579,9,"TOC4000A","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",0,0,0,0
581,9,"TOC4000B","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",0,0,0,0
582,9,"TOC5000A","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",0,0,0,0
584,9,"TOC6000A","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",1,0,0,0
585,9,"TOC6000B","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",1,0,0,0
580,9,"TOC7000A","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",0,0,0,0
583,9,"TOC7000B","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",0,0,0,0
576,9,"TOC8000A","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",1,0,0,0
578,9,"TOC8000B","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",1,0,0,0
586,9,"TOC9000A","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",1,0,0,0
587,9,"TOC9000B","GE TOC Relay
TOC Series 1000S

Instructions GEK-90551A
NOTE: Select Appropriate Curve Type based on Time Dial Range
Instruction Manual has conflicting information for Time Dial range 
between TCC and Front Panel Settings picture.
",1,0,0,0
921,9,"TYS3","TYS3 MOD-10 System

Source : GEK-90653
",1,0,0,0
922,9,"W650","W650 Wind Generator Protection System

Source: GEK-113032A 
              W650man-a.pdf",1,1,0,0
800,11,"GR-100","BBC Brown Boveri

ITE Ground Protection Systems
IB-18.1.7-2
Issue H",0,0,0,0
797,11,"GR-2","BBC Brown Boveri

ITE Ground Protection Systems
IB-18.1.7-2
Issue H",0,0,0,0
799,11,"GR-20","BBC Brown Boveri

ITE Ground Protection Systems
IB-18.1.7-2
Issue H",0,0,0,0
887,11,"GR-200","ITE Ground Shield
Fround Fault Relay Type GR 200
Use with GS-200 Sensors only

Jan 1969
",0,0,0,0
798,11,"GR-5","BBC Brown Boveri

ITE Ground Protection Systems
IB-18.1.7-2
Issue H",0,0,0,0
