"ParentID","CurveName","Ordinal","vK","vE","DTAfter","DTMinTime"
82218,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82218,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82263,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82263,"L Inv",40,120.00,1.00,20.00,0.05
82263,"N Inv (TypeA)",10,0.14,0.02,20.00,0.05
82263,"V Inv (Type C)",20,13.50,1.00,20.00,0.05
82265,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82265,"L Inv",40,120.00,1.00,20.00,0.05
82265,"N Inv (TypeA)",10,0.14,0.02,20.00,0.05
82265,"V Inv (Type C)",20,13.50,1.00,20.00,0.05
82267,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82267,"L Inv",40,120.00,1.00,20.00,0.05
82267,"N Inv (TypeA)",10,0.14,0.02,20.00,0.05
82267,"V Inv (Type C)",20,13.50,1.00,20.00,0.05
82293,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82293,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82293,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82293,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82323,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82323,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82323,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82323,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82439,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.04
82439,"IEC Long Time Inverse",40,120.00,1.00,30.00,0.04
82439,"IEC ST Inv",50,0.05,0.04,30.00,0.04
82439,"IEC Std Inverse",10,0.14,0.02,30.00,0.04
82439,"IEC Very Inverse",20,13.50,1.00,30.00,0.04
82456,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.04
82456,"IEC Long Time Inverse",40,120.00,1.00,30.00,0.04
82456,"IEC ST Inv",50,0.05,0.04,30.00,0.04
82456,"IEC Std Inverse",10,0.14,0.02,30.00,0.04
82456,"IEC Very Inverse",20,13.50,1.00,30.00,0.04
82581,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82581,"L Inv",40,120.00,1.00,20.00,0.05
82581,"N Inv (TypeA)",10,0.14,0.02,20.00,0.05
82581,"V Inv (Type C)",20,13.50,1.00,20.00,0.05
82611,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82611,"L Inv",40,120.00,1.00,20.00,0.05
82611,"N Inv (TypeA)",10,0.14,0.02,20.00,0.05
82611,"V Inv (Type C)",20,13.50,1.00,20.00,0.05
82613,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82613,"L Inv",40,120.00,1.00,20.00,0.05
82613,"N Inv (TypeA)",10,0.14,0.02,20.00,0.05
82613,"V Inv (Type C)",20,13.50,1.00,20.00,0.05
82695,"1 Inv",10,0.14,0.02,,
82695,"2 Inv",20,0.06,0.02,,
82695,"3 V Inv",30,13.50,1.00,,
82695,"4 Ext Inv",40,60.00,2.00,,
82714,"1 Inv",10,0.14,0.02,,
82714,"2 Inv",20,0.06,0.02,,
82714,"3 V Inv",30,13.50,1.00,,
82714,"4 Ext Inv",40,60.00,2.00,,
82764,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82764,"N Inv (TypeA)",10,0.14,0.02,20.00,0.05
82764,"V Inv (Type C)",20,13.50,1.00,20.00,0.05
82812,"Ext Inv",30,80.00,2.00,,0.03
82812,"LT Inv",40,120.00,1.00,,
82812,"N Inv",10,0.14,0.02,,
82812,"V Inv",20,13.50,1.00,,
82826,"Ext Inv",30,80.00,2.00,,0.03
82826,"LT Inv",40,120.00,1.00,,
82826,"N Inv",10,0.14,0.02,,
82826,"V Inv",20,13.50,1.00,,
82833,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82833,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82833,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82833,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82847,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82847,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82847,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82847,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82861,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82861,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82861,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82861,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82875,"E Inv (Type C)",30,80.00,2.00,20.00,0.05
82875,"Inv (TypeA)",10,0.14,0.02,20.00,0.05
82875,"L Inv (Type B)",40,120.00,1.00,20.00,0.05
82875,"V Inv (Type B)",20,13.50,1.00,20.00,0.05
82905,"Ext Inverse",40,80.00,2.00,,
82905,"Long-time Inverse",30,120.00,1.00,,
82905,"Standard Inverse",10,0.14,0.02,,
82905,"Very Inverse",20,13.50,1.00,,
82907,"Ext Inverse",40,80.00,2.00,,
82907,"Long-time Inverse",30,120.00,1.00,,
82907,"Standard Inverse",10,0.14,0.02,,
82907,"Very Inverse",20,13.50,1.00,,
82931,"EI",10,80.00,2.00,,
82931,"I",30,0.14,0.02,,
82931,"LTI",40,120.00,1.00,,
82931,"VI",20,13.50,1.00,,
82936,"EI",10,80.00,2.00,,
82936,"I",30,0.14,0.02,,
82936,"LTI",40,120.00,1.00,,
82936,"VI",20,13.50,1.00,,
82954,"Ext Inv",30,80.00,2.00,,0.10
82954,"Std Inv",10,0.14,0.02,,0.10
82954,"V Inv",20,13.50,1.00,,0.10
82982,"Curve A (BS142)",10,0.14,0.02,,
82982,"Curve B (BS142)",20,13.50,1.00,,
82982,"Curve C (BS142)",30,80.00,2.00,,
82982,"Short Inverse",40,0.05,0.04,,
83031,"Curve A (BS142)",10,0.14,0.02,,
83031,"Curve B (BS142)",20,13.50,1.00,,
83031,"Curve C (BS142)",30,80.00,2.00,,
83031,"Short Inverse",40,0.05,0.04,,
83059,"Extremely Inverse",30,80.00,2.00,20.00,
83059,"Long-time Inverse",40,120.00,1.00,20.00,
83059,"Normal Inverse",10,0.14,0.02,20.00,
83059,"Very Inverse",20,13.50,1.00,20.00,
83080,"Extremely Inverse",30,80.00,2.00,20.00,
83080,"Long-time Inverse",40,120.00,1.00,20.00,
83080,"Normal Inverse",10,0.14,0.02,20.00,
83080,"Very Inverse",20,13.50,1.00,20.00,
83204,"Curve A -  N Inv",10,0.14,0.02,,
83204,"Curve B - M Inv",20,13.50,1.00,,
83204,"Curve C - Ext Inv",30,49.50,2.00,,
83221,"Ext Inv",30,80.00,2.00,,
83221,"M Inv",20,13.50,1.00,,
83221,"N Inv",10,0.14,0.02,,
83587,"IEC Ext Inverse",30,80.00,2.00,,
83587,"IEC L Inv",50,120.00,1.00,,
83587,"IEC N Inv",10,0.14,0.02,,
83587,"IEC S Inv",40,0.05,0.04,,
83587,"IEC V Inverse",20,13.50,1.00,,
83596,"IEC Ext Inverse",30,80.00,2.00,,
83596,"IEC L Inv",50,120.00,1.00,,
83596,"IEC N Inv",10,0.14,0.02,,
83596,"IEC S Inv",40,0.05,0.04,,
83596,"IEC V Inverse",20,13.50,1.00,,
83667,"Ext Inverse",30,80.00,2.00,,
83667,"Long-time Inverse",40,120.00,1.00,,
83667,"Normal Inverse",50,0.14,0.02,,
83667,"Standard Inverse",10,0.14,0.02,,
83667,"Very Inverse",20,13.50,1.00,,
83789,"E Inv",30,80.00,2.00,20.00,
83789,"L Inv",40,120.00,1.00,20.00,
83789,"N Inv",10,0.14,0.02,20.00,
83789,"V Inv",20,13.50,1.00,20.00,
83806,"E Inv",30,80.00,2.00,20.00,
83806,"L Inv",40,120.00,1.00,20.00,
83806,"N Inv",10,0.14,0.02,20.00,
83806,"V Inv",20,13.50,1.00,20.00,
83823,"E Inv",30,80.00,2.00,20.00,
83823,"L Inv",40,120.00,1.00,20.00,
83823,"N Inv",10,0.14,0.02,20.00,
83823,"V Inv",20,13.50,1.00,20.00,
83840,"E Inv",30,80.00,2.00,20.00,
83840,"L Inv",40,120.00,1.00,20.00,
83840,"N Inv",10,0.14,0.02,20.00,
83840,"V Inv",20,13.50,1.00,20.00,
83872,"IEC Ext Inverse",30,80.00,2.00,20.00,0.05
83872,"IEC N Inv",10,0.14,0.02,20.00,0.05
83872,"IEC V Inverse",20,13.50,1.00,20.00,0.05
83883,"IEC Ext Inverse",30,80.00,2.00,20.00,0.05
83883,"IEC N Inv",10,0.14,0.02,20.00,0.05
83883,"IEC V Inverse",20,13.50,1.00,20.00,0.05
84206,"E Inv",30,80.00,2.00,20.00,
84206,"L Inv",40,120.00,1.00,20.00,
84206,"N Inv",10,0.14,0.02,20.00,
84206,"V Inv",20,13.50,1.00,20.00,
84267,"E Inv",30,80.00,2.00,20.00,
84267,"L Inv",40,120.00,1.00,20.00,
84267,"N Inv",10,0.14,0.02,20.00,
84267,"V Inv",20,13.50,1.00,20.00,
84274,"E Inv",30,80.00,2.00,20.00,
84274,"L Inv",40,120.00,1.00,20.00,
84274,"N Inv",10,0.14,0.02,20.00,
84274,"V Inv",20,13.50,1.00,20.00,
84333,"E Inv",30,80.00,2.00,20.00,
84333,"L Inv",40,120.00,1.00,20.00,
84333,"N Inv",10,0.14,0.02,20.00,
84333,"V Inv",20,13.50,1.00,20.00,
84464,"Areva Short Time Inverse",50,0.05,0.04,,
84464,"CO2",60,0.02,0.02,,
84464,"CO8",70,5.95,2.00,,
84464,"IEC Extremely Inverse",30,80.00,2.00,,
84464,"IEC Long Time Inverse",40,120.00,1.00,,
84464,"IEC Std Inverse",10,0.14,0.02,,
84464,"IEC Very Inverse",20,13.50,1.00,,
84478,"Areva Short Time Inverse",50,0.05,0.04,,
84478,"CO2",60,0.02,0.02,,
84478,"CO8",70,5.95,2.00,,
84478,"IEC Extremely Inverse",30,80.00,2.00,,
84478,"IEC Long Time Inverse",40,120.00,1.00,,
84478,"IEC Std Inverse",10,0.14,0.02,,
84478,"IEC Very Inverse",20,13.50,1.00,,
84485,"Areva Short Time Inverse",50,0.05,0.04,,
84485,"CO2",60,0.02,0.02,,
84485,"CO8",70,5.95,2.00,,
84485,"IEC Extremely Inverse",30,80.00,2.00,,
84485,"IEC Long Time Inverse",40,120.00,1.00,,
84485,"IEC Std Inverse",10,0.14,0.02,,
84485,"IEC Very Inverse",20,13.50,1.00,,
84521,"Areva Short Time Inverse",50,0.05,0.04,,
84521,"CO2",60,0.02,0.02,,
84521,"CO8",70,5.95,2.00,,
84521,"IEC Extremely Inverse",30,80.00,2.00,,
84521,"IEC Long Time Inverse",40,120.00,1.00,,
84521,"IEC Std Inverse",10,0.14,0.02,,
84521,"IEC Very Inverse",20,13.50,1.00,,
84535,"Areva Short Time Inverse",50,0.05,0.04,,
84535,"CO2",60,0.02,0.02,,
84535,"CO8",70,5.95,2.00,,
84535,"IEC Extremely Inverse",30,80.00,2.00,,
84535,"IEC Long Time Inverse",40,120.00,1.00,,
84535,"IEC Std Inverse",10,0.14,0.02,,
84535,"IEC Very Inverse",20,13.50,1.00,,
84549,"Areva Short Time Inverse",50,0.05,0.04,,
84549,"CO2",60,0.02,0.02,,
84549,"CO8",70,5.95,2.00,,
84549,"IEC Extremely Inverse",30,80.00,2.00,,
84549,"IEC Long Time Inverse",40,120.00,1.00,,
84549,"IEC Std Inverse",10,0.14,0.02,,
84549,"IEC Very Inverse",20,13.50,1.00,,
84563,"Areva Short Time Inverse",50,0.05,0.04,,
84563,"CO2",60,0.02,0.02,,
84563,"CO8",70,5.95,2.00,,
84563,"IEC Extremely Inverse",30,80.00,2.00,,
84563,"IEC Long Time Inverse",40,120.00,1.00,,
84563,"IEC Std Inverse",10,0.14,0.02,,
84563,"IEC Very Inverse",20,13.50,1.00,,
84584,"Areva Short Time Inverse",50,0.05,0.04,,
84584,"CO2",60,0.02,0.02,,
84584,"CO8",70,5.95,2.00,,
84584,"IEC Extremely Inverse",30,80.00,2.00,,
84584,"IEC Long Time Inverse",40,120.00,1.00,,
84584,"IEC Std Inverse",10,0.14,0.02,,
84584,"IEC Very Inverse",20,13.50,1.00,,
84598,"Areva Short Time Inverse",50,0.05,0.04,,
84598,"CO2",60,0.02,0.02,,
84598,"CO8",70,5.95,2.00,,
84598,"IEC Extremely Inverse",30,80.00,2.00,,
84598,"IEC Long Time Inverse",40,120.00,1.00,,
84598,"IEC Std Inverse",10,0.14,0.02,,
84598,"IEC Very Inverse",20,13.50,1.00,,
84605,"Areva Short Time Inverse",50,0.05,0.04,,
84605,"CO2",60,0.02,0.02,,
84605,"CO8",70,5.95,2.00,,
84605,"IEC Extremely Inverse",30,80.00,2.00,,
84605,"IEC Long Time Inverse",40,120.00,1.00,,
84605,"IEC Std Inverse",10,0.14,0.02,,
84605,"IEC Very Inverse",20,13.50,1.00,,
84641,"Areva Short Time Inverse",50,0.05,0.04,,
84641,"CO2",60,0.02,0.02,,
84641,"CO8",70,5.95,2.00,,
84641,"IEC Extremely Inverse",30,80.00,2.00,,
84641,"IEC Long Time Inverse",40,120.00,1.00,,
84641,"IEC Std Inverse",10,0.14,0.02,,
84641,"IEC Very Inverse",20,13.50,1.00,,
84655,"Areva Short Time Inverse",50,0.05,0.04,,
84655,"CO2",60,0.02,0.02,,
84655,"CO8",70,5.95,2.00,,
84655,"IEC Extremely Inverse",30,80.00,2.00,,
84655,"IEC Long Time Inverse",40,120.00,1.00,,
84655,"IEC Std Inverse",10,0.14,0.02,,
84655,"IEC Very Inverse",20,13.50,1.00,,
84669,"Areva Short Time Inverse",50,0.05,0.04,,
84669,"CO2",60,0.02,0.02,,
84669,"CO8",70,5.95,2.00,,
84669,"IEC Extremely Inverse",30,80.00,2.00,,
84669,"IEC Long Time Inverse",40,120.00,1.00,,
84669,"IEC Std Inverse",10,0.14,0.02,,
84669,"IEC Very Inverse",20,13.50,1.00,,
84683,"Areva Short Time Inverse",50,0.05,0.04,,
84683,"CO2",60,0.02,0.02,,
84683,"CO8",70,5.95,2.00,,
84683,"IEC Extremely Inverse",30,80.00,2.00,,
84683,"IEC Long Time Inverse",40,120.00,1.00,,
84683,"IEC Std Inverse",10,0.14,0.02,,
84683,"IEC Very Inverse",20,13.50,1.00,,
84704,"Areva Short Time Inverse",50,0.05,0.04,,
84704,"CO2",60,0.02,0.02,,
84704,"CO8",70,5.95,2.00,,
84704,"IEC Extremely Inverse",30,80.00,2.00,,
84704,"IEC Long Time Inverse",40,120.00,1.00,,
84704,"IEC Std Inverse",10,0.14,0.02,,
84704,"IEC Very Inverse",20,13.50,1.00,,
84718,"Areva Short Time Inverse",50,0.05,0.04,,
84718,"CO2",60,0.02,0.02,,
84718,"CO8",70,5.95,2.00,,
84718,"IEC Extremely Inverse",30,80.00,2.00,,
84718,"IEC Long Time Inverse",40,120.00,1.00,,
84718,"IEC Std Inverse",10,0.14,0.02,,
84718,"IEC Very Inverse",20,13.50,1.00,,
84725,"Areva Short Time Inverse",50,0.05,0.04,,
84725,"CO2",60,0.02,0.02,,
84725,"CO8",70,5.95,2.00,,
84725,"IEC Extremely Inverse",30,80.00,2.00,,
84725,"IEC Long Time Inverse",40,120.00,1.00,,
84725,"IEC Std Inverse",10,0.14,0.02,,
84725,"IEC Very Inverse",20,13.50,1.00,,
84761,"Areva Short Time Inverse",50,0.05,0.04,,
84761,"CO2",60,0.02,0.02,,
84761,"CO8",70,5.95,2.00,,
84761,"IEC Extremely Inverse",30,80.00,2.00,,
84761,"IEC Long Time Inverse",40,120.00,1.00,,
84761,"IEC Std Inverse",10,0.14,0.02,,
84761,"IEC Very Inverse",20,13.50,1.00,,
84775,"Areva Short Time Inverse",50,0.05,0.04,,
84775,"CO2",60,0.02,0.02,,
84775,"CO8",70,5.95,2.00,,
84775,"IEC Extremely Inverse",30,80.00,2.00,,
84775,"IEC Long Time Inverse",40,120.00,1.00,,
84775,"IEC Std Inverse",10,0.14,0.02,,
84775,"IEC Very Inverse",20,13.50,1.00,,
84789,"Areva Short Time Inverse",50,0.05,0.04,,
84789,"CO2",60,0.02,0.02,,
84789,"CO8",70,5.95,2.00,,
84789,"IEC Extremely Inverse",30,80.00,2.00,,
84789,"IEC Long Time Inverse",40,120.00,1.00,,
84789,"IEC Std Inverse",10,0.14,0.02,,
84789,"IEC Very Inverse",20,13.50,1.00,,
84803,"Areva Short Time Inverse",50,0.05,0.04,,
84803,"CO2",60,0.02,0.02,,
84803,"CO8",70,5.95,2.00,,
84803,"IEC Extremely Inverse",30,80.00,2.00,,
84803,"IEC Long Time Inverse",40,120.00,1.00,,
84803,"IEC Std Inverse",10,0.14,0.02,,
84803,"IEC Very Inverse",20,13.50,1.00,,
84859,"Ext Inv",40,80.00,2.00,20.00,
84859,"LT Inv",30,120.00,1.00,20.00,
84859,"N Inv",10,0.14,0.02,20.00,
84859,"V Inv",20,13.50,1.00,20.00,
84886,"Ext Inv",40,80.00,2.00,20.00,
84886,"LT Inv",30,120.00,1.00,20.00,
84886,"N Inv",10,0.14,0.02,20.00,
84886,"V Inv",20,13.50,1.00,20.00,
84958,"Ext Inv",30,80.00,2.00,,
84958,"Std Inv",10,0.14,0.02,,
84958,"V Inv",20,13.50,1.00,,
85029,"Ext Inv",30,80.00,2.00,,
85029,"Std Inv",10,0.14,0.02,,
85029,"V Inv",20,13.50,1.00,,
85040,"Ext Inv",30,80.00,2.00,,
85040,"Std Inv",10,0.14,0.02,,
85040,"V Inv",20,13.50,1.00,,
85065,"C1 N Inv",10,0.14,0.02,20.00,
85065,"C2 V Inv",20,13.50,1.00,20.00,
85065,"C3 Ext nv",30,80.00,2.00,20.00,
85065,"C4 L Inv",40,120.00,1.00,20.00,
85065,"C5 S Inv",50,0.05,0.04,20.00,
85089,"Ext Inv",40,80.00,2.00,20.00,
85089,"LT Inv",30,120.00,1.00,20.00,
85089,"N Inv",10,0.14,0.02,20.00,
85089,"V Inv",20,13.50,1.00,20.00,
85123,"Ext Inv",40,80.00,2.00,20.00,
85123,"LT Inv",30,120.00,1.00,20.00,
85123,"N Inv",10,0.14,0.02,20.00,
85123,"V Inv",20,13.50,1.00,20.00,
85160,"Ext Inv",40,80.00,2.00,20.00,
85160,"LT Inv",30,120.00,1.00,20.00,
85160,"N Inv",10,0.14,0.02,20.00,
85160,"V Inv",20,13.50,1.00,20.00,
85195,"Ext Inv",40,80.00,2.00,20.00,
85195,"LT Inv",30,120.00,1.00,20.00,
85195,"N Inv",10,0.14,0.02,20.00,
85195,"V Inv",20,13.50,1.00,20.00,
85307,"Ext Inv",30,80.00,2.00,,
85307,"Normal Inv",10,0.14,0.02,,
85307,"Very Inv",20,13.50,1.00,,
85310,"Ext Inv",30,80.00,2.00,,
85310,"Normal Inv",10,0.14,0.02,,
85310,"Very Inv",20,13.50,1.00,,
85329,"C1 N Inv",10,0.14,0.02,20.00,
85329,"C2 V Inv",20,13.50,1.00,20.00,
85329,"C3 Ext nv",30,80.00,2.00,20.00,
85329,"C4 L Inv",40,120.00,1.00,20.00,
85329,"C5 S Inv",50,0.05,0.04,20.00,
85331,"C1 N Inv",10,0.14,0.02,20.00,
85331,"C2 V Inv",20,13.50,1.00,20.00,
85331,"C3 Ext nv",30,80.00,2.00,20.00,
85331,"C4 L Inv",40,120.00,1.00,20.00,
85331,"C5 S Inv",50,0.05,0.04,20.00,
85371,"C1 N Inv",10,0.14,0.02,20.00,
85371,"C2 V Inv",20,13.50,1.00,20.00,
85371,"C3 Ext nv",30,80.00,2.00,20.00,
85371,"C4 L Inv",40,120.00,1.00,20.00,
85371,"C5 S Inv",50,0.05,0.04,20.00,
85724,"EI",30,80.00,2.00,20.00,0.06
85724,"LI",40,120.00,1.00,20.00,0.06
85724,"NI",10,0.14,0.02,20.00,0.06
85724,"VI",20,13.50,1.00,20.00,0.06
85766,"EI",30,80.00,2.00,20.00,0.06
85766,"LI",40,120.00,1.00,20.00,0.06
85766,"NI",10,0.14,0.02,20.00,0.06
85766,"VI",20,13.50,1.00,20.00,0.06
85855,"Ext Inv",30,80.00,2.00,20.00,0.05
85855,"LT Earth Inv",40,120.00,1.00,20.00,0.05
85855,"N Inv",10,0.14,0.02,20.00,0.05
85855,"V Inv",20,13.50,1.00,20.00,0.05
86065,"Extremely Inverse",20,80.00,2.00,,
86065,"Very Inverse",10,13.50,1.00,,
86077,"Extremely Inverse",20,80.00,2.00,,
86077,"Very Inverse",10,13.50,1.00,,
86090,"Extremely Inverse",20,80.00,2.00,,
86090,"LT Inverse",40,120.00,1.00,,
86090,"Normal Inverse",30,0.14,0.02,,
86090,"Very Inverse",10,13.50,1.00,,
86104,"Extremely Inverse",20,80.00,2.00,,
86104,"LT Inverse",40,120.00,1.00,,
86104,"Normal Inverse",30,0.14,0.02,,
86104,"Very Inverse",10,13.50,1.00,,
86147,"Extreemly Inverse",30,80.00,2.00,,
86147,"Inverse",10,0.14,0.02,,
86147,"Long Time Inverse",40,120.00,1.00,,
86147,"Very Inverse",20,13.50,1.00,,
86160,"Extreemly Inverse",30,80.00,2.00,,
86160,"Inverse",10,0.14,0.02,,
86160,"Long Time Inverse",40,120.00,1.00,,
86160,"Very Inverse",20,13.50,1.00,,
86423,"Extremely Inv",30,80.00,2.00,,0.04
86423,"Long-Time Inv",40,120.00,1.00,,0.04
86423,"Normal Inv",10,0.14,0.02,,0.04
86423,"Very Inv",20,13.50,1.00,,0.04
86446,"Extremely Inv",30,80.00,2.00,,0.04
86446,"Long-Time Inv",40,120.00,1.00,,0.04
86446,"Normal Inv",10,0.14,0.02,,0.04
86446,"Very Inv",20,13.50,1.00,,0.04
86542,"Extremely Inverse",30,80.00,2.00,,
86542,"Long-time Inverse",40,120.00,1.00,,
86542,"Normal Inverse",10,0.14,0.02,,
86542,"Short Inverse",50,0.05,0.05,,
86542,"Very Inverse",20,13.50,1.00,,
86552,"Extremely Inverse",30,80.00,2.00,,
86552,"Long-time Inverse",40,120.00,1.00,,
86552,"Normal Inverse",10,0.14,0.02,,
86552,"Short Inverse",50,0.05,0.05,,
86552,"Very Inverse",20,13.50,1.00,,
86723,"EI",30,80.00,2.00,,
86723,"LTI",40,120.00,1.00,,
86723,"NI",20,0.14,0.02,,
86723,"STI",50,0.05,0.04,,
86723,"VI",10,13.50,1.00,,
86747,"EI",30,80.00,2.00,,
86747,"LTI",40,120.00,1.00,,
86747,"NI",20,0.14,0.02,,
86747,"STI",50,0.05,0.04,,
86747,"VI",10,13.50,1.00,,
86782,"EI",30,80.00,2.00,,
86782,"LTI",40,120.00,1.00,,
86782,"NI",20,0.14,0.02,,
86782,"STI",50,0.05,0.04,,
86782,"VI",10,13.50,1.00,,
86855,"Ext Inv",30,80.00,2.00,,
86855,"Inv",10,0.14,0.02,,
86855,"Very Inv",20,13.50,1.00,,
86936,"Ext Inv",30,80.00,2.00,,
86936,"Inv",10,0.14,0.02,,
86936,"Very Inv",20,13.50,1.00,,
86964,"Ext Inv",30,80.00,2.00,,
86964,"Inv",10,0.14,0.02,,
86964,"Very Inv",20,13.50,1.00,,
87045,"Ext Inv",30,80.00,2.00,,
87045,"Inv",10,0.14,0.02,,
87045,"Very Inv",20,13.50,1.00,,
87433,"Extremely Inverse",30,80.00,2.00,20.00,0.05
87433,"Long Time Inv",40,120.00,1.00,20.00,0.05
87433,"Normal Inverse",10,0.14,0.02,20.00,0.05
87433,"Very Inverse",20,13.50,1.00,20.00,0.05
87460,"Extremely Inverse",30,80.00,2.00,20.00,0.05
87460,"Long Time Inv",40,120.00,1.00,20.00,0.05
87460,"Normal Inverse",10,0.14,0.02,20.00,0.05
87460,"Very Inverse",20,13.50,1.00,20.00,0.05
87480,"Extremely Inverse",30,80.00,2.00,20.00,0.05
87480,"Long Time Inv",40,120.00,1.00,20.00,0.05
87480,"Normal Inverse",10,0.14,0.02,20.00,0.05
87480,"Very Inverse",20,13.50,1.00,20.00,0.05
87537,"C2, VI",30,13.50,1.00,30.00,
87537,"C3, EI",40,80.00,2.00,30.00,
87537,"C4, LTI",50,120.00,1.00,30.00,
87537,"SI-1, Std Inv",20,0.06,0.02,30.00,
87537,"SI-3, Std Inv",10,0.14,0.02,30.00,
87539,"C2, VI",30,13.50,1.00,30.00,
87539,"C3, EI",40,80.00,2.00,30.00,
87539,"C4, LTI",50,120.00,1.00,30.00,
87539,"SI-1, Std Inv",20,0.06,0.02,30.00,
87539,"SI-3, Std Inv",10,0.14,0.02,30.00,
87589,"C2, VI",30,13.50,1.00,20.00,
87589,"C3, EI",40,80.00,2.00,20.00,
87589,"C4, LTI",50,120.00,1.00,20.00,
87589,"SI-1, Std Inv",20,0.06,0.02,20.00,
87589,"SI-3, Std Inv",10,0.14,0.02,20.00,
87591,"C2, VI",30,13.50,1.00,20.00,
87591,"C3, EI",40,80.00,2.00,20.00,
87591,"C4, LTI",50,120.00,1.00,20.00,
87591,"SI-1, Std Inv",20,0.06,0.02,20.00,
87591,"SI-3, Std Inv",10,0.14,0.02,20.00,
87625,"Areva STI",50,0.05,0.04,20.00,0.02
87625,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
87625,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
87625,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
87625,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
87659,"Areva STI",50,0.05,0.04,20.00,0.02
87659,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
87659,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
87659,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
87659,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
87666,"Areva STI",50,0.05,0.04,20.00,0.02
87666,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
87666,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
87666,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
87666,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
87673,"Areva STI",50,0.05,0.04,20.00,0.02
87673,"IEC Extremely Inverse",30,80.00,2.00,20.00,0.02
87673,"IEC Long Time Inverse",40,120.00,1.00,20.00,0.02
87673,"IEC Std Inverse",10,0.14,0.02,20.00,0.02
87673,"IEC Very Inverse",20,13.50,1.00,20.00,0.02
87699,"Ext Inv",40,80.00,2.00,20.00,
87699,"LT Inv",30,120.00,1.00,20.00,
87699,"N Inv",10,0.14,0.02,20.00,
87699,"V Inv",20,13.50,1.00,20.00,
87734,"Ext Inv",40,80.00,2.00,20.00,
87734,"LT Inv",30,120.00,1.00,20.00,
87734,"N Inv",10,0.14,0.02,20.00,
87734,"V Inv",20,13.50,1.00,20.00,
88189,"Curve A (BS142)",10,0.14,0.02,,
88189,"Curve B (BS142)",20,13.50,1.00,,
88189,"Curve C (BS142)",30,80.00,2.00,,
88189,"Short Inverse",40,0.05,0.04,,
88217,"Curve A (BS142)",10,0.14,0.02,,
88217,"Curve B (BS142)",20,13.50,1.00,,
88217,"Curve C (BS142)",30,80.00,2.00,,
88217,"Short Inverse",40,0.05,0.04,,
88219,"Curve A (BS142)",10,0.14,0.02,,
88219,"Curve B (BS142)",20,13.50,1.00,,
88219,"Curve C (BS142)",30,80.00,2.00,,
88219,"Short Inverse",40,0.05,0.04,,
88221,"Curve A (BS142)",10,0.14,0.02,,
88221,"Curve B (BS142)",20,13.50,1.00,,
88221,"Curve C (BS142)",30,80.00,2.00,,
88221,"Short Inverse",40,0.05,0.04,,
88223,"Curve A (BS142)",10,0.14,0.02,,
88223,"Curve B (BS142)",20,13.50,1.00,,
88223,"Curve C (BS142)",30,80.00,2.00,,
88223,"Short Inverse",40,0.05,0.04,,
88225,"Curve A (BS142)",10,0.14,0.02,,
88225,"Curve B (BS142)",20,13.50,1.00,,
88225,"Curve C (BS142)",30,80.00,2.00,,
