"Scope","NETA_Standard","Task_ID","Task","Apparatus","Designation","Drawing","Date Due","Notes","Assessment","DATASHEET","DATE COMPLETED","NOTES2","% COMPLETION","TASK DELAYS","Apparatus Hours","Remaining Hours","ACTUAL HOURS","STATUS","AVAILABILITY","PRIORITY","Apparatus Category"
"GWRP","ATS","3.1.3","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"GWRP","ATS","3.1.4","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"GWRP","ATS","3.1.5","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"GWRP","ATS","3.1.6","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"GWRP","ATS","3.1.7","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"GWRP","ATS","3.1.8","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"GWRP","ATS","3.1.9","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"GWRP","ATS","3.1.10","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"GWRP","ATS","3.1.11","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Will not be tested per Terry Huston with Garney.","","False","45999","Will not be tested per Terry Huston with Garney.","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"SEWRP","ATS","4.1.1","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Only two sets of conductors on site.","","False","45999","Only two sets of conductors on site.","1","","1","0","1","COMPLETED","READY","","Conductors"
"SEWRP","ATS","4.1.2","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Only two sets of conductors on site.","","False","45999","Only two sets of conductors on site.","1","","1","0","1","COMPLETED","READY","","Conductors"
"SEWRP","ATS","4.1.3","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Not installed","","False","46000","Not installed","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"SEWRP","ATS","4.1.4","LV Cables","Conductors LV - 3 Phase Feeder",,"","","Not installed","","False","46000","Not installed","1","","1","0","1","COMPLETED","NOT AVAILABLE","","Conductors"
"SEWRP","ATS","4.2.1","LV Motors","Motor - Low Voltage",,"","","","","False","45999","","1","","2","0","2","COMPLETED","READY","","Motor"
"SEWRP","ATS","4.2.2","LV Motors","Motor - Low Voltage",,"","","","","False","45999","","1","","2","0","2","COMPLETED","READY","","Motor"
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
,,,,,,,,,,,,,,,,,,,,,""
