"cr950_convertedtoproject","cr950_currentrevision","cr950_estimatedate","cr950_estimatorid","cr950_estimator_file_url","cr950_filename","importsequencenumber","cr950_lastmodified","cr950_name","cr950_notes","cr950_projectname","statuscode","cr950_status","statecode","timezoneruleversionnumber","utcconversiontimezonecode","versionnumber","cr950_clientid","owningbusinessunit","cr950_projectid"
"False","1","2025-11-28 00:00:00.0000000","57d7d65a-eacc-f011-bbd2-6045bd0391a9"," https://jswensonllc.sharepoint.com/sites/PhoenixProjects/Shared%20DocumentsShared%20Documents/Estimators/Garney/Central%20Mesa%20Reuse/","Garney - Central Mesa Reuse _20251128_Rev1.xlsm","","","Central Mesa Reuse (display name)","","Central Mesa Reuse","1","864340000","0","0","","2522794","","bada8118-d0c5-f011-bbd2-000d3a307e8c",""
